arch,problem,depth,width,n_windows,causal_eps_schedule,causal_delta,causal_max_iters,warm_start,n_params,activation,ic,gamma,epochs,lbfgs_iters,seed,n_collocation,lr_start,lr_end,t_start,t_end,dtype,ic_scale,collocation,n_eval,lr_decay,lr_decay_every,k,l,initial_state,end_state,mae_x,rmse_x,max_abs_error_x,mae_y,rmse_y,max_abs_error_y,mae_z,rmse_z,max_abs_error_z,mae_combined_l2,rmse_combined_l2,max_abs_error_combined_l2,rel_mae_x,r2_x,final_x,final_ref_x,final_err_x,rel_mae_y,r2_y,final_y,final_ref_y,final_err_y,rel_mae_z,r2_z,final_z,final_ref_z,final_err_z,err_norm_p50,err_norm_p90,err_norm_p99,err_norm_max,residual_mse_collocation,final_loss,final_residual_mse_full,last_logged_objective,best_loss,residual_mse_dense,residual_generalisation_gap,invariant_1_max_drift,invariant_1_max_drift_reference,invariant_2_max_drift,invariant_2_max_drift_reference,wall_clock_s,adam_steps,lbfgs_evals,capped_stages,ms_per_epoch,epochs_to_1e-04,epochs_to_1e-06,epochs_to_1e-08,device,peak_mem_mb,n_snapshots
4x60_f64_unit_win27_causal_warm,lorenz1960,4,60,27,0.01 0.1 1 10,0.99,4000,True,304641,tanh,hard,1,20000,1500,0,13825,0.001,0.0001,0,13.26446,float64,unit,uniform,13265,0.9,1000,2,1,"[0.5, 0.75, 1.0]",null,1.82028306e-05,2.89617121e-05,9.48920296e-05,8.11655841e-05,0.000137553073,0.000552884142,4.68609275e-05,6.98035968e-05,0.000325814968,0.000103739922,0.000156946395,0.000587768123,9.45919975e-05,0.999999818,0.500052371,0.500000146,5.2225826e-05,2.47169799e-05,0.999999987,0.749718869,0.749998448,-0.000279578885,2.08431679e-05,0.999999991,1.00012327,1.00000055,0.000122725782,8.56190158e-05,0.000239481969,0.000549110623,0.000587768123,3.71210795e-07,3.71210795e-07,3.71210795e-07,1.88388196e-06,,3.6996396e-07,0.996641168,0.000297355672,2.77524289e-10,0.000345901742,3.55629126e-10,932.392506,21183,49428,2,,,,,cuda,212.322754,39
