arch,depth,width,n_params,activation,ic,gamma,epochs,lbfgs_iters,seed,n_collocation,lr_start,lr_end,t_start,t_end,mae_x,rmse_x,max_abs_error_x,mae_y,rmse_y,max_abs_error_y,mae_z,rmse_z,max_abs_error_z,mae_combined_l2,rmse_combined_l2,max_abs_error_combined_l2,rel_mae_x,r2_x,final_x,final_ref_x,final_err_x,rel_mae_y,r2_y,final_y,final_ref_y,final_err_y,rel_mae_z,r2_z,final_z,final_ref_z,final_err_z,err_norm_p50,err_norm_p90,err_norm_p99,err_norm_max,final_loss,best_loss,residual_mse_collocation,residual_mse_dense,residual_generalisation_gap,invariant_1_max_drift,invariant_1_max_drift_reference,invariant_2_max_drift,invariant_2_max_drift_reference,wall_clock_s,ms_per_epoch,epochs_to_1e-04,epochs_to_1e-06,epochs_to_1e-08,device,peak_mem_mb,n_snapshots
4x60_causal,4,60,11283,tanh,hard,1,20000,0,0,3000,0.001,0.0001,0,10,0.000210200185,0.000263757064,0.000770868636,0.00075922749,0.00103766328,0.00216379708,0.000702974151,0.000955141369,0.00230762945,0.00119719008,0.00143478497,0.00269520716,0.00109231966,0.999983806,0.366987228,0.367696645,-0.000709416767,0.000231204117,0.999999352,-1.55016136,-1.54896315,-0.0011982136,0.000330946887,0.999997606,0.370527685,0.372835314,-0.00230762945,0.00164794266,0.00210886656,0.00253257133,0.00269520716,6.47896599e-08,6.44285478e-08,6.39701627e-08,6.54246251e-08,1.02273658,0.000594627809,2.76096939e-10,0.000308036247,3.53683119e-10,406.668232,20.3334116,8092,10756,,cpu,,401
