state,mae,rmse,max_abs_error
x,0.00021020018540828862,0.00026375706436974607,0.0007708686356819872
y,0.000759227490191316,0.0010376632751220632,0.002163797075631524
z,0.0007029741505324815,0.0009551413694940688,0.0023076294478379666
combined_l2,0.0011971900833154462,0.001434784965512602,0.0026952071610969034
