i,t,r_init,r_final,r_max,epoch_of_max,r_mean,r_std,loss_contribution_final,err_norm_final,epoch_below_1e-4,n_snapshots,rank_by_final_residual
0,0.299121022,0.971545499,0.00018928661,0.971545499,0,0.00408135871,0.0494971854,3.98104676e-12,1.9249641e-05,,401,632
1,0.823576748,1.39666147,8.19870938e-05,1.39666147,0,0.00483101624,0.0696499711,7.4687595e-13,1.30837715e-05,13750,401,2519
2,0.344986349,0.999111124,0.000124862002,0.999111124,0,0.00411400502,0.0506651432,1.73227996e-12,2.46393947e-05,19300,401,1500
3,0.971327841,1.552752,0.000126116946,1.552752,0,0.00611896682,0.0775583214,1.76727601e-12,3.56510807e-06,17850,401,1485
4,0.925395548,1.50274789,8.96399713e-05,1.50274789,0,0.00553679967,0.075019231,8.92813829e-13,7.8384533e-06,16000,401,2082
5,0.472695738,1.08672894,9.78681915e-05,1.08672894,0,0.00406242015,0.0545869605,1.06424255e-12,2.49575133e-05,7100,401,1911
6,0.396464467,1.03257308,6.35230232e-05,1.03257308,0,0.00409915978,0.0521319716,4.48352719e-13,2.7356802e-05,16000,401,2827
7,0.495090157,1.10362816,0.00011725294,1.10362816,0,0.00408232638,0.0553673167,1.52758355e-12,2.32096984e-05,5000,401,1612
8,0.16415213,0.903777666,0.000220530518,0.903777666,0,0.00363318359,0.0468755461,5.4037455e-12,1.78397828e-05,,401,481
9,0.604354978,1.19208626,0.000156269751,1.19208626,0,0.00436826983,0.0595400259,2.71335944e-12,1.38709907e-05,18800,401,884
10,0.912394702,1.48883329,8.84420538e-05,1.48883329,0,0.00538923589,0.0743142923,8.69110765e-13,8.76152454e-06,16000,401,2221
11,0.368332416,1.01396403,9.27422778e-05,1.01396403,0,0.00411212238,0.0513104488,9.55681121e-13,2.6339632e-05,17850,401,2006
12,0.043380864,0.861756978,0.000278357231,0.861756978,0,0.0043047323,0.0455363988,8.6091942e-12,1.97682019e-05,,401,131
13,0.895655453,1.47107557,8.85479863e-05,1.47107557,0,0.00521375052,0.0734155544,8.71193987e-13,9.72251536e-06,4450,401,2182
14,0.800756752,1.37380987,7.97521733e-05,1.37380987,0,0.00472665478,0.0685018732,7.06712127e-13,1.36799891e-05,16850,401,2666
15,0.384274781,1.02441574,7.39634537e-05,1.02441574,0,0.00410587151,0.0517702019,6.07843609e-13,2.70324268e-05,17850,401,2731
16,0.787712276,1.36090291,8.00649985e-05,1.36090291,0,0.00466491544,0.0678556906,7.12267109e-13,1.39169307e-05,16850,401,2627
17,0.315486193,0.981130938,0.000167174998,0.981130938,0,0.00409956709,0.0498984504,3.10527557e-12,2.14163584e-05,,401,745
18,0.290566772,0.966647678,0.000200115671,0.966647678,0,0.00406849235,0.0492944014,4.44958687e-12,1.80915988e-05,,401,582
19,0.7818591,1.35514861,8.04773438e-05,1.35514861,0,0.00463718416,0.0675681221,7.19622541e-13,1.40910348e-05,16850,401,2596
20,0.771657228,1.34517456,8.21617737e-05,1.34517456,0,0.0045913335,0.0670702772,7.50061895e-13,1.42553304e-05,18200,401,2513
21,0.390958577,1.02887079,6.78332627e-05,1.02887079,0,0.00410235237,0.0519674732,5.1126128e-13,2.72479265e-05,17850,401,2785
22,0.709109783,1.28558879,0.000110427804,1.28558879,0,0.00452628975,0.0641032595,1.35492221e-12,1.36939757e-05,18800,401,1712
23,0.525784254,1.12748836,0.000138715463,1.12748836,0,0.0041577343,0.0564771944,2.13799775e-12,2.03278543e-05,,401,1288
24,0.244128212,0.941443735,0.000244386481,0.941443735,0,0.00395182602,0.0482791012,6.63608358e-12,1.19214728e-05,,401,318
25,0.61420542,1.20052891,0.000154654572,1.20052891,0,0.00439011907,0.0599462558,2.65755963e-12,1.3448929e-05,18800,401,953
26,0.204334259,0.921768204,0.000252849073,0.921768204,0,0.00378383937,0.0475271305,7.1036282e-12,1.19384563e-05,,401,202
27,0.274673045,0.95775623,0.00021835631,0.95775623,0,0.00403786946,0.0489305269,5.2977198e-12,1.57648104e-05,,401,493
28,0.0304381531,0.858375346,0.000377796728,0.858375346,0,0.004538499,0.045445076,1.58589297e-11,1.55519075e-05,,401,92
29,0.889783204,1.46488768,8.84863e-05,1.46488768,0,0.00515893086,0.0731024298,8.69980588e-13,1.00770645e-05,2000,401,2200
30,0.15943718,0.901793605,0.000213437452,0.901793605,0,0.00361936225,0.0468061863,5.06172734e-12,1.86281008e-05,,401,517
31,0.0225370266,0.856421123,0.000444191532,0.856421123,0,0.00469206882,0.0453946572,2.19229019e-11,1.23031573e-05,,401,68
32,0.812288284,1.38531407,8.06320544e-05,1.38531407,0,0.00478006929,0.0690792223,7.22392023e-13,1.34211391e-05,16600,401,2584
33,0.887426198,1.46241035,8.86324087e-05,1.46241035,0,0.00513896692,0.0729770065,8.72855985e-13,1.01148485e-05,2050,401,2147
34,0.719491541,1.29529019,0.000104278547,1.29529019,0,0.00453315331,0.0645839357,1.20822394e-12,1.38719376e-05,18800,401,1806
35,0.999229908,1.58376379,0.000188903628,1.58376379,0,0.00651836074,0.0791370904,3.96495341e-12,1.52214215e-06,,401,634
36,0.310504735,0.978183281,0.00017404087,0.978183281,0,0.00409487045,0.0497744604,3.36558051e-12,2.08412856e-05,,401,710
37,0.531036854,1.13165085,0.000141540528,1.13165085,0,0.00417271473,0.0566719805,2.225969e-12,1.9871069e-05,,401,1241
38,0.302355319,0.973417462,0.000185014006,0.973417462,0,0.00408560412,0.0495751031,3.80335359e-12,1.97307176e-05,,401,654
39,0.319880724,0.983752523,0.000160961651,0.983752523,0,0.00410312296,0.0500091485,2.87873923e-12,2.1969803e-05,,401,777
40,0.280142814,0.960785348,0.000212370241,0.960785348,0,0.00404943664,0.0490538469,5.01123548e-12,1.65485064e-05,,401,524
41,0.80455935,1.37759323,7.99328358e-05,1.37759323,0,0.00474441342,0.0686915997,7.09917582e-13,1.3638902e-05,16850,401,2640
42,0.0808018968,0.872778919,5.8378543e-05,0.872778919,0,0.00375298687,0.0458613815,3.78672698e-13,2.55462171e-05,17750,401,2906
43,0.465554029,1.08143201,9.13738002e-05,1.08143201,0,0.00406202867,0.0543434289,9.27685706e-13,2.54198709e-05,8650,401,2036
44,0.377869457,1.02018663,8.10403323e-05,1.02018663,0,0.00410878386,0.0515836406,7.29726162e-13,2.68029081e-05,17850,401,2566
45,0.916703224,1.4934333,8.86726723e-05,1.4934333,0,0.00543721944,0.0745472587,8.73649202e-13,8.40424878e-06,16000,401,2139
46,0.120924279,0.886611214,0.000125692205,0.886611214,0,0.00351537868,0.0462990007,1.75539228e-12,2.41042023e-05,6050,401,1491
47,0.177792266,0.909668761,0.000236874862,0.909668761,0,0.0036752906,0.0470848678,6.23441114e-12,1.5562784e-05,,401,380
48,0.95130533,1.53079344,0.000101368893,1.53079344,0,0.00585374468,0.0764422484,1.14173917e-12,5.82082973e-06,17850,401,1852
49,0.404722452,1.03817986,5.92648911e-05,1.03817986,0,0.00409400084,0.0523820188,3.90258591e-13,2.73997631e-05,16000,401,2886
50,0.866737604,1.44081734,8.78098069e-05,1.44081734,0,0.00501972408,0.0718818569,8.56729132e-13,1.12518423e-05,8350,401,2286
51,0.516920209,1.12051624,0.000133333319,1.12051624,0,0.00413303526,0.0561517451,1.97530821e-12,2.11368447e-05,10450,401,1375
52,0.942707837,1.52144079,9.54574201e-05,1.52144079,0,0.00574529807,0.0759673826,1.01245767e-12,6.54956269e-06,17850,401,1952
53,0.632980466,1.2168259,0.000149508049,1.2168259,0,0.00442793942,0.0607339263,2.48362851e-12,1.28561223e-05,18800,401,1088
54,0.573554635,1.16617489,0.000155908722,1.16617489,0,0.00429196053,0.0583014898,2.70083662e-12,1.59329816e-05,,401,901
55,0.840283215,1.41360907,8.44873898e-05,1.41360907,0,0.00490422253,0.0705046532,7.93124338e-13,1.24265282e-05,13750,401,2420
56,0.378516555,1.02061207,8.02806614e-05,1.02061207,0,0.00410850828,0.0516023777,7.161094e-13,2.68177702e-05,17850,401,2612
57,0.478401214,1.09099316,0.000103146342,1.09099316,0,0.00406434662,0.0547834235,1.18212975e-12,2.44964944e-05,6550,401,1822
58,0.992256463,1.57596846,0.000170086659,1.57596846,0,0.00641526692,0.0787399758,3.21438572e-12,1.20161768e-06,,401,730
59,0.75831598,1.33223817,8.59771695e-05,1.33223817,0,0.00455649299,0.066424356,8.21341519e-13,1.42747503e-05,18850,401,2366
60,0.724865139,1.30034137,0.00010124089,1.30034137,0,0.00453623674,0.0648346682,1.13885753e-12,1.40651996e-05,18800,401,1854
61,0.137600496,0.89295971,0.000170455978,0.89295971,0,0.00355668427,0.0465056347,3.22836005e-12,2.20382426e-05,,401,727
62,0.0873030797,0.874880129,3.98810002e-05,0.874880129,0,0.00367751341,0.0459269365,1.76721576e-13,2.57441088e-05,14400,401,2984
63,0.141139895,0.894351734,0.000178598419,0.894351734,0,0.00356666071,0.0465520273,3.54415502e-12,2.15493643e-05,,401,685
64,0.378233761,1.02042609,8.05790818e-05,1.02042609,0,0.00410862858,0.0515941866,7.21443158e-13,2.68091756e-05,17850,401,2589
65,0.316776007,0.9818982,0.000165350023,0.9818982,0,0.00410066108,0.0499308073,3.0378478e-12,2.16339916e-05,,401,755
66,0.430933505,1.0564006,6.28894271e-05,1.0564006,0,0.00407669028,0.0532017687,4.39453338e-13,2.70776214e-05,13400,401,2835
67,0.183019295,0.911985479,0.000241662205,0.911985479,0,0.00369316538,0.0471683947,6.48895792e-12,1.47298476e-05,,401,342
68,0.947211623,1.52633438,9.82261172e-05,1.52633438,0,0.00580170083,0.0762158071,1.07204112e-12,6.15963914e-06,17850,401,1904
69,0.552298188,1.1487316,0.000150839917,1.1487316,0,0.00423356657,0.0574751049,2.52807563e-12,1.78153097e-05,,401,1059
70,0.693456948,1.27110647,0.000119752151,1.27110647,0,0.0045132302,0.0633879769,1.59339752e-12,1.33871914e-05,18800,401,1576
71,0.00569094857,0.852534847,0.000600339892,0.852534847,0,0.00504715556,0.0453006118,4.00453317e-11,3.57121362e-06,,401,18
72,0.633853197,1.21759012,0.00014938377,1.21759012,0,0.00442956602,0.0607709738,2.4795012e-12,1.28623782e-05,18800,401,1092
73,0.00834846962,0.853122425,0.000574452027,0.853122425,0,0.00498862281,0.0453142295,3.66661257e-11,5.16014474e-06,,401,26
74,0.159166709,0.901680631,0.000213034691,0.901680631,0,0.00361857295,0.0468022558,5.04264216e-12,1.86832343e-05,,401,520
75,0.421524912,1.04978661,5.87174296e-05,1.04978661,0,0.0040828407,0.0529030011,3.83081838e-13,2.72959903e-05,13400,401,2896
76,0.503126621,1.10979827,0.000123638472,1.10979827,0,0.00409828066,0.0556533315,1.69849687e-12,2.2428434e-05,4600,401,1520
77,0.94900161,1.5282828,9.96766964e-05,1.5282828,0,0.00582436613,0.0763147434,1.1039382e-12,5.87164041e-06,17850,401,1880
78,0.505683661,1.11177294,0.000125467254,1.11177294,0,0.00410416661,0.0557449992,1.74911466e-12,2.22135014e-05,4600,401,1494
79,0.670179963,1.24989648,0.000132906671,1.24989648,0,0.00448709192,0.0623456419,1.96268703e-12,1.29436492e-05,18800,401,1381
80,0.270080745,0.955238038,0.000223142039,0.955238038,0,0.00402729512,0.0488285348,5.53248549e-12,1.50713936e-05,,401,467
81,0.359167516,1.00806866,0.000104903889,1.00806866,0,0.00411403205,0.05105313,1.22275844e-12,2.57294561e-05,19300,401,1797
82,0.363156885,1.0106246,9.9477496e-05,1.0106246,0,0.00411336905,0.0511645049,1.09953024e-12,2.6055769e-05,19300,401,1883
83,0.765071392,1.3387734,8.38209884e-05,1.3387734,0,0.00456831422,0.0667508487,7.8066201e-13,1.42337319e-05,18850,401,2445
84,0.806861758,1.37988917,7.99863131e-05,1.37988917,0,0.00475510215,0.0688068047,7.10867809e-13,1.3541268e-05,16850,401,2635
85,0.727755189,1.30306648,9.97260591e-05,1.30306648,0,0.00453778583,0.0649700657,1.10503187e-12,1.39799628e-05,18850,401,1879
86,0.661762953,1.24232413,0.000137456262,1.24232413,0,0.00447558209,0.0619750971,2.09935822e-12,1.27923712e-05,18800,401,1310
87,0.677022636,1.2560907,0.000129199166,1.2560907,0,0.00449563814,0.0626493814,1.85471382e-12,1.29477875e-05,18800,401,1439
88,0.68729502,1.26545365,0.000123341847,1.26545365,0,0.00450711019,0.0631095544,1.6903568e-12,1.32404029e-05,18800,401,1525
89,0.423756987,1.05134821,5.94856464e-05,1.05134821,0,0.00408135277,0.0529734218,3.93171347e-13,2.72353293e-05,13400,401,2882
90,0.873690844,1.44804427,8.83127375e-05,1.44804427,0,0.00505303311,0.0722484599,8.66571068e-13,1.09253644e-05,6450,401,2248
91,0.119344026,0.886027598,0.000120918221,0.886027598,0,0.00351269711,0.0462803886,1.62457958e-12,2.42598228e-05,5700,401,1561
92,0.327661753,0.988443611,0.000149781423,0.988443611,0,0.0041081524,0.0502081934,2.49271941e-12,2.29128561e-05,,401,1081
93,0.288378775,0.965407451,0.00020276003,0.965407451,0,0.00406480307,0.049243311,4.56795886e-12,1.77531254e-05,,401,569
94,0.230672941,0.934588377,0.000250974832,0.934588377,0,0.00390165058,0.0480125006,6.99870739e-12,1.1074133e-05,,401,239
95,0.646014273,1.22829607,0.0001446278,1.22829607,0,0.00445109522,0.0612909733,2.32413338e-12,1.27046518e-05,18800,401,1187
96,0.449950427,1.07001638,7.72853132e-05,1.07001638,0,0.00406629872,0.0538207604,6.63668848e-13,2.63528907e-05,11250,401,2706
97,0.365009129,1.0118168,9.69225878e-05,1.0118168,0,0.00411297417,0.0512165546,1.04377645e-12,2.61186667e-05,17850,401,1928
98,0.387703359,1.0266956,7.06790087e-05,1.0266956,0,0.00410412625,0.0518710619,5.5505803e-13,2.71507602e-05,17850,401,2761
