epoch,ref_mse
0,1.1751097064112366
100,1.0746936904142173
1400,1.1287043555361325
2100,1.1069590508602938
2800,1.0701305379341832
3500,1.0324761506419058
4200,0.9831910631313174
4900,0.9150531445820623
5600,0.8697618654966223
6300,0.7963171893335457
6400,0.8034679821924603
7100,0.7890463404645138
7900,0.7888866754777479
8500,0.7513024094228193
9100,0.6848595984385727
9900,0.6344636380764025
10600,0.5567506089168612
11300,0.4737534427073078
11400,0.4770855385472385
12100,0.3931723606414977
12900,0.3159295149966295
13000,0.31735963193158717
13700,0.24148378774305201
13800,0.24199685498483284
14500,0.17485107317986595
14600,0.17430882511769075
14700,0.17574077518926065
15400,0.12348119186855837
15500,0.12233396378300666
16200,0.09557034802804426
16300,0.0799547305463797
17000,0.04988699736829844
17100,0.053877465645118215
17200,0.05359931534382667
17300,0.053571043525373375
17400,0.0535410869516856
17500,0.05350565124256686
17600,0.053511809954028974
17700,0.05349557543414597
17800,0.053478576724085215
17900,0.053458039806552456
18000,0.05343411976942172
18100,0.05340707429762008
18200,0.05337745976841982
18300,0.05334647191711496
18400,0.05331729529593071
18500,0.053301963750904645
18600,0.05330753096291876
18700,0.053316219864867335
18800,0.053147507195858104
18900,0.05341729713253873
19000,0.053303225655590515
19100,0.053385622147232775
19200,0.05381789345101386
19300,0.05390857980505046
19400,0.05400825555180706
19500,0.0540018249857578
19600,0.054256921267379805
19700,0.05436973688515779
19800,0.05419075281787705
19900,0.05435062802053212
20000,0.054490844419082564
20100,0.05460765172670839
20200,0.05510047933061205
20300,0.05525792712906201
20400,0.055326566075518044
20500,0.055608088951730875
20600,0.055797855025039346
20700,0.05602721984239239
20800,0.05614810708717987
20900,0.05634819045758864
21000,0.05662365130636412
21100,0.056798800821360115
21700,0.030814118554409332
21800,0.03755888070920478
21900,0.038853596113559374
22000,0.03882152393624091
22100,0.03878080886925063
22200,0.03873462649838011
22300,0.03868381481098154
22400,0.038629086783564685
22500,0.03857112447548191
22600,0.038510609088049076
22700,0.038556298873945946
22800,0.03848623258971548
22900,0.03846118613852695
23000,0.0383990749841865
23100,0.038461745308297365
23200,0.03859812713010397
23300,0.03897832610312468
23400,0.03912724051943992
23500,0.0395714191118499
23600,0.04015884229329268
23700,0.04063736928796345
23800,0.041041833744012886
23900,0.04149779674113006
24000,0.04195042270546952
24100,0.04244315419238238
24200,0.04272594597219647
24300,0.04307018374871826
24400,0.04342891050001834
24500,0.04411822695125433
24600,0.044397447005643506
24700,0.04490910498934166
24800,0.04550068037397358
24900,0.04625678094279297
25000,0.046722523424700436
25100,0.047049915413255636
25200,0.04763545383348811
25300,0.04835327460942733
25400,0.04877240434622459
25500,0.04982754001580584
25600,0.05029250998471796
26300,0.02731907901429129
27100,0.035971287674677985
