iteration,loss
0,0.45195579528808594
1,0.28496211767196655
2,0.16724452376365662
3,0.09349074959754944
4,0.05694026127457619
5,0.04903850704431534
6,0.05945918709039688
7,0.07723213732242584
8,0.09322016686201096
9,0.10213278979063034
10,0.10258186608552933
11,0.09584604203701019
12,0.08447431772947311
13,0.07124578952789307
14,0.05854220315814018
15,0.04803885892033577
16,0.04061529412865639
17,0.036417003720998764
18,0.03501676768064499
19,0.03562833368778229
20,0.03732604533433914
21,0.03923143073916435
22,0.04064301401376724
23,0.041104212403297424
24,0.04041840881109238
25,0.03862528130412102
26,0.0359513945877552
27,0.03274493291974068
28,0.029403716325759888
29,0.026305312290787697
30,0.02374737150967121
31,0.021904828026890755
32,0.020809093490242958
33,0.020352667197585106
34,0.02031981572508812
35,0.02043922059237957
36,0.020447835326194763
37,0.020149897783994675
38,0.01945507526397705
39,0.01838633418083191
40,0.017058320343494415
41,0.015635836869478226
42,0.01428600586950779
43,0.01313721388578415
44,0.012254083529114723
45,0.011632378213107586
46,0.01121208444237709
47,0.010902291163802147
48,0.01060922909528017
49,0.010259509086608887
50,0.009813524782657623
51,0.009267925284802914
52,0.008649018593132496
53,0.008000875823199749
54,0.007371925283223391
55,0.006803166586905718
56,0.00631997175514698
57,0.005928336642682552
58,0.005615705624222755
59,0.005355865694582462
60,0.00511670159175992
61,0.004869023337960243
62,0.004594213794916868
63,0.0042885588482022285
64,0.003962969407439232
65,0.0036381979007273912
66,0.0033371909521520138
67,0.0030771861784160137
68,0.0028643242549151182
69,0.00269251293502748
70,0.0025466999504715204
71,0.0024090236984193325
72,0.002265333430841565
73,0.002109557157382369
74,0.0019445440266281366
75,0.0017794630257412791
76,0.0016252249479293823
77,0.001489965245127678
78,0.0013763013994321227
79,0.00128114502876997
80,0.0011976991081610322
81,0.001118523650802672
82,0.0010382982436567545
83,0.0009552999981679022
84,0.0008712704293429852
85,0.0007900141063146293
86,0.0007154856575652957
87,0.0006501600728370249
88,0.0005942531279288232
89,0.000545926799532026
90,0.0005022531258873641
91,0.0004604509158525616
92,0.000418890209402889
93,0.0003774964134208858
94,0.00033748254645615816
95,0.000300582149066031
96,0.00026817654725164175
97,0.00024067990307230502
98,0.00021742632088717073
99,0.0001970509038073942
100,0.00017813219164963812
101,0.0001597810914972797
102,0.00014190531510394067
103,0.00012507034989539534
104,0.00011007426655851305
105,9.747406875248998e-05
106,8.730029367143288e-05
107,7.906698738224804e-05
108,7.203235145425424e-05
109,6.554364517796785e-05
110,5.9287202020641416e-05
111,5.333553781383671e-05
112,4.800024180440232e-05
113,4.35969814134296e-05
114,4.0250706661026925e-05
115,3.7831090594409034e-05
116,3.60283738700673e-05
117,3.450573785812594e-05
118,3.3040927519323304e-05
119,3.1588180718244985e-05
120,3.0245171728893183e-05
121,2.915701588790398e-05
122,2.8417809517122805e-05
123,2.801684786390979e-05
124,2.7848614990944043e-05
125,2.7769425287260674e-05
126,2.7664735171128996e-05
127,2.7491132641443983e-05
128,2.7277390472590923e-05
129,2.709051659621764e-05
130,2.698898060771171e-05
131,2.6990044716512784e-05
132,2.70636155619286e-05
133,2.7152858820045367e-05
134,2.720551856327802e-05
135,2.7198761017643847e-05
136,2.7144720661453903e-05
137,2.707709245441947e-05
138,2.7028641852666624e-05
139,2.7013078579329886e-05
140,2.7020356355933473e-05
141,2.7026160751120187e-05
142,2.7007763492292725e-05
143,2.6956628062180243e-05
144,2.6880905352300033e-05
145,2.6798215913004242e-05
146,2.6724470444605686e-05
147,2.666518048499711e-05
148,2.6614572561811656e-05
149,2.6561276172287762e-05
150,2.6496045393287204e-05
151,2.6417044864501804e-05
152,2.6329842512495816e-05
153,2.6243102183798328e-05
154,2.6163232178078033e-05
155,2.6091254767379723e-05
156,2.6023602913483046e-05
157,2.5954985176213086e-05
158,2.5882078261929564e-05
159,2.580502950877417e-05
160,2.572700395830907e-05
161,2.565180511737708e-05
162,2.5581639420124702e-05
163,2.5516239475109614e-05
164,2.5453551643295214e-05
165,2.5391163944732398e-05
166,2.5327924959128723e-05
167,2.526422576920595e-05
168,2.5201607058988884e-05
169,2.5141653168248013e-05
170,2.508491525077261e-05
171,2.5030916731338948e-05
172,2.4978364308481105e-05
173,2.492620114935562e-05
174,2.4874007067410275e-05
175,2.482217132637743e-05
176,2.4771430616965517e-05
177,2.472230880812276e-05
178,2.467484046064783e-05
179,2.4628407118143514e-05
180,2.4582361220382154e-05
181,2.453633896948304e-05
182,2.4490294890711084e-05
183,2.4444536393275484e-05
184,2.439937634335365e-05
185,2.4354871129617095e-05
186,2.4310791559400968e-05
187,2.426692117296625e-05
188,2.4222930733230896e-05
189,2.4178812964237295e-05
190,2.4134582417900674e-05
191,2.4090466467896476e-05
192,2.404659790045116e-05
193,2.400283483439125e-05
194,2.3959042664500885e-05
195,2.391515408817213e-05
196,2.387114000157453e-05
197,2.3826951291994192e-05
198,2.3782811695127748e-05
199,2.3738693926134147e-05
200,2.3694541596341878e-05
201,2.3650436560274102e-05
202,2.3606216927873902e-05
203,2.3561928173876368e-05
204,2.3517570298281498e-05
205,2.3473137844121084e-05
206,2.342874176974874e-05
207,2.3384340238408186e-05
208,2.3339920517173596e-05
209,2.3295484425034374e-05
210,2.325101195310708e-05
211,2.320648309250828e-05
212,2.316192512807902e-05
213,2.311739808646962e-05
214,2.307283466507215e-05
215,2.302834764122963e-05
216,2.2983773305895738e-05
217,2.2939197151572444e-05
218,2.2894633730174974e-05
219,2.2850035747978836e-05
220,2.2805419575888664e-05
221,2.276083432661835e-05
222,2.2716269086231478e-05
223,2.267168565595057e-05
224,2.2627100406680256e-05
225,2.2582491510547698e-05
226,2.2537920813192613e-05
227,2.2493321012007073e-05
228,2.2448737581726164e-05
229,2.240416142740287e-05
230,2.235957254015375e-05
231,2.2314990928862244e-05
232,2.2270403860602528e-05
233,2.222582043032162e-05
234,2.2181253370945342e-05
235,2.21366535697598e-05
236,2.209209924330935e-05
237,2.2047544916858897e-05
238,2.20029669435462e-05
239,2.195840897911694e-05
240,2.1913883756496944e-05
241,2.186933852499351e-05
242,2.182476600864902e-05
243,2.1780251699965447e-05
244,2.173576103814412e-05
245,2.1691201254725456e-05
246,2.1646705135935917e-05
247,2.1602201741188765e-05
248,2.1557694708462805e-05
249,2.1513227693503723e-05
250,2.1468764316523448e-05
251,2.1424271835712716e-05
252,2.1379815734690055e-05
253,2.133538328052964e-05
254,2.129091626557056e-05
255,2.124652746715583e-05
256,2.1202115021878853e-05
257,2.115772440447472e-05
258,2.111333560605999e-05
259,2.106899228238035e-05
260,2.1024625311838463e-05
261,2.0980272893211804e-05
262,2.0935949578415602e-05
263,2.0891644453513436e-05
264,2.0847357518505305e-05
265,2.0803086954401806e-05
266,2.0758825485245325e-05
267,2.0714578568004072e-05
268,2.0670369849540293e-05
269,2.0626172045012936e-05
270,2.058199606835842e-05
271,2.0537829186650924e-05
272,2.0493718693614937e-05
273,2.0449570001801476e-05
274,2.0405503164511174e-05
275,2.036140904237982e-05
276,2.0317347662057728e-05
277,2.027333357546013e-05
278,2.0229312212904915e-05
279,2.0185318135190755e-05
280,2.0141380446148105e-05
281,2.0097446395084262e-05
282,2.005352325795684e-05
283,2.000962740567047e-05
284,1.9965787942055613e-05
285,1.992193574551493e-05
286,1.9878176317433827e-05
287,1.9834360500681214e-05
288,1.979061562451534e-05
289,1.9746892576222308e-05
290,1.970320772670675e-05
291,1.9659517420222983e-05
292,1.9615879864431918e-05
293,1.9572249584598467e-05
294,1.952868842636235e-05
295,1.948513090610504e-05
296,1.9441611584625207e-05
297,1.9398150470806286e-05
298,1.9354680262040347e-05
299,1.9311244614073075e-05
300,1.9267850802862085e-05
301,1.922447518154513e-05
302,1.9181148672942072e-05
303,1.9137860363116488e-05
304,1.9094586605206132e-05
305,1.9051363778999075e-05
306,1.9008155504707247e-05
307,1.896497269626707e-05
308,1.89218462764984e-05
309,1.887875077954959e-05
310,1.883570985228289e-05
311,1.8792687114910223e-05
312,1.8749695300357416e-05
313,1.8706736227613874e-05
314,1.866380807769019e-05
315,1.862094723037444e-05
316,1.857811184891034e-05
317,1.8535311028244905e-05
318,1.849255568231456e-05
319,1.844980761234183e-05
320,1.8407128663966432e-05
321,1.8364475181442685e-05
322,1.8321861716685817e-05
323,1.8279288269695826e-05
324,1.823675302148331e-05
325,1.8194270523963496e-05
326,1.8151813492295332e-05
327,1.8109405573341064e-05
328,1.8067046767100692e-05
329,1.8024689779849723e-05
330,1.798243283701595e-05
331,1.794018317013979e-05
332,1.789797534001991e-05
333,1.7855823898571543e-05
334,1.7813687009038404e-05
335,1.7771621060092002e-05
336,1.7729584214976057e-05
337,1.768758738762699e-05
338,1.7645641491981223e-05
339,1.7603735614102334e-05
340,1.7561880667926744e-05
341,1.752006573951803e-05
342,1.7478296285844408e-05
343,1.743656503094826e-05
344,1.7394897440681234e-05
345,1.735324622131884e-05
346,1.7311675037490204e-05
347,1.7270123862545006e-05
348,1.722862543829251e-05
349,1.7187172488775104e-05
350,1.7145768651971593e-05
351,1.7104439393733628e-05
352,1.7063131963368505e-05
353,1.7021842722897418e-05
354,1.6980638974928297e-05
355,1.6939471606747247e-05
356,1.6898358808248304e-05
357,1.6857287846505642e-05
358,1.6816271454445086e-05
359,1.6775284166214988e-05
360,1.6734365999582224e-05
361,1.669347329880111e-05
362,1.665265517658554e-05
363,1.6611878891126253e-05
364,1.657115171838086e-05
365,1.6530479115317576e-05
366,1.648983743507415e-05
367,1.6449263057438657e-05
368,1.6408752344432287e-05
369,1.6368259821319953e-05
370,1.6327847333741374e-05
371,1.628746213100385e-05
372,1.6247138773906045e-05
373,1.6206848158617504e-05
374,1.616664303583093e-05
375,1.6126472473843023e-05
376,1.6086356481537223e-05
377,1.604628596396651e-05
378,1.6006286386982538e-05
379,1.5966308637871407e-05
380,1.5926396372378804e-05
381,1.588655504747294e-05
382,1.584673191246111e-05
383,1.5807008821866475e-05
384,1.5767293007229455e-05
385,1.5727679055999033e-05
386,1.568807965668384e-05
387,1.564852391311433e-05
388,1.560903365316335e-05
389,1.556961979076732e-05
390,1.553021684230771e-05
391,1.5490939404116943e-05
392,1.54516728798626e-05
393,1.5412451830343343e-05
394,1.537330899736844e-05
395,1.5334191630245186e-05
396,1.529515066067688e-05
397,1.525618790765293e-05
398,1.5217195141303819e-05
399,1.5178360627032816e-05
400,1.5139527022256516e-05
401,1.5100780728971586e-05
402,1.5062070815474726e-05
403,1.5023411833681166e-05
404,1.498480651207501e-05
405,1.4946247574698646e-05
406,1.4907774129824247e-05
407,1.4869348888169043e-05
