epoch,loss,residual_loss,ic_loss,grad_norm,update_norm,lr,layer_1_grad_norm,layer_2_grad_norm,layer_3_grad_norm,layer_4_grad_norm
0,0.45195579528808594,0.45195579528808594,0.0,4.9255423310168265,0.07316340506076813,0.001,1.7042224393017564,2.076872713614074,2.0115992834672847,1.4414161743814846
10,0.10258186608552933,0.10258186608552933,0.0,1.5596078833519522,0.022881267592310905,0.00099955,0.6349174200638393,0.7398238440215348,0.7130661003803629,0.5662190358114729
20,0.03732604533433914,0.03732604533433914,0.0,0.6224373957524432,0.02156118117272854,0.0009991,0.15729271344179716,0.19179442029263985,0.18421312111626045,0.1517400947253261
30,0.02374737150967121,0.02374737150967121,0.0,0.3396446172835016,0.014178157784044743,0.00099865,0.05163488319710557,0.062219960951504706,0.06619816322090662,0.05544360322858666
40,0.017058320343494415,0.017058320343494415,0.0,0.2510813870347024,0.012330546975135803,0.0009982,0.11896611550101811,0.13874888632301632,0.13501756724878883,0.09573215900569114
50,0.009813524782657623,0.009813524782657623,0.0,0.26581127107927244,0.009891563095152378,0.00099775,0.05186248487576668,0.05963380548884091,0.06280412663805941,0.06013297886445677
60,0.00511670159175992,0.00511670159175992,0.0,0.10678255519413431,0.008605035953223705,0.0009973,0.04981344744368804,0.05665282414047295,0.053526074718828774,0.038732042852935106
70,0.0025466999504715204,0.0025466999504715204,0.0,0.10120299749030834,0.006902491208165884,0.00099685,0.009181733043001048,0.01266219790385218,0.017926090072811277,0.023240126340095466
80,0.0011976991081610322,0.0011976991081610322,0.0,0.04627692862785139,0.0057816701009869576,0.0009964,0.019491626362568997,0.0227679259573173,0.02183639409132957,0.016578436444713792
90,0.0005022531258873641,0.0005022531258873641,0.0,0.0422705164582365,0.004813636653125286,0.00099595,0.004594764060066078,0.005956794829836341,0.008340070285054369,0.010586780123280787
100,0.00017813219164963812,0.00017813219164963812,0.0,0.019224984156080656,0.0038432192523032427,0.0009955,0.009091372406395118,0.009751600014316717,0.00902908624450408,0.006722675852210865
110,5.9287202020641416e-05,5.9287202020641416e-05,0.0,0.014160318202858123,0.002566424896940589,0.00099505,0.003097032344267921,0.0033812689320148344,0.0035809156238802244,0.003677466225998399
120,3.0245171728893183e-05,3.0245171728893183e-05,0.0,0.004474688367139489,0.0012792008928954601,0.0009946,0.002358624284635267,0.0024482994815150307,0.00223572107618001,0.0016240974908686746
