epoch,loss,residual_loss,ic_loss,grad_norm,update_norm,lr,layer_1_grad_norm,layer_2_grad_norm,layer_3_grad_norm,layer_4_grad_norm,layer_5_grad_norm,layer_6_grad_norm
340,4.735039510705974e-06,4.735039510705974e-06,0.0,0.00016133438452001228,0.00029561735573224723,0.0009847,4.432969231771999e-05,6.31153876230437e-05,6.799152475261062e-05,6.277961251083539e-05,5.919996924743735e-05,5.307615821078465e-05
350,4.5372744352789596e-06,4.5372744352789596e-06,0.0,0.00015679712392427993,0.00029108679154887795,0.0009842499999999999,4.271615715037995e-05,6.123608940664361e-05,6.598720431932715e-05,6.113304125188568e-05,5.774476444639207e-05,5.1856728201866726e-05
360,4.347644335211953e-06,4.347644335211953e-06,0.0,0.00015243499909022606,0.00028654775815084577,0.0009838,4.118463415002211e-05,5.943363027256849e-05,6.404781180868075e-05,5.95438188642646e-05,5.633417640513507e-05,5.0666514061712684e-05
370,4.165826339885825e-06,4.165826339885825e-06,0.0,0.00014821053673953353,0.00028201579698361456,0.00098335,3.968367094732803e-05,5.7711243129094545e-05,6.21399540336481e-05,5.800324415997358e-05,5.495897937680949e-05,4.949752159054034e-05
380,3.99147347707185e-06,3.99147347707185e-06,0.0,0.0001440931007514678,0.00027748171123676,0.0009829,3.823324653462017e-05,5.6029616425010714e-05,6.031664999889469e-05,5.651297945197208e-05,5.363377538081249e-05,4.835709898219263e-05
390,3.824320629064459e-06,3.824320629064459e-06,0.0,0.0001401584722057225,0.00027295624022372067,0.0009824500000000002,3.6888779359083546e-05,5.440852887847163e-05,5.8569692212547394e-05,5.5076663238210005e-05,5.2352654903689136e-05,4.724812340836964e-05
400,3.664049017970683e-06,3.664049017970683e-06,0.0,0.000136366167741434,0.0002684451756067574,0.000982,3.562106765869734e-05,5.286937871400731e-05,5.68682137882928e-05,5.367908526007216e-05,5.1100088246389575e-05,4.6158636035792164e-05
410,3.510391024974524e-06,3.510391024974524e-06,0.0,0.00013271651918055058,0.0002639541635289788,0.00098155,3.441879070147794e-05,5.140087030482492e-05,5.5208440250491963e-05,5.2322592245833624e-05,4.987804188086522e-05,4.509073649470544e-05
420,3.363064934092108e-06,3.363064934092108e-06,0.0,0.00012916679094737406,0.00025947176618501544,0.0009811,3.327447312063251e-05,4.995660460288622e-05,5.3631997215130976e-05,5.101358290020095e-05,4.870216066894392e-05,4.40512400652475e-05
430,3.2218349588220008e-06,3.2218349588220008e-06,0.0,0.00012576031272566385,0.00025502184871584177,0.00098065,3.2234612984598746e-05,4.8585217220431146e-05,5.211446953574662e-05,4.9735406398709536e-05,4.7551522261882225e-05,4.303279662029748e-05
440,3.0864525797369424e-06,3.0864525797369424e-06,0.0,0.00012243758545722389,0.00025057466700673103,0.0009802,3.116951617122069e-05,4.725943855389996e-05,5.0601464898473226e-05,4.8494853274395016e-05,4.6429701273374595e-05,4.203000827587e-05
450,2.9566804187197704e-06,2.9566804187197704e-06,0.0,0.00011922902089695583,0.0002461732947267592,0.00097975,3.020547064626644e-05,4.597296582085945e-05,4.917214762808634e-05,4.7289231229614267e-05,4.534198089887467e-05,4.10528288993237e-05
460,2.83230065178941e-06,2.83230065178941e-06,0.0,0.00011606593309344543,0.00024178314197342843,0.0009793,2.9224640029148356e-05,4.471396531960312e-05,4.777173769377333e-05,4.611945980247326e-05,4.428779530688756e-05,4.0091619191811756e-05
470,2.7131075057695853e-06,2.7131075057695853e-06,0.0,0.00011303986457285898,0.00023742731718812138,0.00097885,2.832511537756254e-05,4.3520060052811536e-05,4.640782149906358e-05,4.4976276310044856e-05,4.325223173976632e-05,3.914929251394618e-05
480,2.5988765628426336e-06,2.5988765628426336e-06,0.0,0.00011011421262824541,0.00023309992684517056,0.0009784000000000001,2.7489756917981483e-05,4.2354953735974e-05,4.510481068180331e-05,4.386610301322243e-05,4.22463398898755e-05,3.822970807141933e-05
490,2.4894541184039554e-06,2.4894541184039554e-06,0.0,0.00010727456158229575,0.00022880075266584754,0.00097795,2.6683613408938087e-05,4.122362143822556e-05,4.383764099627255e-05,4.27899589783389e-05,4.126666682422738e-05,3.7328440852754664e-05
500,2.384605977567844e-06,2.384605977567844e-06,0.0,0.00010457520745973703,0.00022452740813605487,0.0009775,2.5981527020613718e-05,4.0162864551976e-05,4.260657362954067e-05,4.172574588224113e-05,4.029366015865998e-05,3.64442543366455e-05
510,2.2841900317871477e-06,2.2841900317871477e-06,0.0,0.00010191252852781327,0.00022029124374967068,0.00097705,2.5255031832141064e-05,3.910392917909383e-05,4.141017413874703e-05,4.0700783567837784e-05,3.935756065701712e-05,3.557878397823087e-05
520,2.1880150598008186e-06,2.1880150598008186e-06,0.0,9.933449097358244e-05,0.00021609182294923812,0.0009766,2.4571947034935514e-05,3.8080740324108754e-05,4.025098782069762e-05,3.9700046599410185e-05,3.844067689981945e-05,3.4730201959036627e-05
530,2.0959241737728007e-06,2.0959241737728007e-06,0.0,9.68389752639476e-05,0.00021191987616475672,0.00097615,2.3940992495635954e-05,3.7093020609924675e-05,3.9131981372256945e-05,3.8721148342445035e-05,3.754138263508049e-05,3.3898928314018876e-05
540,2.0077723092981614e-06,2.0077723092981614e-06,0.0,9.436949847148684e-05,0.00020779452461283654,0.0009757,2.3281886547815143e-05,3.6126504701294306e-05,3.8024594110325816e-05,3.7768689929228665e-05,3.6666662127811236e-05,3.3078215059320494e-05
550,1.92338984561502e-06,1.92338984561502e-06,0.0,9.193406276673197e-05,0.00020369759295135736,0.00097525,2.2667369972810873e-05,3.5162104019641967e-05,3.69862625210318e-05,3.6836431495530974e-05,3.581999261546836e-05,3.227670112783965e-05
560,1.8426444512442686e-06,1.8426444512442686e-06,0.0,8.962374342553402e-05,0.00019963814702350646,0.0009748000000000001,2.2079162975666575e-05,3.424898915414327e-05,3.5946976738939306e-05,3.5929001797101e-05,3.498173827314769e-05,3.1490377548121386e-05
570,1.7653898112257593e-06,1.7653898112257593e-06,0.0,8.736840219234319e-05,0.0001956246851477772,0.00097435,2.155775316048514e-05,3.337605979731092e-05,3.4948876405005274e-05,3.5027262665640854e-05,3.415121190500099e-05,3.0717705617540774e-05
580,1.6914996194827836e-06,1.6914996194827836e-06,0.0,8.51497386304232e-05,0.00019164894183631986,0.0009739,2.1021857054902163e-05,3.250842086822516e-05,3.397695941075757e-05,3.415560521881932e-05,3.334765018410487e-05,2.995979347673078e-05
590,1.620839270799479e-06,1.620839270799479e-06,0.0,8.30019450973706e-05,0.0001877194008557126,0.00097345,2.0522406172450573e-05,3.1666736343011086e-05,3.303696656282123e-05,3.3301034889164005e-05,3.255654278819704e-05,2.9217432574026036e-05
600,1.5532727957179304e-06,1.5532727957179304e-06,0.0,8.090018509110604e-05,0.00018382321286480874,0.000973,2.0010254577574045e-05,3.083854441520517e-05,3.21119470551583e-05,3.24720766340509e-05,3.1787194639908316e-05,2.8488418030879056e-05
610,1.488691509621276e-06,1.488691509621276e-06,0.0,7.890034303206237e-05,0.000179981259861961,0.0009725500000000001,1.957497379721273e-05,3.0074517531024915e-05,3.120412206668318e-05,3.164103073081349e-05,3.100998953135061e-05,2.777277647790044e-05
620,1.4269953680923209e-06,1.4269953680923209e-06,0.0,7.688025864282711e-05,0.0001761826133588329,0.0009720999999999999,1.9092315943148728e-05,2.926335490341418e-05,3.034826804742909e-05,3.085524622552438e-05,3.027825754288316e-05,2.7073543079230407e-05
630,1.3680435131391278e-06,1.3680435131391278e-06,0.0,7.489336554655489e-05,0.00017243112961295992,0.00097165,1.8636020795097204e-05,2.848810528663796e-05,2.9510592916120495e-05,3.007349033305919e-05,2.9553465895672834e-05,2.6383375920332245e-05
640,1.3117530670569977e-06,1.3117530670569977e-06,0.0,7.298893546318517e-05,0.00016872475680429488,0.0009712,1.8189981044620793e-05,2.7733198787601015e-05,2.8688078188558103e-05,2.9315735008481067e-05,2.8842157908624577e-05,2.5709309854123425e-05
650,1.258005454474187e-06,1.258005454474187e-06,0.0,7.114690248503351e-05,0.00016506362590007484,0.00097075,1.7784599871714098e-05,2.7025381837612476e-05,2.7874663329710856e-05,2.8556340534930338e-05,2.8127436763933163e-05,2.504551427441754e-05
660,1.2067052921338473e-06,1.2067052921338473e-06,0.0,6.93189146366935e-05,0.0001614550274098292,0.0009703000000000001,1.7365800245238673e-05,2.6305919497827796e-05,2.70965468129388e-05,2.7825208460803638e-05,2.7440218271295774e-05,2.4395605013155504e-05
670,1.1577577652133186e-06,1.1577577652133186e-06,0.0,6.757078536473287e-05,0.0001578929804963991,0.00096985,1.6987228177611075e-05,2.5642045302610204e-05,2.6318223395475574e-05,2.709328825029766e-05,2.674577870955399e-05,2.3756577850891016e-05
680,1.1110606692454894e-06,1.1110606692454894e-06,0.0,6.575985242514519e-05,0.00015437534602824599,0.0009694,1.6553808552929897e-05,2.4916024836657975e-05,2.5600026880421577e-05,2.6405958170955636e-05,2.6104252946993405e-05,2.312965637317654e-05
690,1.0665456784408889e-06,1.0665456784408889e-06,0.0,6.404711377488714e-05,0.0001509127177996561,0.00096895,1.6186069544000926e-05,2.424712672884465e-05,2.4889019948117182e-05,2.5710426128434764e-05,2.5446399753849584e-05,2.2516337482344336e-05
700,1.0241061545457342e-06,1.0241061545457342e-06,0.0,6.239160213772012e-05,0.0001475040626246482,0.0009685000000000001,1.5813414576036816e-05,2.3624190941273886e-05,2.4159263259040334e-05,2.5021556712447924e-05,2.4791471909771385e-05,2.191031697991045e-05
710,9.836716117206379e-07,9.836716117206379e-07,0.0,6.0751144347424084e-05,0.00014414377801585943,0.00096805,1.5447418317780168e-05,2.2977513252553753e-05,2.348360363598658e-05,2.4362127135288142e-05,2.4161678038983637e-05,2.132079550648898e-05
720,9.451496225665323e-07,9.451496225665323e-07,0.0,5.92000833230369e-05,0.00014083273708820343,0.0009676,1.5084058774445405e-05,2.236723611157599e-05,2.2798104603530665e-05,2.371408499124527e-05,2.3535194199721944e-05,2.074419331201604e-05
730,9.084808425541269e-07,9.084808425541269e-07,0.0,5.75799643810185e-05,0.00013756370753981173,0.00096715,1.4727244372279512e-05,2.173576739510301e-05,2.2166893467019547e-05,2.307762467131852e-05,2.2932461049272636e-05,2.017382386627748e-05
740,8.735702294870862e-07,8.735702294870862e-07,0.0,5.6078703908510365e-05,0.00013434863649308681,0.0009667,1.4385031820936814e-05,2.11717414836832e-05,2.150146943193365e-05,2.2440607025914183e-05,2.2317875597555564e-05,1.9614954222751652e-05
750,8.403569609072292e-07,8.403569609072292e-07,0.0,5.455632999357306e-05,0.00013118622882757336,0.0009662500000000001,1.4029128697996949e-05,2.056228370644848e-05,2.0895793859472837e-05,2.1838711714813183e-05,2.173971920856118e-05,1.9069961528563428e-05
760,8.08781408068171e-07,8.08781408068171e-07,0.0,5.3093756591811366e-05,0.0001280648575630039,0.0009658000000000001,1.3693837268648495e-05,2.000800254661367e-05,2.0274289326689603e-05,2.1231999805554987e-05,2.1152842587185425e-05,1.8533046294483695e-05
770,7.787554068272584e-07,7.787554068272584e-07,0.0,5.1605337315924356e-05,0.00012500504089985043,0.00096535,1.3360324536440257e-05,1.942445524209915e-05,1.9704000316968653e-05,2.0644380447163737e-05,2.0590941537189608e-05,1.8006817148289535e-05
780,7.502259222746943e-07,7.502259222746943e-07,0.0,5.021386280737406e-05,0.00012198957847431302,0.0009649,1.3031014345013183e-05,1.8887675896383344e-05,1.9113539892302046e-05,2.0065947594680242e-05,2.0026918804098933e-05,1.7492981120867886e-05
790,7.231284939734905e-07,7.231284939734905e-07,0.0,4.879790051347421e-05,0.00011902241385541856,0.00096445,1.2693648317117373e-05,1.831638526398676e-05,1.8574908586841857e-05,1.9516461312827206e-05,1.9495407643377538e-05,1.6990440137958294e-05
800,6.974046868890582e-07,6.974046868890582e-07,0.0,4.753522683365895e-05,0.00011610612273216248,0.000964,1.2407859914072752e-05,1.788464422901107e-05,1.7959698323635478e-05,1.892618915205521e-05,1.891061126499085e-05,1.6494562385247632e-05
810,6.729877668476547e-07,6.729877668476547e-07,0.0,4.607927372263183e-05,0.00011322952923364937,0.0009635500000000001,1.2053927293205925e-05,1.725304004331476e-05,1.7506804275298113e-05,1.8429804417358394e-05,1.8438283594473804e-05,1.6013331835171467e-05
820,6.498314064629085e-07,6.498314064629085e-07,0.0,4.484264189410034e-05,0.00011040807294193655,0.0009630999999999999,1.1762796279452466e-05,1.681936679648134e-05,1.6921854703327593e-05,1.7864187507188182e-05,1.787935760079778e-05,1.5536722354755637e-05
830,6.278789328462153e-07,6.278789328462153e-07,0.0,4.3548237916082374e-05,0.00010763003956526518,0.00096265,1.1441805098736755e-05,1.6296080475558178e-05,1.64266615516329e-05,1.7358464145324933e-05,1.738531238919282e-05,1.5074981786676443e-05
840,6.070760036891443e-07,6.070760036891443e-07,0.0,4.231187377696858e-05,0.00010490370914340019,0.0009622,1.1146003828459898e-05,1.583180706597555e-05,1.5911804677612734e-05,1.6838852801968915e-05,1.6873110129201642e-05,1.4620340199720058e-05
850,5.873725967830978e-07,5.873725967830978e-07,0.0,4.105906644997459e-05,0.00010222397395409644,0.00096175,1.084383439089867e-05,1.5344514603487282e-05,1.5433202859437618e-05,1.6342943221063168e-05,1.6388345078162435e-05,1.4175239172703255e-05
860,5.687155635314411e-07,5.687155635314411e-07,0.0,3.987211515683477e-05,9.959191083908081e-05,0.0009613000000000001,1.0548085638438603e-05,1.4877013854519233e-05,1.4958808912856303e-05,1.5859083662722968e-05,1.5908343533330415e-05,1.3743063457805126e-05
870,5.510721621249104e-07,5.510721621249104e-07,0.0,3.8698041368800226e-05,9.699865768197924e-05,0.00096085,1.0253783893713438e-05,1.4408452031863868e-05,1.4505985285141297e-05,1.53906968183256e-05,1.544442459616217e-05,1.3320347840107718e-05
880,5.343828775039583e-07,5.343828775039583e-07,0.0,3.7513844795177496e-05,9.446284821024165e-05,0.0009604,9.967127845221251e-06,1.3964014031185016e-05,1.404963936694455e-05,1.4916561036915187e-05,1.498232980251885e-05,1.2901490310946663e-05
890,5.186080898056389e-07,5.186080898056389e-07,0.0,3.6474936563728965e-05,9.1973488451913e-05,0.00095995,9.696366756364228e-06,1.3591666389652333e-05,1.3558397090827428e-05,1.4437858423481194e-05,1.4498481907576865e-05,1.2497680490912469e-05
900,5.037039159105916e-07,5.037039159105916e-07,0.0,3.534875818006107e-05,8.951102063292637e-05,0.0009595000000000001,9.414077989460835e-06,1.3141486252604576e-05,1.3142841067703356e-05,1.399817027678452e-05,1.40647667960175e-05,1.2101446562178708e-05
910,4.896344876215153e-07,4.896344876215153e-07,0.0,3.4224991066652285e-05,8.711031114216894e-05,0.00095905,9.139186820440631e-06,1.2691382826389768e-05,1.2750433398238033e-05,1.357219375654909e-05,1.3645096109324696e-05,1.1713749880268333e-05
920,4.763556660236645e-07,4.763556660236645e-07,0.0,3.319356782120626e-05,8.475195500068367e-05,0.0009586,8.87158663499381e-06,1.2312546003068054e-05,1.2314396604496217e-05,1.3132669678831758e-05,1.3207389858803422e-05,1.1334554328678261e-05
930,4.63831241859225e-07,4.63831241859225e-07,0.0,3.216809212346311e-05,8.243293996201828e-05,0.0009581500000000001,8.604496071098939e-06,1.1905440894667548e-05,1.192058203237101e-05,1.2722945730414032e-05,1.2797998836149461e-05,1.096730715197937e-05
940,4.5202372689345793e-07,4.5202372689345793e-07,0.0,3.114609865142696e-05,8.016519859666005e-05,0.0009577,8.344586239882036e-06,1.150856012628469e-05,1.1537733458796622e-05,1.2318597744731778e-05,1.239583447589956e-05,1.0606643371440544e-05
950,4.4090222672821255e-07,4.4090222672821255e-07,0.0,3.017467301412648e-05,7.794091652613133e-05,0.0009572500000000001,8.088783140111457e-06,1.1132538129510322e-05,1.1152207012745199e-05,1.1918539873275449e-05,1.1997271234861418e-05,1.0256167346846976e-05
960,4.304262404275505e-07,4.304262404275505e-07,0.0,2.9288748994530417e-05,7.57552552386187e-05,0.0009568000000000001,7.839725402539408e-06,1.0792510613857133e-05,1.0760077514462112e-05,1.1528663055066033e-05,1.1595840790942052e-05,9.918730757380541e-06
970,4.205674599688791e-07,4.205674599688791e-07,0.0,2.8330445967247707e-05,7.362135511357337e-05,0.00095635,7.5935017035189425e-06,1.0436193494542178e-05,1.0392029313192834e-05,1.1142302803878247e-05,1.1214753649129594e-05,9.58191229761626e-06
980,4.112940246159269e-07,4.112940246159269e-07,0.0,2.74139423506376e-05,7.152742182370275e-05,0.0009559,7.353637182042142e-06,1.0075738891883438e-05,1.0049244535389137e-05,1.0778712422929316e-05,1.0848197583473766e-05,9.257749643695904e-06
990,4.025730788725923e-07,4.025730788725923e-07,0.0,2.6495398187338594e-05,6.947503425180912e-05,0.00095545,7.119831890449901e-06,9.699589363999476e-06,9.737121423917713e-06,1.0432830616979283e-05,1.0503670864092091e-05,8.941841393696703e-06
1000,3.943769399938901e-07,3.943769399938901e-07,0.0,2.5617412002297613e-05,6.747178122168407e-05,0.000955,6.889166265193136e-06,9.37167579075685e-06,9.396195011438265e-06,1.0075785377234348e-05,1.0147299637342507e-05,8.632167247443132e-06
1010,3.866854001444153e-07,3.866854001444153e-07,0.0,2.4822217797741594e-05,6.550932448590174e-05,0.0009545500000000001,6.662251302953178e-06,9.059676235863202e-06,9.062952205264367e-06,9.736542757078477e-06,9.799525006046972e-06,8.335661490548558e-06
1020,3.794569067849807e-07,3.794569067849807e-07,0.0,2.3969432312505723e-05,6.35979522485286e-05,0.0009540999999999999,6.442600932807714e-06,8.733838432119113e-06,8.753346251540529e-06,9.4022290331402e-06,9.468614402172893e-06,8.042098076450834e-06
1030,3.7268003438839514e-07,3.7268003438839514e-07,0.0,2.3214472246245393e-05,6.171905988594517e-05,0.00095365,6.225916139715648e-06,8.440729760319426e-06,8.436485976036818e-06,9.078771686014131e-06,9.136566665443034e-06,7.76153617383883e-06
1040,3.6632238220590807e-07,3.6632238220590807e-07,0.0,2.241750043153632e-05,5.989381315885112e-05,0.0009532000000000001,6.017293533084172e-06,8.131956321581497e-06,8.146312152440826e-06,8.76447798415514e-06,8.822157575993438e-06,7.485421402939273e-06
1050,3.6036141182194115e-07,3.6036141182194115e-07,0.0,2.1693818161737453e-05,5.811050868942402e-05,0.00095275,5.810254261182136e-06,7.86066354863336e-06,7.84376481599011e-06,8.4560692635961e-06,8.505460242076333e-06,7.219443920378689e-06
1060,3.5477543747219897e-07,3.5477543747219897e-07,0.0,2.095385814844298e-05,5.635307388729416e-05,0.0009523000000000001,5.610825487896377e-06,7.572159300774346e-06,7.567517384112485e-06,8.161736550999157e-06,8.211336305063463e-06,6.958902354553524e-06
1070,3.495429155009333e-07,3.495429155009333e-07,0.0,2.0255226658048787e-05,5.466385482577607e-05,0.00095185,5.417431609602886e-06,7.2987873168410966e-06,7.297935447686876e-06,7.875772509692659e-06,7.918846529326539e-06,6.708550204279492e-06
1080,3.4464713394299906e-07,3.4464713394299906e-07,0.0,1.9596502533887116e-05,5.3008607210358605e-05,0.0009514,5.2211634704948925e-06,7.066079584099389e-06,7.006961841528867e-06,7.585080765963416e-06,7.6225484214927365e-06,6.464658505775238e-06
1090,3.4006041005341103e-07,3.4006041005341103e-07,0.0,1.8915296786227126e-05,5.139306449564174e-05,0.00095095,5.040157044115674e-06,6.792336215651229e-06,6.764812032748863e-06,7.319514804724584e-06,7.354356642039884e-06,6.227354815877419e-06
1100,3.357715172569442e-07,3.357715172569442e-07,0.0,1.8191896794750218e-05,4.982436075806618e-05,0.0009505000000000001,4.8813326864729116e-06,6.482827467812359e-06,6.579178549773264e-06,7.077435396849128e-06,7.114892433223366e-06,5.9970688904305224e-06
1110,3.31760475091869e-07,3.31760475091869e-07,0.0,1.7612480464392024e-05,4.829675890505314e-05,0.0009500499999999999,4.712928051641676e-06,6.253096736064667e-06,6.340665697295453e-06,6.829095497941156e-06,6.858831058509067e-06,5.776118769156613e-06
