arch,problem,depth,width,n_windows,share_network,causal_eps_schedule,causal_delta,causal_max_iters,warm_start,n_params,activation,ic,gamma,epochs,lbfgs_iters,seed,n_collocation,lr_start,lr_end,t_start,t_end,dtype,ic_scale,collocation,n_eval,lr_decay,lr_decay_every,mae_x,rmse_x,max_abs_error_x,mae_y,rmse_y,max_abs_error_y,mae_z,rmse_z,max_abs_error_z,mae_combined_l2,rmse_combined_l2,max_abs_error_combined_l2,rel_mae_x,r2_x,final_x,final_ref_x,final_err_x,rel_mae_y,r2_y,final_y,final_ref_y,final_err_y,rel_mae_z,r2_z,final_z,final_ref_z,final_err_z,err_norm_p50,err_norm_p90,err_norm_p99,err_norm_max,final_loss,best_loss,residual_mse_collocation,residual_mse_dense,residual_generalisation_gap,invariant_1_max_drift,invariant_1_max_drift_reference,invariant_2_max_drift,invariant_2_max_drift_reference,wall_clock_s,ms_per_epoch,epochs_to_1e-04,epochs_to_1e-06,epochs_to_1e-08,device,peak_mem_mb,n_snapshots
4x60_f64_unit_win27_causal_warm,lorenz1960,4,60,27,False,0.01 0.1 1 10 100,0.99,4000,True,304641,tanh,hard,1,20000,500,0,1500,0.001,0.0001,0,13.26446,float64,unit,uniform,13265,0.9,5000,2.49129528e-05,4.26538709e-05,0.000188732342,8.53494412e-05,0.000162219123,0.000492075398,3.87510974e-05,6.21992803e-05,0.000295641107,0.000106046666,0.000178894235,0.000531895219,0.000129461512,0.999999606,0.500013671,0.500000146,1.3525545e-05,2.59910705e-05,0.999999982,0.749575253,0.749998448,-0.000423194779,1.72360145e-05,0.999999993,1.00014972,1.00000055,0.000149170897,4.45125976e-05,0.000441119883,0.0005160561,0.000531895219,2.28915748e-07,1.34544626e-09,1.94089614e-07,1.94360425e-07,1.00139529,0.000374095667,2.77509403e-10,0.000240221812,3.55609626e-10,269.7856,13.48928,77,121,846,cpu,,32
