state,mae,rmse,max_abs_error
x,2.4912952841280366e-05,4.2653870930575576e-05,0.00018873234211846945
y,8.534944121657484e-05,0.0001622191234601798,0.0004920753977580017
z,3.875109736041131e-05,6.219928028957708e-05,0.0002956411070791365
combined_l2,0.00010604666631890617,0.00017889423464743806,0.0005318952186580678
