iteration,loss
0,0.0658598135912386
1,0.0615596576648666
2,0.0532080374792012
3,0.0417676469286468
4,0.032390984547459
5,0.0311675549040329
6,0.0352770783083055
7,0.037479600615778
8,0.0363967761118803
9,0.0331612270338688
10,0.0290096495042585
11,0.0249461774065092
12,0.0216564666230949
13,0.0194325197353009
14,0.0181833615074837
15,0.0175253079072764
16,0.0169284322168064
17,0.0159235011196671
18,0.014299472299662
19,0.0121725777618453
20,0.0099100292170171
21,0.0079572097066758
22,0.0066175511996613
23,0.0058817038688081
24,0.0054400356101024
25,0.0048985125717617
26,0.0040260009211908
27,0.0028617571213954
28,0.0016668228741834
29,0.000772343324581
30,0.0003852372548647
31,0.0004407639309696
32,0.0006854832359855
33,0.000857470838719
34,0.0008693748155748
35,0.00078224497893
36,0.0007128149887781
37,0.0007427307401424
38,0.000876030663959
39,0.0010502245525832
40,0.001172913806507
41,0.0011684067197366
42,0.0010196275549234
43,0.0007844142325415
44,0.0005662948629817
45,0.0004395740837151
46,0.0003936407788383
47,0.00036494881634
48,0.0003083409279838
49,0.0002230558634338
50,0.0001339094770323
51,6.945802953093561e-05
52,5.007268130670813e-05
53,7.245176253528557e-05
54,0.0001138813446147
55,0.000142953432125
56,0.0001467861811448
57,0.0001311892666904
58,0.0001128573966327
59,0.0001062788883432
60,0.0001124794987142
61,0.000121743138044
62,0.0001243691576981
63,0.0001161879248355
64,9.82150342824075e-05
65,7.541922952849889e-05
66,5.552045985655865e-05
67,4.496773531138952e-05
68,4.311887655398335e-05
69,4.251563689328441e-05
70,3.6771548836334335e-05
71,2.644997132750022e-05
72,1.6961175679930817e-05
73,1.254137472458845e-05
74,1.3464000856784733e-05
75,1.7440326915611517e-05
76,2.1227148781685297e-05
77,2.1853803511136413e-05
78,1.875278973648179e-05
79,1.4693824048108445e-05
80,1.3055826130662234e-05
81,1.4088721313419352e-05
82,1.5159278870748032e-05
83,1.4213271194398045e-05
84,1.1489056675056046e-05
85,8.384482071548007e-06
86,6.135880000799482e-06
87,5.227011111729004e-06
88,5.758057650465602e-06
89,6.332629482716412e-06
90,5.943742641910194e-06
91,4.76240999709006e-06
92,3.824645546950964e-06
93,3.7779747859885514e-06
94,4.293998058358346e-06
95,4.6860250312696415e-06
96,4.562461305375852e-06
97,3.934834225265229e-06
98,3.1387578725755284e-06
99,2.636178919543876e-06
100,2.5899075045728493e-06
101,2.680335672239154e-06
102,2.525558878869216e-06
103,2.1168028102197585e-06
104,1.7236130001313528e-06
105,1.557868993068066e-06
106,1.6412152863457752e-06
107,1.842130221684693e-06
108,1.955798051833355e-06
109,1.8749163709074987e-06
110,1.7098510724082088e-06
111,1.6423875222345085e-06
112,1.694081244474408e-06
113,1.7426127057777354e-06
114,1.6995824046870222e-06
115,1.5699765349736369e-06
116,1.4075173924052623e-06
117,1.287064296410552e-06
118,1.2558159843588524e-06
119,1.2717671879857728e-06
120,1.2530271938548337e-06
121,1.1898290671898685e-06
122,1.1426695664416557e-06
123,1.1482404521094098e-06
124,1.1887776230272916e-06
125,1.2308738296732063e-06
126,1.2485439602958671e-06
127,1.2336455007616747e-06
128,1.2083705723051266e-06
129,1.201689220876691e-06
130,1.2094816102587904e-06
131,1.2046892781167431e-06
132,1.1779966790122376e-06
133,1.1438016437300514e-06
134,1.1182292450301495e-06
135,1.107866582268992e-06
136,1.1084230197801769e-06
137,1.10784054685784e-06
138,1.1000406188110557e-06
139,1.0927743455026587e-06
140,1.0949168429981462e-06
141,1.1042800515362848e-06
142,1.1127847892017416e-06
143,1.1152770486929398e-06
144,1.111827078033318e-06
145,1.1070973940150277e-06
146,1.1056719994735224e-06
147,1.1060569443396072e-06
148,1.1034441860838062e-06
149,1.0972459168748749e-06
150,1.0909875151668927e-06
151,1.087313860300997e-06
152,1.0865543118850968e-06
153,1.0872697903649078e-06
154,1.087148640597026e-06
155,1.0857927209851428e-06
156,1.0853369532195206e-06
157,1.0868234319258734e-06
158,1.0886750138015737e-06
159,1.0893399697601622e-06
160,1.088768638337259e-06
161,1.0876138556893956e-06
162,1.0867078082544005e-06
163,1.0864014331990215e-06
164,1.0859726730210413e-06
165,1.0847754138930648e-06
166,1.0833580434425764e-06
167,1.0825263467069255e-06
168,1.0823073276204103e-06
169,1.0822872749333098e-06
170,1.0821195138698962e-06
171,1.0817342009005645e-06
172,1.0814393820114397e-06
173,1.0814901798774624e-06
174,1.0816523258422831e-06
175,1.0815734602957052e-06
176,1.0812446513668148e-06
177,1.080871000973377e-06
178,1.0806144741563676e-06
179,1.08047456998664e-06
180,1.0802839699291244e-06
181,1.0799478874458373e-06
182,1.0796019815672153e-06
183,1.079388318484048e-06
184,1.07927777716579e-06
185,1.0791764270104498e-06
186,1.0790247971586076e-06
187,1.0788298303164053e-06
188,1.078666538742096e-06
189,1.0785617424384809e-06
190,1.078438023012206e-06
191,1.0782450442404536e-06
192,1.078021434906179e-06
193,1.0778112358565003e-06
194,1.0776257427980258e-06
195,1.077452419834137e-06
196,1.077262381865496e-06
197,1.077055620608497e-06
198,1.076867833395055e-06
199,1.0767071740853286e-06
200,1.0765454785465196e-06
201,1.0763665562550082e-06
202,1.0761765873868891e-06
203,1.0759897336090826e-06
204,1.0758160500574855e-06
205,1.0756471287516234e-06
206,1.0754684302004573e-06
207,1.075283820107507e-06
208,1.075106260068014e-06
209,1.0749382875853092e-06
210,1.0747729863896143e-06
211,1.0746020382066149e-06
212,1.074424324957506e-06
213,1.0742476058941216e-06
214,1.074076008619031e-06
215,1.0739050275453015e-06
216,1.0737307393713454e-06
217,1.073553474772716e-06
218,1.073375424647604e-06
219,1.0731984837458649e-06
220,1.073020981316021e-06
221,1.0728401321183064e-06
222,1.072657380265481e-06
223,1.0724754295261326e-06
224,1.0722942139797994e-06
225,1.0721128180079936e-06
226,1.0719308459551786e-06
227,1.07174863485551e-06
228,1.0715672834093876e-06
229,1.0713863178589546e-06
230,1.0712036669696515e-06
231,1.0710189001029096e-06
232,1.0708334308488e-06
233,1.0706484548494188e-06
234,1.0704641977263286e-06
235,1.0702799374192626e-06
236,1.0700950461574924e-06
237,1.0699099798182889e-06
238,1.0697252410308422e-06
239,1.0695404397568637e-06
240,1.0693548865224164e-06
241,1.0691682192965277e-06
242,1.0689806371900314e-06
243,1.0687926327428987e-06
244,1.0686043673119155e-06
245,1.0684157489033002e-06
246,1.0682267764548992e-06
247,1.068037413048284e-06
248,1.0678475551179102e-06
249,1.0676571190006054e-06
250,1.0674660753076163e-06
251,1.067274576315687e-06
252,1.0670828021738571e-06
253,1.066890728588139e-06
254,1.0666983099169955e-06
255,1.0665056141850196e-06
256,1.066312700446131e-06
257,1.0661195324487337e-06
258,1.0659259329993918e-06
259,1.0657317138316372e-06
260,1.0655369084929385e-06
261,1.0653417003972028e-06
262,1.0651462031112245e-06
263,1.0649504079511923e-06
264,1.064754238841537e-06
265,1.064557654659032e-06
266,1.064360682581763e-06
267,1.064163321464976e-06
268,1.0639655079615643e-06
269,1.0637671831309832e-06
270,1.0635683450530424e-06
271,1.0633690629808735e-06
272,1.0631694296317297e-06
273,1.0629694930940624e-06
274,1.062769242431145e-06
275,1.0625686252452745e-06
276,1.0623675882745451e-06
277,1.0621661221234831e-06
278,1.0619642553064129e-06
279,1.0617620190650184e-06
280,1.0615594218455265e-06
281,1.061356450726261e-06
282,1.0611531057211873e-06
283,1.0609494112713822e-06
284,1.0607453810855038e-06
285,1.0605409908635042e-06
286,1.0603361894402188e-06
287,1.0601309408433825e-06
288,1.0599252580184843e-06
289,1.059719184512034e-06
290,1.059512750840147e-06
291,1.0593059552492118e-06
292,1.059098776071705e-06
293,1.0588911980886066e-06
294,1.0586832232753227e-06
295,1.0584748577451491e-06
296,1.0582660998858091e-06
297,1.0580569434518195e-06
298,1.057847389823214e-06
299,1.0576374555067538e-06
300,1.057427162636109e-06
301,1.0572165216283222e-06
302,1.0570055240308228e-06
303,1.0567941515774313e-06
304,1.0565823932908412e-06
305,1.0563702532303169e-06
306,1.056157742754811e-06
307,1.0559448690331255e-06
308,1.0557316316467412e-06
309,1.0555180285031938e-06
310,1.0553040610318252e-06
311,1.055089730643293e-06
312,1.0548750326951935e-06
313,1.0546599572273396e-06
314,1.0544444968319791e-06
315,1.0542286535292578e-06
316,1.0540124364062916e-06
317,1.0537958529325246e-06
318,1.0535789036853883e-06
