epoch,ref_mse
0,1.253030920309408
100,1.2525564253277566
200,1.2525564208914637
300,1.2525564208889886
400,1.252556420883471
500,1.2525564208771651
600,1.2525564208701343
700,1.2525564208624416
800,1.2525564208541446
900,1.2525564208452986
1000,1.25255642083596
1100,1.2525564208261888
1200,1.2525564208160511
1300,1.25255642080562
3300,1.2480344191987092
7200,1.2197982087086
9200,1.2016550314315575
11200,1.1788667711187102
13100,1.1550958622651202
15100,1.12456404774446
17100,1.0975324651888576
18800,1.051853888884487
18900,1.0518536576904094
19000,1.051853657086558
19100,1.051853657086817
19200,1.0518536570862322
19300,1.051853657085568
19400,1.0518536570848234
19500,1.0518536570839996
19600,1.051853657083097
19700,1.051853657082116
19800,1.0518536570810553
19900,1.0518536629926578
20000,1.051853663011118
20100,1.0518536644901404
20200,1.051853666585271
20300,1.051853669347315
20400,1.051853672487049
20500,1.051853675368874
20600,1.051853677504324
20700,1.0518536788219828
20800,1.051853688382694
20900,1.0518536792540498
21000,1.051853677259889
21100,1.051853676558739
21200,1.0518536788717032
21300,1.0518536772135352
21400,1.0518536753526588
21500,1.0518536792080435
21600,1.0518536767704958
21700,1.0518536783130363
21800,1.0518536762625976
21900,1.05185367799303
22000,1.0518536750713916
22100,1.0518536716819953
22200,1.0518536727316483
22300,1.051853677301618
22400,1.0518536787555526
22500,1.05185367861842
22600,1.051853673285507
22700,1.0518536770317717
22800,1.051853675377594
24500,1.0027274719989956
24600,1.002727433674707
24700,1.0027274336725902
24800,1.0027274336711167
24900,1.0027274336695362
25000,1.002727433667727
25100,1.0027274336656964
25200,1.0027274336634475
25300,1.0027274336609822
25400,1.0027274336582994
25500,1.002727433655397
25600,1.002727433652168
25700,1.0027274471316407
25800,1.0027274484881157
25900,1.002727451041471
26000,1.0027274531188883
26100,1.0027274544776403
26200,1.0027274552426264
26300,1.002727455600131
26400,1.0027274556926296
26500,1.0027274556127583
26600,1.00272745542014
26700,1.0027274551552066
26800,1.0027274548470133
