arch,depth,width,n_params,activation,ic,gamma,epochs,lbfgs_iters,seed,n_collocation,lr_start,lr_end,t_start,t_end,mae_x,rmse_x,max_abs_error_x,mae_y,rmse_y,max_abs_error_y,mae_z,rmse_z,max_abs_error_z,mae_combined_l2,rmse_combined_l2,max_abs_error_combined_l2,rel_mae_x,r2_x,final_x,final_ref_x,final_err_x,rel_mae_y,r2_y,final_y,final_ref_y,final_err_y,rel_mae_z,r2_z,final_z,final_ref_z,final_err_z,err_norm_p50,err_norm_p90,err_norm_p99,err_norm_max,final_loss,best_loss,residual_mse_collocation,residual_mse_dense,residual_generalisation_gap,invariant_1_max_drift,invariant_1_max_drift_reference,invariant_2_max_drift,invariant_2_max_drift_reference,wall_clock_s,ms_per_epoch,epochs_to_1e-04,epochs_to_1e-06,epochs_to_1e-08,device,peak_mem_mb,n_snapshots
4x60,4,60,11283,tanh,hard,1,20000,0,0,3000,0.001,0.0001,0,10,0.000223300605,0.000281605367,0.00083080288,0.000830931086,0.00113742898,0.00235953873,0.000774817816,0.00106235423,0.00256512151,0.00131406484,0.00158165824,0.00296600612,0.00116039689,0.99998154,0.366938561,0.367696645,-0.000758083959,0.000253039688,0.999999222,-1.55024481,-1.54896315,-0.0012816601,0.000364769522,0.999997039,0.370270193,0.372835314,-0.00256512151,0.00178540563,0.00232060602,0.00280137255,0.00296600612,7.01301204e-08,7.01301204e-08,7.01212085e-08,7.18691868e-08,1.02492795,0.00067229405,2.76096939e-10,0.000279537881,3.53683119e-10,348.019918,17.4009959,8177,10712,,cpu,,401
