epoch,ref_mse
0,0.030073803170000645
100,1.0883654487865093e-06
200,6.140714312412569e-07
300,4.5387814863371785e-07
400,3.274356945964217e-07
500,2.3226686626574633e-07
600,1.624838976263388e-07
700,1.1220224692120023e-07
800,7.646448021002805e-08
900,5.151948997600002e-08
1000,3.440986358513904e-08
1100,2.2957343314411293e-08
1200,1.5469931002128935e-08
1300,1.0690898936647002e-08
1400,7.710607317307804e-09
1500,5.8895215466295085e-09
1600,4.792704591080761e-09
1700,4.138358340770014e-09
1800,3.747847172809173e-09
1900,3.513978248447911e-09
2000,3.373440826952149e-09
2100,3.2875977032283505e-09
2200,3.232416460025686e-09
2300,3.088784020719349e-08
2400,3.299992204773506e-09
2500,3.231550510533885e-09
2600,4.27499881044145e-08
2700,3.3098493680191535e-09
2800,3.223854132976631e-09
2900,1.4435921446376445e-07
3000,3.383788349020187e-09
3100,3.2464857066246078e-09
3200,3.1753155504050844e-09
3300,3.021735210519601e-08
3400,3.318212183255799e-09
3500,3.2017699118687065e-09
3600,3.3686972223979165e-06
3700,3.7044012867921108e-09
3800,3.259254676283427e-09
3900,3.1686890997233737e-09
4000,1.1161253035483761e-07
4100,3.351233265993609e-09
4200,1.0628161867888492e-07
4300,3.4662881268398948e-09
4400,4.4993658321961124e-08
4500,3.2192207280638396e-09
4600,6.977392905118561e-07
4700,3.3013523917119322e-09
4800,1.5009527454628998e-08
4900,3.230836299179273e-09
5000,5.459084778036094e-07
5100,3.34450123906132e-09
5200,3.9217628142842664e-07
5300,4.365738188886633e-09
5400,4.294593933289358e-07
5500,3.2707034171259686e-09
5600,3.117641848272644e-09
5700,3.1804831587462336e-08
5800,5.63615593858473e-08
5900,4.0121313490092745e-09
6000,3.141442026351563e-09
6100,1.968854798236623e-07
6200,3.232642662876179e-09
6300,7.522818214270118e-07
6400,3.3710305181656595e-09
6500,9.179155115192625e-07
6600,3.252583635321391e-09
6700,3.061948015647307e-09
6800,1.6238821954071726e-08
6900,1.2074110915386174e-07
7000,3.1186822582657207e-09
7100,2.6787386147870877e-08
7200,3.840957646074111e-09
7300,3.147903715626918e-09
7400,9.42576307782162e-09
7500,4.4599374437083215e-07
7600,3.92890526962231e-09
7700,2.9662158460604254e-09
7800,1.826351844884288e-06
7900,1.1464625911918666e-07
8000,3.1339993234216198e-09
8100,9.575603469076075e-09
8200,2.8768421602384334e-09
8300,9.288892007596162e-09
8400,2.9237059805328275e-09
8500,3.1580632119936167e-09
8600,2.8276065602063947e-09
8700,1.9033535167530328e-07
8800,2.861817991575196e-09
8900,2.782331152615699e-09
9000,5.266485756043783e-09
9100,7.2456189588554525e-09
9200,2.718127354236953e-09
9300,2.9338334314396357e-08
9400,3.319037733963856e-09
9500,3.4698954576822033e-09
9600,3.0391069680211166e-09
9700,1.3942642149248373e-07
9800,2.689052044606683e-09
9900,2.541601858549749e-09
10000,3.993055335535538e-08
10100,4.2038062403318724e-08
10200,2.5555073085820836e-09
10300,4.0098443047596667e-07
10400,2.5828547931203086e-09
10500,2.3898555219348447e-09
10600,9.664849916988031e-09
10700,8.083291263844407e-09
10800,2.9406077113940377e-09
10900,4.399107079200427e-09
11000,4.14589304880007e-09
11100,2.254226403423241e-09
11200,9.312401930290371e-07
11300,2.072037919458722e-06
11400,2.3363634231956815e-09
11500,1.843649520455919e-06
11600,2.1751521258972583e-09
11700,7.039551872685222e-08
11800,2.1948057750447703e-08
11900,1.0758107746804737e-07
12000,9.98688691469252e-08
12100,2.2613714771429955e-09
12200,3.4650812349855417e-09
12300,3.2431099490719766e-08
12400,5.740820319817628e-07
12500,1.8913188437622497e-09
12600,1.2087155311848317e-07
12700,2.046221795791279e-09
12800,1.739702495032922e-09
12900,1.8868394516713183e-09
13000,1.3742072771950985e-08
13100,1.6712008819359157e-09
13200,4.6169602729009715e-09
13300,1.6062648009283838e-09
13400,1.0731881352116475e-08
13500,3.6156504950818936e-09
13600,9.784789368580987e-07
13700,1.4521659338858867e-09
13800,2.8308048803840252e-09
13900,1.3853451803610222e-09
14000,2.178991360660805e-09
14100,9.07025264049139e-08
14200,1.3289408101357057e-09
14300,2.596271869084622e-08
14400,1.366235290078232e-09
14500,9.090333577316769e-08
14600,1.16236632797679e-09
14700,1.3763830671171564e-09
14800,5.251175920443305e-08
14900,1.0664836711448594e-09
15000,8.436881193097232e-08
15100,8.334390215963647e-08
15200,1.4933132200403162e-07
15300,5.688161042160167e-09
15400,1.2457567080198536e-07
15500,9.88517049557801e-10
15600,1.7519885508584071e-09
15700,4.784853089256719e-07
15800,6.351027091770845e-09
15900,1.88002664700332e-09
16000,7.229109804098429e-10
16100,2.2363527073222755e-08
16200,1.2474274944742397e-09
16300,8.054309411654468e-10
16400,6.033625122189064e-10
16500,2.2134807493600996e-09
16600,2.8821102116410324e-09
16700,9.371852671345071e-09
16800,5.040705217983218e-10
16900,2.3131263422630054e-09
17000,1.250436163883242e-09
17100,5.183175479190008e-09
17200,4.468896571028578e-10
17300,4.992958718022078e-10
17400,1.779909163851583e-07
17500,3.4546901152588e-08
17600,4.987356141101857e-08
17700,3.336138253376971e-10
17800,3.0418342716632454e-10
17900,1.282624896642535e-08
18000,1.518653066536518e-09
18100,3.2583699811178263e-08
18200,2.7736562918841926e-10
18300,1.633254667766503e-08
18400,2.1505220166583264e-09
18500,5.533687200145094e-10
18600,6.888489097607712e-10
18700,1.7420202850146538e-09
18800,1.0097381423617794e-09
18900,2.09967066840979e-10
19000,4.662843244978907e-10
19100,8.89485556361368e-09
19200,4.7909080738187256e-08
19300,1.7149093634103306e-10
19400,2.2699521341036312e-09
19500,1.4758099769273408e-10
19600,2.079364721904927e-08
19700,2.645879419494269e-08
19800,1.327565745546473e-10
19900,1.2744114410771938e-10
19999,5.527252658914699e-09
