epoch,loss,residual_loss,ic_loss,grad_norm,update_norm,lr,layer_1_grad_norm,layer_2_grad_norm,layer_3_grad_norm,layer_4_grad_norm
0,0.22791409492492676,0.22791409492492676,0.0,2.2152549927003764,0.08730866760015488,0.001,0.9154306589572734,1.146552218715748,0.9854567502816753,0.7622136000277486
10,0.06390520185232162,0.06390520185232162,0.0,0.6713298731927296,0.029590796679258347,0.00099955,0.21311906929378152,0.2954447702352979,0.2732169624339074,0.23128268004522826
20,0.033657774329185486,0.033657774329185486,0.0,0.40597157497016273,0.018144899979233742,0.0009991,0.12184632541711296,0.16347180476950568,0.15338106834668536,0.12317521350589301
30,0.012622633017599583,0.012622633017599583,0.0,0.20067141837059416,0.01759951375424862,0.00099865,0.06156907205671691,0.07530272540593431,0.07104288340786956,0.05882920402889897
40,0.0021625489462167025,0.0021625489462167025,0.0,0.10894988629581058,0.01746516115963459,0.0009982,0.0206919693750033,0.02378137959283315,0.024315434555187435,0.027550440874259303
50,0.00016820472956169397,0.00016820472956169397,0.0,0.028234315016272597,0.009044794365763664,0.00099775,0.0077596723290527915,0.00990652679688329,0.008885188252577055,0.009171622301967365
60,0.0004991519963368773,0.0004991519963368773,0.0,0.04326185335806793,0.0039761848747730255,0.0009973,0.010395943139584451,0.014052872023362289,0.013586309806075114,0.012638401196973457
70,0.00013099296484142542,0.00013099296484142542,0.0,0.021817015971249,0.00505945784971118,0.00099685,0.0073752946932406655,0.009179790967373395,0.008147154788289729,0.007273152016174586
80,4.074335083714686e-05,4.074335083714686e-05,0.0,0.01594502822686765,0.0023006820119917393,0.0009964,0.00429504738183187,0.006131264075775642,0.005719226778483411,0.004981746528663547
90,4.703732702182606e-05,4.703732702182606e-05,0.0,0.010857490933705305,0.0008711470291018486,0.00099595,0.002504302178390637,0.0033053855154859505,0.0034011890343740836,0.0031817419510448146
100,2.3998605684028007e-05,2.3998605684028007e-05,0.0,0.0043351351213979025,0.0011721807532012463,0.0009955,0.0013009613823638598,0.0016143806320956678,0.0015868376205675728,0.0013757854810837605
110,2.1434652808238752e-05,2.1434652808238752e-05,0.0,0.003279523638872653,0.0004471046559046954,0.00099505,0.0007775534267737873,0.0010229841951604965,0.0009611741448877828,0.0009233936178803762
120,2.0767660316778347e-05,2.0767660316778347e-05,0.0,0.0021081849176221093,0.00040040200110524893,0.0009946,0.0004073441254921845,0.00046237206641972043,0.0005052160012339496,0.0005360311154697996
130,1.9283625078969635e-05,1.9283625078969635e-05,0.0,0.000674533893397819,0.00034778800909407437,0.00099415,0.0002709713947888017,0.00030228810426017884,0.0002736436453419432,0.00024019654254799137
140,1.8907147023128346e-05,1.8907147023128346e-05,0.0,0.0007829877854741904,0.0002680362667888403,0.0009937000000000001,0.0002791562905112651,0.0003125314516180637,0.0002601384067718739,0.00023032166430581418
150,1.8336830180487595e-05,1.8336830180487595e-05,0.0,0.0005276624704176578,0.00027808547019958496,0.00099325,0.00026177549773065677,0.0002516565984044931,0.00020835093247055145,0.00014468601809347032
