iteration,min_w
0,0.026302290878396653
1,0.0847278751319606
2,0.2029406450456056
3,0.36971681261311845
4,0.5090624794532282
5,0.5272264537587733
6,0.466152116405559
7,0.43464459814443585
8,0.4520127012566315
9,0.501171663030607
10,0.5638643006573824
11,0.625091939834439
12,0.6744629954709944
13,0.7075856613829911
14,0.7260460399375771
15,0.7359995901366755
16,0.7457383981467939
17,0.7623006712240641
18,0.7884468765102056
19,0.82182181689285
20,0.8563631819808218
21,0.8851847383603443
22,0.904124857891695
23,0.9142124353190456
24,0.9208822285020737
25,0.9301186412392395
26,0.9447094185634932
27,0.9630587876171587
28,0.9804498339496274
29,0.9950023457948792
30,0.9511325539124439
31,0.9230375681847247
32,0.8819740154476933
33,0.8605634563022108
34,0.8632679514662827
35,0.8761372236829768
36,0.8819212221833045
37,0.8716340206786162
38,0.8483771283523392
39,0.8243711390540115
40,0.8140238865995025
41,0.8259493282077636
42,0.8576838087046529
43,0.8959784297317895
44,0.9249916457835142
45,0.9385700174563093
46,0.9433418061575374
47,0.9490379662848816
48,0.9596446797499747
49,0.9731930756355508
50,0.9852914147488618
51,0.990375372811615
52,0.9078170271649108
53,0.8466154881242061
54,0.7865878605857285
55,0.761373966569787
56,0.7736089153404114
57,0.8035151076525047
58,0.8248507848741422
59,0.8250957454973717
60,0.8125417814521365
61,0.8035363621429616
62,0.8091035535336321
63,0.831658373682472
64,0.8662335927242129
65,0.9017900713555794
66,0.9256745014265999
67,0.933400531486041
68,0.9336077773374479
69,0.9387467023218783
70,0.9525099660233035
71,0.9684794539542979
72,0.9785318930531146
73,0.9797669404839752
74,0.9744074709998772
75,0.9673587603841659
76,0.9641810149714309
77,0.9675213486380337
78,0.9742834513056735
79,0.9785012036819705
80,0.977960008442377
81,0.9760018860630609
82,0.9766091922644474
83,0.9803964455181365
84,0.9854695328690846
85,0.9896547619036176
86,0.9908699225316563
87,0.9123604646697995
88,0.90127658133926
89,0.9034502933104964
90,0.920276275747892
91,0.9365846825520361
92,0.9397824589250464
93,0.9325162455454693
94,0.9253938920955347
95,0.9258582497603622
96,0.9350270978198473
97,0.948145145030992
98,0.9573891611178617
99,0.9590909307486795
100,0.9577630778630394
101,0.9598073311790513
102,0.9660158915156651
103,0.9724443849118648
104,0.9755084594634551
105,0.9743815696431573
106,0.9710015596087509
107,0.968923647725628
108,0.9701027601570636
109,0.9727342388547779
110,0.9738563115668682
111,0.9731430532360174
112,0.9724682173183938
113,0.9731745817900267
114,0.9752952115713158
115,0.9780272652777873
116,0.9800193137665177
117,0.9804700755290584
118,0.9802198079465111
119,0.9806070004822096
120,0.981629640833164
121,0.982302559766579
122,0.9821548647045112
123,0.9814808094557326
124,0.9807889223284069
125,0.9805438889948385
126,0.9808491031720075
127,0.9812427667195811
128,0.9812910425784168
129,0.9811818216425007
130,0.9813412304596959
131,0.9818288216444179
132,0.9823936168968206
133,0.9827893159521078
134,0.9829156452372318
135,0.9828857588423164
136,0.9829188565212786
137,0.9830563386270366
138,0.9831343749191555
139,0.9830522035324902
140,0.9828834666517099
141,0.9827545467789268
142,0.9827406160096782
143,0.9828201688692039
144,0.9828922547212812
145,0.9829032514774639
146,0.98291301442038
147,0.9829838388144619
148,0.9830935702612766
149,0.983187702610379
150,0.9832341224457675
151,0.9832328992981707
152,0.9832217008401003
153,0.9832361417535247
154,0.9832579487628578
155,0.9832507408053952
