arch,problem,depth,width,n_windows,causal_eps_schedule,causal_delta,causal_max_iters,warm_start,n_params,activation,ic,gamma,epochs,lbfgs_iters,seed,n_collocation,lr_start,lr_end,t_start,t_end,dtype,ic_scale,collocation,n_eval,lr_decay,lr_decay_every,mae_x,rmse_x,max_abs_error_x,mae_y,rmse_y,max_abs_error_y,mae_z,rmse_z,max_abs_error_z,mae_combined_l2,rmse_combined_l2,max_abs_error_combined_l2,rel_mae_x,r2_x,final_x,final_ref_x,final_err_x,rel_mae_y,r2_y,final_y,final_ref_y,final_err_y,rel_mae_z,r2_z,final_z,final_ref_z,final_err_z,err_norm_p50,err_norm_p90,err_norm_p99,err_norm_max,final_loss,best_loss,residual_mse_collocation,residual_mse_dense,residual_generalisation_gap,invariant_1_max_drift,invariant_1_max_drift_reference,invariant_2_max_drift,invariant_2_max_drift_reference,wall_clock_s,ms_per_epoch,epochs_to_1e-04,epochs_to_1e-06,epochs_to_1e-08,device,peak_mem_mb,n_snapshots
4x60_f64_unit_win27_causal_warm,lorenz1960,4,60,27,0.01 0.1 1 10,0.99,4000,True,304641,tanh,hard,1,20000,1500,0,39793,0.001,0.0001,0,13.26446,float64,unit,uniform,13265,0.9,5000,2.07496939e-05,2.83994872e-05,0.000104261107,4.50249849e-05,5.91802904e-05,0.000177428931,3.88277763e-05,5.29661832e-05,0.000195126294,7.09353074e-05,8.43460385e-05,0.00023548755,0.000107826911,0.999999825,0.499978175,0.500000146,-2.19700528e-05,1.37112504e-05,0.999999998,0.750022144,0.749998448,2.36964921e-05,1.72701204e-05,0.999999995,0.999988117,1.00000055,-1.24283688e-05,6.48865648e-05,0.000138011093,0.000221998113,0.00023548755,1.49536446e-08,3.4660242e-09,1.46757934e-07,1.46960354e-07,1.00137928,0.000251024946,2.77524289e-10,0.000191864094,3.55629126e-10,928.57612,46.428806,51,530,5350,cuda,549.056641,16
