i,t,r_init,r_final,r_max,epoch_of_max,r_mean,r_std,loss_contribution_final,err_norm_final,epoch_below_1e-4,n_snapshots,rank_by_final_residual
0,0.299121022,1.05875278,0.000109828853,1.05875278,0,0.00438290191,0.0531205601,1.3402641e-12,1.77246584e-05,19950,401,1837
1,0.823576748,1.44688609,0.000143959149,1.44688609,0,0.00523684398,0.0722582237,2.30269296e-12,7.78154936e-06,18200,401,723
2,0.344986349,1.09263517,8.65069639e-05,1.09263517,0,0.0043955452,0.0547088581,8.31494978e-13,1.87995242e-05,19550,401,2560
3,0.971327841,1.55451493,0.00019952047,1.55451493,0,0.00645484707,0.0777388198,4.42315754e-12,4.98661082e-06,,401,199
4,0.925395548,1.52106366,5.42507471e-05,1.52106366,0,0.0057040954,0.0760502383,3.27015951e-13,9.87063705e-06,15600,401,2970
5,0.472695738,1.18775505,0.00013259062,1.18775505,0,0.00414272881,0.0593125007,1.9533636e-12,1.54061756e-05,14600,401,1163
6,0.396464467,1.13089758,9.92690869e-05,1.13089758,0,0.0043224178,0.0565396755,1.09492796e-12,1.78303682e-05,19400,401,2114
7,0.495090157,1.20446162,0.000136160946,1.20446162,0,0.00412471955,0.0601337169,2.05997812e-12,1.52836257e-05,3800,401,962
8,0.16415213,0.961289896,0.000173489467,0.961289896,0,0.00376151541,0.048807641,3.34428836e-12,1.13714126e-05,18950,401,383
9,0.604354978,1.28574402,0.000102807985,1.28574402,0,0.00463380362,0.064135093,1.17438687e-12,1.86028939e-05,19300,401,2020
10,0.912394702,1.51159878,5.6554558e-05,1.51159878,0,0.00552452547,0.0755719909,3.55379781e-13,1.0070758e-05,15600,401,2954
11,0.368332416,1.1099648,8.80256635e-05,1.1099648,0,0.00437148056,0.0555337708,8.60946382e-13,1.85732877e-05,19400,401,2479
12,0.043380864,0.879110568,0.00016791771,0.879110568,0,0.00458989106,0.0455268254,3.13292861e-12,1.27664255e-05,19350,401,450
13,0.895655453,1.49941161,7.94068581e-05,1.49941161,0,0.00532258091,0.0749553112,7.00605456e-13,9.66906012e-06,4350,401,2774
14,0.800756752,1.43022554,0.000144448341,1.43022554,0,0.00522208259,0.0714066635,2.31836926e-12,8.96792525e-06,18600,401,703
15,0.384274781,1.12182175,9.36224201e-05,1.12182175,0,0.00434596201,0.0561023634,9.73906394e-13,1.82351014e-05,19400,401,2278
16,0.787712276,1.42069312,0.00014135245,1.42069312,0,0.00520704649,0.0709208151,2.22005723e-12,1.00085014e-05,18600,401,805
17,0.315486193,1.07081308,9.8162141e-05,1.07081308,0,0.00439781992,0.05368182,1.0706451e-12,1.82893925e-05,19950,401,2146
18,0.290566772,1.05246407,0.000116722948,1.05246407,0,0.00436996224,0.0528298697,1.51380519e-12,1.73116431e-05,,401,1660
19,0.7818591,1.41641366,0.000139422769,1.41641366,0,0.00519916539,0.070702986,2.1598565e-12,1.05291595e-05,18600,401,847
