i,t,r_init,r_final,r_max,epoch_of_max,r_mean,r_std,loss_contribution_final,err_norm_final,epoch_below_1e-4,n_snapshots,rank_by_final_residual
0,0.299121022,0.87509419,0.000147140147,0.87509419,0,0.00362608565,0.0436841498,2.40558033e-12,1.77847605e-05,16200,401,1047
1,0.823576748,0.805811432,0.000144501567,0.805811432,0,0.00392874839,0.0404587329,2.32007808e-12,1.15802404e-05,18500,401,1111
2,0.344986349,0.874233416,0.00012439146,0.874233416,0,0.00365060948,0.0436357666,1.71924837e-12,1.95784815e-05,,401,1565
3,0.971327841,0.771617425,0.000229507936,0.771617425,0,0.00467195886,0.0388813679,5.85265476e-12,7.83912379e-06,,401,197
4,0.925395548,0.782394189,7.65496944e-05,0.782394189,0,0.00426162421,0.0393852651,6.51095079e-13,1.40457551e-05,14650,401,2848
5,0.472695738,0.865803572,0.000114331405,0.865803572,0,0.00357377681,0.0432496409,1.4524078e-12,2.13680155e-05,12250,401,2171
6,0.396464467,0.871879285,0.000112003979,0.871879285,0,0.003628326,0.0435258097,1.39387682e-12,2.0791108e-05,19800,401,2484
7,0.495090157,0.863457727,0.00011529058,0.863457727,0,0.00358335789,0.0431409427,1.47687975e-12,2.14473756e-05,4400,401,1973
8,0.16415213,0.870670861,0.000165550906,0.870670861,0,0.00322208026,0.0435764856,3.0452336e-12,1.5577966e-05,19450,401,586
9,0.604354978,0.848668756,0.000114336858,0.848668756,0,0.00382475063,0.0424387945,1.45254635e-12,2.10146573e-05,,401,2169
10,0.912394702,0.785435842,6.25205388e-05,0.785435842,0,0.00416497367,0.0395274959,4.34313085e-13,1.46050557e-05,14650,401,2983
11,0.368332416,0.873345152,0.000116789907,0.873345152,0,0.00364531974,0.0435933413,1.51554248e-12,2.02410249e-05,,401,1784
12,0.043380864,0.857880612,0.000195908049,0.857880612,0,0.00383056808,0.0431455763,4.26444041e-12,1.37472906e-05,,401,240
13,0.895655453,0.789337496,7.03331687e-05,0.789337496,0,0.00405861527,0.0397093066,5.49639402e-13,1.46062986e-05,9300,401,2922
14,0.800756752,0.810864761,0.000153949302,0.810864761,0,0.00390763056,0.0406904203,2.63337639e-12,1.0992019e-05,18500,401,850
15,0.384274781,0.872567084,0.000113538649,0.872567084,0,0.00363680017,0.0435572969,1.43233608e-12,2.05961373e-05,,401,2364
16,0.787712276,0.813707536,0.00015618909,0.813707536,0,0.00389549216,0.0408213239,2.71055909e-12,1.10753587e-05,18500,401,743
17,0.315486193,0.874922738,0.000138283203,0.874922738,0,0.00364106505,0.043672105,2.12469381e-12,1.85188637e-05,16200,401,1252
18,0.290566772,0.875123529,0.000151996113,0.875123529,0,0.00361512165,0.0436881965,2.56697981e-12,1.73204398e-05,16200,401,916
19,0.7818591,0.814971628,0.000156567524,0.814971628,0,0.00389150686,0.0408795074,2.72370996e-12,1.12517267e-05,18500,401,697
20,0.771657228,0.817156328,0.000156374947,0.817156328,0,0.00389290892,0.04097942,2.71701378e-12,1.15720195e-05,18500,401,730
21,0.390958577,0.872199889,0.000112643689,0.872199889,0,0.00363233063,0.0435404567,1.40984451e-12,2.07115264e-05,19800,401,2429
22,0.709109783,0.829974714,0.000140803129,0.829974714,0,0.00393276201,0.0415654463,2.20283567e-12,1.57775181e-05,18500,401,1195
23,0.525784254,0.859848895,0.000115568058,0.859848895,0,0.0036422723,0.0429699915,1.48399733e-12,2.16279038e-05,14000,401,1867
24,0.244128212,0.874554884,0.000174858024,0.874554884,0,0.00351224776,0.0436841619,3.39725873e-12,1.50876769e-05,16200,401,464
25,0.61420542,0.84708324,0.000114941624,0.84708324,0,0.0038435193,0.0423639071,1.46795299e-12,2.08937317e-05,,401,2046
26,0.204334259,0.873082647,0.000181543179,0.873082647,0,0.00336442028,0.0436471882,3.66199175e-12,1.4395743e-05,,401,292
27,0.274673045,0.875067639,0.000160650044,0.875067639,0,0.00358849029,0.0436916962,2.86760406e-12,1.65648657e-05,16200,401,640
28,0.0304381531,0.856026577,0.000263347913,0.856026577,0,0.00405822174,0.0430790293,7.70579146e-12,1.08439299e-05,,401,156
29,0.889783204,0.790701342,7.71340099e-05,0.790701342,0,0.00402809947,0.0397724856,6.61072832e-13,1.45687759e-05,7000,401,2842
30,0.15943718,0.870326983,0.000161783151,0.870326983,0,0.00320542567,0.0435662236,2.90819864e-12,1.58351932e-05,16800,401,628
31,0.0225370266,0.854849959,0.000309579967,0.854849959,0,0.00420912084,0.0430369741,1.06488617e-11,8.60655843e-06,,401,104
32,0.812288284,0.808323136,0.000150079007,0.808323136,0,0.0039186189,0.0405736878,2.50263425e-12,1.12110926e-05,18500,401,973
