state,mae,rmse,max_abs_error
x,0.35278232417829203,0.3835914984368068,0.5331346481728912
y,1.6290809803570272,2.0760995567916622,3.329056676935388
z,0.6251955720191363,0.7396674441861203,1.168103305687428
combined_l2,1.8879658940247193,2.2370605122285716,3.3461950250630377
