arch,problem,depth,width,n_params,activation,ic,gamma,epochs,lbfgs_iters,seed,n_collocation,lr_start,lr_end,t_start,t_end,dtype,ic_scale,collocation,n_eval,lr_decay,lr_decay_every,mae_x,rmse_x,max_abs_error_x,mae_y,rmse_y,max_abs_error_y,mae_z,rmse_z,max_abs_error_z,mae_combined_l2,rmse_combined_l2,max_abs_error_combined_l2,rel_mae_x,r2_x,final_x,final_ref_x,final_err_x,rel_mae_y,r2_y,final_y,final_ref_y,final_err_y,rel_mae_z,r2_z,final_z,final_ref_z,final_err_z,err_norm_p50,err_norm_p90,err_norm_p99,err_norm_max,final_loss,best_loss,residual_mse_collocation,residual_mse_dense,residual_generalisation_gap,invariant_1_max_drift,invariant_1_max_drift_reference,invariant_2_max_drift,invariant_2_max_drift_reference,wall_clock_s,ms_per_epoch,epochs_to_1e-04,epochs_to_1e-06,epochs_to_1e-08,device,peak_mem_mb,n_snapshots
4x60_f64_unit,lorenz1960,4,60,11283,tanh,hard,1,40000,5000,0,39793,0.001,0.0001,0,13.26446,float64,unit,lhs,13265,0.9,5000,0.352782324,0.383591498,0.533134648,1.62908098,2.07609956,3.32905668,0.625195572,0.739667444,1.16810331,1.88796589,2.23706051,3.34619503,1.8332525,-30.8863761,0.00074999317,0.500000146,-0.499250152,0.496096495,-1.87943289,1.68746268,0.749998448,0.937464236,0.27807935,0.0265078479,-0.00385132008,1.00000055,-1.00385187,2.10571991,3.30833198,3.34582332,3.34619503,0.000280238706,0.000280238706,0.000280238706,0.000280320968,1.00029354,0.100065751,2.77524289e-10,0.113500627,3.55629126e-10,4528.55355,113.213839,,,,cuda,626.168457,81
