arch,problem,depth,width,n_windows,causal_eps_schedule,causal_delta,causal_max_iters,warm_start,n_params,activation,ic,gamma,epochs,lbfgs_iters,seed,n_collocation,lr_start,lr_end,t_start,t_end,dtype,ic_scale,collocation,n_eval,lr_decay,lr_decay_every,k,l,initial_state,end_state,mae_x,rmse_x,max_abs_error_x,mae_y,rmse_y,max_abs_error_y,mae_z,rmse_z,max_abs_error_z,mae_combined_l2,rmse_combined_l2,max_abs_error_combined_l2,rel_mae_x,r2_x,final_x,final_ref_x,final_err_x,rel_mae_y,r2_y,final_y,final_ref_y,final_err_y,rel_mae_z,r2_z,final_z,final_ref_z,final_err_z,err_norm_p50,err_norm_p90,err_norm_p99,err_norm_max,residual_mse_collocation,final_loss,final_residual_mse_full,last_logged_objective,best_loss,residual_mse_dense,residual_generalisation_gap,invariant_1_max_drift,invariant_1_max_drift_reference,invariant_2_max_drift,invariant_2_max_drift_reference,wall_clock_s,adam_steps,lbfgs_evals,capped_stages,ms_per_epoch,epochs_to_1e-04,epochs_to_1e-06,epochs_to_1e-08,device,peak_mem_mb,n_snapshots
4x60_f64_unit_win27_causal_warm,lorenz1960,4,60,27,0.01 0.1 1 10,0.99,4000,True,304641,tanh,hard,1,20000,500,0,40474,0.001,0.0001,0,13.26446,float64,unit,uniform,13265,0.9,1000,2,1,"[0.5, 0.75, 1.0]",null,2.50778787e-05,3.51548688e-05,0.0001395231,5.82982645e-05,9.01256142e-05,0.000319446779,3.47785718e-05,4.76600071e-05,0.000174713963,8.27295056e-05,0.000107842327,0.000338817727,0.000130318558,0.999999732,0.499981589,0.500000146,-1.85566864e-05,1.77533008e-05,0.999999995,0.749781564,0.749998448,-0.00021688379,1.54690837e-05,0.999999996,1.00006759,1.00000055,6.70455329e-05,5.42645135e-05,0.000203214855,0.000278563675,0.000338817727,2.62480431e-07,2.62480431e-07,2.62480431e-07,3.79328681e-08,,2.62571236e-07,1.00034595,0.000274722549,2.77509403e-10,0.000185195181,3.55609626e-10,2104.93368,39666,16410,4,,,,,cpu,,47
