state,mae,rmse,max_abs_error
x,0.2793404443150381,0.31318395931407095,0.48971461181789155
y,1.391926891177048,1.9296554354107718,3.262255112804102
z,0.5241564271331086,0.642971046245184,1.1261788666973973
combined_l2,1.6343108371865698,2.057927612451808,3.2776220845437702
