epoch,loss,residual_loss,ic_loss,grad_norm,update_norm,lr,layer_1_grad_norm,layer_2_grad_norm,layer_3_grad_norm,layer_4_grad_norm,layer_5_grad_norm,layer_6_grad_norm
0,0.5020160675048828,0.5020160675048828,0.0,6.2019613793679715,0.12224073708057404,0.001,1.3249785007675927,1.9290685240112158,2.32629445455261,2.183830562299925,2.433492643114377,1.6660399530206456
10,0.08031973242759705,0.08031973242759705,0.0,1.3877630076315897,0.036524415016174316,0.00099955,0.3053550254856721,0.4519675368745279,0.5755853803752977,0.5559809473395887,0.6063740514882694,0.42785587065871716
20,0.042739272117614746,0.042739272117614746,0.0,0.670954475672244,0.01781129091978073,0.0009991,0.12894821206489984,0.18537774659769582,0.23302455307969117,0.24163844567940132,0.2647994901870447,0.19203651552919465
30,0.021926697343587875,0.021926697343587875,0.0,0.29172862259593374,0.010156914591789246,0.00099865,0.06946344136470664,0.09845161317894453,0.12254375200719575,0.12254744171226523,0.1423074295110665,0.1019324981534093
40,0.012007630430161953,0.012007630430161953,0.0,0.25831900678345315,0.011485161259770393,0.0009982,0.043480721991903934,0.06526856368843839,0.08406572228055927,0.0686985389514028,0.0788647113891257,0.058636621844512946
50,0.005366565193980932,0.005366565193980932,0.0,0.12053621258045089,0.010620123706758022,0.00099775,0.013185142827860648,0.017699438111781863,0.021997867134768558,0.025968958388836873,0.0345709325847941,0.03275799751889077
60,0.0018031829968094826,0.0018031829968094826,0.0,0.08160670492827898,0.009416534565389156,0.0009973,0.019185071698581614,0.0268702942934045,0.033171259792155516,0.029186240552592686,0.034103943139753345,0.027674830219468764
70,0.00032328107045032084,0.00032328107045032084,0.0,0.04420815300707482,0.006189877167344093,0.00099685,0.01082083981718964,0.015378424852947723,0.018874503752341988,0.01541640558444932,0.017256834546898046,0.013036263966206022
80,0.00011030140740331262,0.00011030140740331262,0.0,0.018673373724908297,0.003016261849552393,0.0009964,0.004032619035842296,0.0055852919683639715,0.007537863997762627,0.0073536821654573694,0.008296812209524376,0.006159352658014957
90,0.00015361010446213186,0.00015361010446213186,0.0,0.02386072226950331,0.0006842330330982804,0.00099595,0.0036883170171178765,0.0047782282998155325,0.0053327446805128305,0.006512099969827182,0.008436627111052936,0.007581604530981022
100,0.00011537166574271396,0.00011537166574271396,0.0,0.010673187149224675,0.001344307791441679,0.0009955,0.0033977151410376017,0.0041899431194681565,0.004569241852886208,0.004564533952186921,0.005000073059684939,0.003915614632058598
110,8.321423956658691e-05,8.321423956658691e-05,0.0,0.0035612341820028767,0.0011056098155677319,0.00099505,0.0007310976177039947,0.0010613053015062245,0.0011924951351557195,0.0011584495999547122,0.0013838961190271268,0.0011495365575295365
120,7.776964048389345e-05,7.776964048389345e-05,0.0,0.003072837852814408,0.0005936078960075974,0.0009946,0.001018970102565387,0.001284530449475458,0.0012389247975749306,0.0011685750473064305,0.0012971898945355622,0.000947532006577615
130,7.481111970264465e-05,7.481111970264465e-05,0.0,0.0036288056314181063,0.0004404422943480313,0.00099415,0.0005921710629398099,0.0007641701532332108,0.0007791780341357259,0.000840657587671335,0.001044202338376073,0.0009730555360814892
140,7.044814265100285e-05,7.044814265100285e-05,0.0,0.001890990853106872,0.0004512523300945759,0.0009937000000000001,0.0006631861241815489,0.0008138983492302532,0.0006455311043052053,0.000481402919896007,0.0006040709586298859,0.0004169055645447601
150,6.678545469185337e-05,6.678545469185337e-05,0.0,0.0015561782919303643,0.00042875594226643443,0.00099325,0.0006738701117627781,0.0008207378042619297,0.0006051842246365233,0.00043503705090599924,0.0005256371648898861,0.00031899523829766044
160,6.356206722557545e-05,6.356206722557545e-05,0.0,0.0014111614351542596,0.00042669690446928144,0.0009928,0.0005814594128968063,0.0007223601765863934,0.00057553356103741,0.0004079680307542776,0.00044787785197266544,0.0002556550428263997
170,6.040271182428114e-05,6.040271182428114e-05,0.0,0.0012760164636578235,0.00043227768037468195,0.00099235,0.0005480453879076325,0.000685242579003872,0.000530144498802211,0.0003496425736245147,0.00041098804273622964,0.0002155315163887045
180,5.7345390814589337e-05,5.7345390814589337e-05,0.0,0.0012347940529391821,0.00043077851296402514,0.0009919,0.0005286747193789256,0.000657952776864774,0.00048339321345767594,0.00032258113048988876,0.00037008723134638146,0.00018892652872986443
190,5.441432949737646e-05,5.441432949737646e-05,0.0,0.0012239187976139194,0.00042592594400048256,0.00099145,0.0004966489632681753,0.0006195390616130972,0.00045121662515467965,0.00030380785054490503,0.0003218597504386171,0.0001656817435422023
200,5.1593811804195866e-05,5.1593811804195866e-05,0.0,0.0011869012936667235,0.0004218526592012495,0.000991,0.00047371719807392165,0.0005937283021510885,0.00043570462065745824,0.00029521989816957896,0.00031107633843400817,0.00016562282378306418
210,4.888401599600911e-05,4.888401599600911e-05,0.0,0.0011306735018596326,0.0004187769955024123,0.00099055,0.0004599516146233345,0.0005774798708298049,0.00042481578042399034,0.0002871293270439384,0.0003100304185503194,0.00016335290421971434
220,4.628646274795756e-05,4.628646274795756e-05,0.0,0.001085227744405848,0.0004155440838076174,0.0009901,0.0004468090122772295,0.0005608812908794819,0.00041229244128564293,0.00027776920720211487,0.0003012609560681848,0.00015590790933063132
230,4.379958045319654e-05,4.379958045319654e-05,0.0,0.0010489766702867387,0.0004115567135158926,0.0009896500000000001,0.00043145288905224483,0.0005418496145994276,0.000398042691818194,0.00026828023466195233,0.00028875892017012186,0.0001488159623800494
240,4.142199759371579e-05,4.142199759371579e-05,0.0,0.0010148558180451122,0.0004068633425049484,0.0009892,0.0004154427834840205,0.0005224904403568887,0.0003835931923206021,0.0002593817183299978,0.00027771957693245884,0.00014408734661677642
250,3.915181150659919e-05,3.915181150659919e-05,0.0,0.000980585128312335,0.00040174659807235,0.00098875,0.0004001875913692994,0.0005040982409894838,0.0003700452976311577,0.00025094523830258375,0.000268318383728155,0.00014017066675577102
260,3.6986730265198275e-05,3.6986730265198275e-05,0.0,0.0009464175596493208,0.0003963512717746198,0.0009883,0.0003859314724246969,0.0004867301569986351,0.00035739410230676416,0.00024274491943965454,0.00025939042938324025,0.0001358812435063234
270,3.4924069041153416e-05,3.4924069041153416e-05,0.0,0.0009131385271098763,0.00039072794606909156,0.00098785,0.00037215985125054027,0.00046987307405033964,0.00034513380784961345,0.0002347530580283723,0.0002504132934097157,0.0001313779195584276
280,3.296098657301627e-05,3.296098657301627e-05,0.0,0.0008810950422663168,0.0003848895721603185,0.0009874,0.0003587376145197153,0.0004534261624529402,0.00033309460454215443,0.00022699215826700375,0.00024155774153513626,0.00012701531631658235
290,3.109436511294916e-05,3.109436511294916e-05,0.0,0.0008503218417339827,0.00037884802441112697,0.0009869500000000001,0.00034565814265796627,0.00043739964458508127,0.0003213394805273316,0.00021946337933841076,0.0002329684350455053,0.00012291006725298085
300,2.932089591922704e-05,2.932089591922704e-05,0.0,0.0008205496186305297,0.00037260970566421747,0.0009865,0.0003331142289987509,0.00042197337168643805,0.0003100530038941859,0.00021214751739814236,0.0002247995795603436,0.00011896913522756605
310,2.7637375751510262e-05,2.7637375751510262e-05,0.0,0.0007917078014702933,0.0003662312519736588,0.00098605,0.00032097866599114095,0.0004070256607075776,0.0002991435926273605,0.00020506076929116093,0.00021689108134982402,0.00011514480059672405
320,2.6040388547698967e-05,2.6040388547698967e-05,0.0,0.0007637546745493993,0.00035973460762761533,0.0009856,0.00030926256935815257,0.0003925621635800431,0.0002885710478014054,0.00019819080374217345,0.00020921772015180054,0.00011140482026514883
