iteration,min_w
0,0.29714074929118417
1,0.4393726135004427
2,0.5879701217674871
3,0.7165663968416297
4,0.7958753165521028
5,0.8100808532485764
6,0.7803842945989197
7,0.7508294405115753
8,0.7443409088707763
9,0.7590506196372292
10,0.785025962164322
11,0.8131942697113527
12,0.8379113780794867
13,0.8567421424274475
14,0.8693862701992275
15,0.8767168954574842
16,0.8802196805186819
17,0.8817434345975799
18,0.8832875282896431
19,0.8866157932157016
20,0.8927668740945084
21,0.9017521521666937
22,0.9126264769442222
23,0.9238713695169424
24,0.9339219330485832
25,0.9416734123898834
26,0.9468153103823591
27,0.9498674832600948
28,0.9518936056113497
29,0.9540325241189678
30,0.9570880373865612
31,0.9613432423478663
32,0.9665977217611151
33,0.9723267919022891
34,0.9778725651076193
35,0.9826277259181491
36,0.9861985316409931
37,0.9885208530482152
38,0.9898819674976898
39,0.9918507250559524
40,0.9214317045692267
41,0.9348323256374658
42,0.9519310144296204
43,0.9698227711016962
44,0.9844146730208954
45,0.994655146664265
46,0.9478188498381092
47,0.9225496845341665
48,0.8793025626330024
49,0.8359164978969608
50,0.8018338391102565
51,0.782460133225366
52,0.7803040585862563
53,0.7929292213518268
54,0.8114136495629996
55,0.823403859061195
56,0.8216181607117512
57,0.8104469242111491
58,0.8022557473977757
59,0.8074549316000937
60,0.8282328914274176
61,0.8589082303467246
62,0.8906739208827356
63,0.91707632775714
64,0.9361430626117659
65,0.9485836976478691
66,0.9557278987375843
67,0.9595396493792951
68,0.9630565460627712
69,0.9691065883378084
70,0.9780141258379826
71,0.9868543681862648
72,0.9905045547506067
73,0.909001854926454
74,0.8645544624711303
75,0.8206983937136306
76,0.7985339327709723
77,0.7998622573535398
78,0.8156098961461394
79,0.8351314678543685
80,0.851825056473762
81,0.863135896951186
82,0.8679828403394741
83,0.866916149037518
84,0.8644054775192529
85,0.8678973142641954
86,0.8825919377089844
87,0.9067172507857613
88,0.9318581617603603
89,0.9490357942882522
90,0.9556365161173767
91,0.9560801790250374
92,0.9563631018607012
93,0.959416125124921
94,0.9649657511556912
95,0.9716348766105918
96,0.9780094982287194
97,0.9823914465173149
98,0.9832220102073201
99,0.9806944205144411
100,0.9773711937860935
101,0.9763037225970308
102,0.9784558383369127
103,0.9821828082454449
104,0.9850960826211039
105,0.9861468598623365
106,0.9859239705909498
107,0.9855062739101041
108,0.9855639559616752
109,0.9863500120536965
110,0.9878719377118609
111,0.9897499725157817
112,0.9916461549172597
113,0.9837402044950977
114,0.9591770344577127
115,0.9750517322443457
116,0.9886496078546871
117,0.9843081787092048
118,0.9843081787092048
119,0.982509096227297
120,0.9988091059187943
121,0.9881546772265764
122,0.961916953940918
123,0.9183438512944421
124,0.9172360104285741
125,0.9438861758090992
126,0.9694441153819793
127,0.9834638025600708
128,0.9828686906980313
129,0.9675139289614659
130,0.9536107578852079
131,0.9610498315383753
132,0.9847816775852934
133,0.9918128752838014
134,0.9210801396534847
135,0.7981344287468664
136,0.7623601937158809
137,0.811090048049807
138,0.8888211417581016
139,0.9482579109529565
140,0.9669999857670046
141,0.9343865941769861
142,0.8825801645220924
143,0.8724913217116953
144,0.9208604506560989
145,0.9775393951617531
146,0.985428178859373
147,0.958957504833296
148,0.9395677594903172
149,0.9374020762961184
150,0.9510304115756447
151,0.9783675560861901
152,0.9834739460004724
153,0.9834739460004724
154,0.960160653411193
155,0.9608049166425102
156,0.9801879377208221
157,0.9924245369317857
158,0.9267763299490882
159,0.8752187150969967
160,0.8135710380326219
161,0.7985199478042121
162,0.8715187877359534
163,0.9694536621717804
164,0.9711420955639524
165,0.911066106721101
166,0.8862607896511848
167,0.9029516666269217
168,0.9409593200381221
169,0.9829077198941205
170,0.9824943759898012
171,0.9391233602840916
172,0.9243718682880264
173,0.9581209546384365
174,0.9878192044928118
175,0.9854898627113542
176,0.9722505061471713
177,0.9615404541822765
178,0.9642487871498745
179,0.9844700011712754
180,0.985126956784302
181,0.985126956784302
182,0.9751146722982392
183,0.9785914239535404
184,0.9871288985473676
185,0.9938318654683425
186,0.9865224106642699
187,0.9345327170223017
188,0.9841904796082585
