iteration,loss,phase,window
172,9.518791811005093e-07,lbfgs,0
173,9.51849885060289e-07,lbfgs,0
174,9.51607645743191e-07,lbfgs,0
175,9.515603586394736e-07,lbfgs,0
176,9.515310678541123e-07,lbfgs,0
177,9.51289133462103e-07,lbfgs,0
178,9.512416349050146e-07,lbfgs,0
179,9.512123493654404e-07,lbfgs,0
180,9.509707193645229e-07,lbfgs,0
181,9.509230096524366e-07,lbfgs,0
182,9.508937293554965e-07,lbfgs,0
183,9.506524046141343e-07,lbfgs,0
184,9.506044830575203e-07,lbfgs,0
185,9.505752079960284e-07,lbfgs,0
186,9.50334187856575e-07,lbfgs,0
187,9.502860548735638e-07,lbfgs,0
188,9.502567850462665e-07,lbfgs,0
189,9.500160702741774e-07,lbfgs,0
190,9.499677252784071e-07,lbfgs,0
191,9.499384606800499e-07,lbfgs,0
192,9.496980504915059e-07,lbfgs,0
193,9.496494940233989e-07,lbfgs,0
194,9.496202346546243e-07,lbfgs,0
195,9.493801297091204e-07,lbfgs,0
196,9.493313612883405e-07,lbfgs,0
197,9.493021071459121e-07,lbfgs,0
198,9.490623065308884e-07,lbfgs,0
199,9.490133268227178e-07,lbfgs,0
200,9.489840779092371e-07,lbfgs,0
201,9.48744582175408e-07,lbfgs,0
202,9.486953908082467e-07,lbfgs,0
203,9.486661471225181e-07,lbfgs,0
204,9.484269552262193e-07,lbfgs,0
205,9.483775529925914e-07,lbfgs,0
206,9.483483145392051e-07,lbfgs,0
207,9.481094269198143e-07,lbfgs,0
208,9.480598135593622e-07,lbfgs,0
209,9.480305803392072e-07,lbfgs,0
210,9.477919958197131e-07,lbfgs,0
211,9.477421722544075e-07,lbfgs,0
212,9.477129442741162e-07,lbfgs,0
213,9.474746631803265e-07,lbfgs,0
214,9.474246292631938e-07,lbfgs,0
215,9.473954065257568e-07,lbfgs,0
216,9.471574275453307e-07,lbfgs,0
217,9.471071843298626e-07,lbfgs,0
218,9.47077966843969e-07,lbfgs,0
219,9.468402901869788e-07,lbfgs,0
220,9.467898376416335e-07,lbfgs,0
221,9.467606254124449e-07,lbfgs,0
222,9.465232496295103e-07,lbfgs,0
223,9.464725889409568e-07,lbfgs,0
224,9.464433819792349e-07,lbfgs,0
225,9.46206307162884e-07,lbfgs,0
226,9.461554384168443e-07,lbfgs,0
227,9.461262367298965e-07,lbfgs,0
228,9.458894612921771e-07,lbfgs,0
229,9.458383858100651e-07,lbfgs,0
230,9.458091894108079e-07,lbfgs,0
231,9.455727133249935e-07,lbfgs,0
232,9.455214313113474e-07,lbfgs,0
233,9.454922402093209e-07,lbfgs,0
234,9.45256061747602e-07,lbfgs,0
235,9.452045746599038e-07,lbfgs,0
236,9.451753888700886e-07,lbfgs,0
237,9.449395078851668e-07,lbfgs,0
238,9.448878160480935e-07,lbfgs,0
239,9.448586355822417e-07,lbfgs,0
240,9.446230502054726e-07,lbfgs,0
241,9.445711552135554e-07,lbfgs,0
242,9.445419800888655e-07,lbfgs,0
243,9.443066900511073e-07,lbfgs,0
244,9.442545923503193e-07,lbfgs,0
245,9.44225422580749e-07,lbfgs,0
246,9.439904258718066e-07,lbfgs,0
247,9.439381271945167e-07,lbfgs,0
248,9.439089627993807e-07,lbfgs,0
249,9.436742590274251e-07,lbfgs,0
250,9.436217599417183e-07,lbfgs,0
251,9.435926009372613e-07,lbfgs,0
252,9.433581879500012e-07,lbfgs,0
253,9.433054903266252e-07,lbfgs,0
254,9.432763367343439e-07,lbfgs,0
255,9.430422140165701e-07,lbfgs,0
256,9.429893185463721e-07,lbfgs,0
257,9.429601703847226e-07,lbfgs,0
258,9.42726335641922e-07,lbfgs,0
259,9.426732443342279e-07,lbfgs,0
260,9.426441016268893e-07,lbfgs,0
261,9.424105542200284e-07,lbfgs,0
262,9.423572678888071e-07,lbfgs,0
263,9.423281306565012e-07,lbfgs,0
264,9.420948681489402e-07,lbfgs,0
265,9.420413889420412e-07,lbfgs,0
266,9.420122572106128e-07,lbfgs,0
267,9.417792788393612e-07,lbfgs,0
268,9.417256076939733e-07,lbfgs,0
269,9.416964814864014e-07,lbfgs,0
270,9.414637846730751e-07,lbfgs,0
271,9.414099238752733e-07,lbfgs,0
272,9.413808032195382e-07,lbfgs,0
273,9.411483870772977e-07,lbfgs,0
274,9.410943376873408e-07,lbfgs,0
275,9.410652226086524e-07,lbfgs,0
276,9.408330844180449e-07,lbfgs,0
277,9.407788488595916e-07,lbfgs,0
278,9.40749739388119e-07,lbfgs,0
279,9.405178781388466e-07,lbfgs,0
280,9.404634575947829e-07,lbfgs,0
281,9.404343537579756e-07,lbfgs,0
282,9.402027665904883e-07,lbfgs,0
283,9.401481636211512e-07,lbfgs,0
284,9.401190654512855e-07,lbfgs,0
285,9.398877512325281e-07,lbfgs,0
286,9.398329671427377e-07,lbfgs,0
287,9.398038746694601e-07,lbfgs,0
288,9.395728304010408e-07,lbfgs,0
289,9.395178678866354e-07,lbfgs,0
290,9.394887811443593e-07,lbfgs,0
291,9.392580055714164e-07,lbfgs,0
292,9.392028660581361e-07,lbfgs,0
293,9.391737850787054e-07,lbfgs,0
294,9.389432750655675e-07,lbfgs,0
295,9.388879613832479e-07,lbfgs,0
296,9.388588862031596e-07,lbfgs,0
297,9.386286403743477e-07,lbfgs,0
298,9.385731540684485e-07,lbfgs,0
299,9.38544084721695e-07,lbfgs,0
300,9.383140998062225e-07,lbfgs,0
301,9.382584438387296e-07,lbfgs,0
302,9.382293803638935e-07,lbfgs,0
303,9.379996548671393e-07,lbfgs,0
304,9.379438309017148e-07,lbfgs,0
305,9.379147733348777e-07,lbfgs,0
306,9.376853038526899e-07,lbfgs,0
307,9.376293149814155e-07,lbfgs,0
308,9.376002633632023e-07,lbfgs,0
309,9.373710482836278e-07,lbfgs,0
310,9.373148962865202e-07,lbfgs,0
311,9.372858506551588e-07,lbfgs,0
312,9.370568864433066e-07,lbfgs,0
313,9.370005745401958e-07,lbfgs,0
314,9.369715349382226e-07,lbfgs,0
315,9.36742819866905e-07,lbfgs,0
316,9.366863499520991e-07,lbfgs,0
317,9.366573164198118e-07,lbfgs,0
318,9.364288468262416e-07,lbfgs,0
319,9.363722222445554e-07,lbfgs,0
320,9.363431948264739e-07,lbfgs,0
321,9.361149688704907e-07,lbfgs,0
322,9.360581916282385e-07,lbfgs,0
323,9.360291703666095e-07,lbfgs,0
324,9.358011842606194e-07,lbfgs,0
325,9.357442578246422e-07,lbfgs,0
326,9.357152427659271e-07,lbfgs,0
327,9.354874945594114e-07,lbfgs,0
328,9.354304210453732e-07,lbfgs,0
329,9.354014122337548e-07,lbfgs,0
330,9.351738980176514e-07,lbfgs,0
331,9.351166810111974e-07,lbfgs,0
332,9.350876784949677e-07,lbfgs,0
333,9.348603962113331e-07,lbfgs,0
334,9.348030379345934e-07,lbfgs,0
335,9.347740417598423e-07,lbfgs,0
336,9.345469873817726e-07,lbfgs,0
337,9.344894915356667e-07,lbfgs,0
338,9.344605017524563e-07,lbfgs,0
339,9.342336731177029e-07,lbfgs,0
340,9.341760420276582e-07,lbfgs,0
341,9.341470586839356e-07,lbfgs,0
342,9.339204516517278e-07,lbfgs,0
343,9.338626891301151e-07,lbfgs,0
344,9.338337122776685e-07,lbfgs,0
345,9.336073245847932e-07,lbfgs,0
346,9.335494330570082e-07,lbfgs,0
347,9.3352046274552e-07,lbfgs,0
348,9.332942901415826e-07,lbfgs,0
349,9.33236273527329e-07,lbfgs,0
350,9.332073098102642e-07,lbfgs,0
351,9.329813499348126e-07,lbfgs,0
352,9.32923210755751e-07,lbfgs,0
353,9.328942536845112e-07,lbfgs,0
354,9.326685021818875e-07,lbfgs,0
355,9.326102444608138e-07,lbfgs,0
356,9.325812940904097e-07,lbfgs,0
357,9.323557485067979e-07,lbfgs,0
358,9.32297374857759e-07,lbfgs,0
359,9.322684312412518e-07,lbfgs,0
360,9.320430871205697e-07,lbfgs,0
361,9.319846016647483e-07,lbfgs,0
362,9.319556648586604e-07,lbfgs,0
363,9.317305196578141e-07,lbfgs,0
364,9.316719250975961e-07,lbfgs,0
365,9.316429951565179e-07,lbfgs,0
366,9.314180443239444e-07,lbfgs,0
367,9.313593448740839e-07,lbfgs,0
368,9.313304218559999e-07,lbfgs,0
369,9.311056627637217e-07,lbfgs,0
370,9.310468612105747e-07,lbfgs,0
371,9.310179451715136e-07,lbfgs,0
372,9.307933731777061e-07,lbfgs,0
373,9.307344738245212e-07,lbfgs,0
374,9.30705564823867e-07,lbfgs,0
375,9.304811772201976e-07,lbfgs,0
376,9.304221829327774e-07,lbfgs,0
377,9.303932810278842e-07,lbfgs,0
378,9.301690730877215e-07,lbfgs,0
379,9.301099882525369e-07,lbfgs,0
380,9.300810935040757e-07,lbfgs,0
381,9.298570624435492e-07,lbfgs,0
382,9.29797890001038e-07,lbfgs,0
383,9.297690024676827e-07,lbfgs,0
384,9.295451434809823e-07,lbfgs,0
385,9.294858878953407e-07,lbfgs,0
386,9.294570076389254e-07,lbfgs,0
387,9.292333178716145e-07,lbfgs,0
388,9.291739821529951e-07,lbfgs,0
389,9.291451092333891e-07,lbfgs,0
390,9.289215838063134e-07,lbfgs,0
391,9.288621724909687e-07,lbfgs,0
392,9.288333069711085e-07,lbfgs,0
393,9.286099429644299e-07,lbfgs,0
394,9.285504591270799e-07,lbfgs,0
395,9.285216010679253e-07,lbfgs,0
396,9.282983935352294e-07,lbfgs,0
397,9.282388417782376e-07,lbfgs,0
398,9.28209991243746e-07,lbfgs,0
399,9.279869372050729e-07,lbfgs,0
400,9.279273206625076e-07,lbfgs,0
401,9.278984777146291e-07,lbfgs,0
402,9.276755721624978e-07,lbfgs,0
403,9.276158954968083e-07,lbfgs,0
404,9.275870602003932e-07,lbfgs,0
405,9.273643001002535e-07,lbfgs,0
406,9.273045664993337e-07,lbfgs,0
407,9.272757389172524e-07,lbfgs,0
408,9.270531192068933e-07,lbfgs,0
409,9.269933333871194e-07,lbfgs,0
410,9.269645135850244e-07,lbfgs,0
411,9.267420311809314e-07,lbfgs,0
412,9.266821963784316e-07,lbfgs,0
413,9.26653384419996e-07,lbfgs,0
414,9.264310342117659e-07,lbfgs,0
415,9.263711551904446e-07,lbfgs,0
416,9.263423511420397e-07,lbfgs,0
417,9.261201300029014e-07,lbfgs,0
418,9.260602100414972e-07,lbfgs,0
419,9.260314139674298e-07,lbfgs,0
420,9.258093167454737e-07,lbfgs,0
421,9.257493606489358e-07,lbfgs,0
422,9.257205726162321e-07,lbfgs,0
423,9.254985961472995e-07,lbfgs,0
424,9.25438607231068e-07,lbfgs,0
425,9.254098273046256e-07,lbfgs,0
426,9.251879664019951e-07,lbfgs,0
427,9.251279495055122e-07,lbfgs,0
428,9.250991777528533e-07,lbfgs,0
429,9.248774292209589e-07,lbfgs,0
430,9.248173876905129e-07,lbfgs,0
431,9.247886241770138e-07,lbfgs,0
432,9.245669828011478e-07,lbfgs,0
433,9.245069215040123e-07,lbfgs,0
434,9.244781662975664e-07,lbfgs,0
435,9.242566288568422e-07,lbfgs,0
436,9.241965511640859e-07,lbfgs,0
437,9.241678043304546e-07,lbfgs,0
438,9.239463655890676e-07,lbfgs,0
439,9.238862763890803e-07,lbfgs,0
440,9.238575379964324e-07,lbfgs,0
441,9.236361947142936e-07,lbfgs,0
442,9.235760973968508e-07,lbfgs,0
443,9.235473675112354e-07,lbfgs,0
444,9.233261144384114e-07,lbfgs,0
445,9.232660139062115e-07,lbfgs,0
446,9.23237292595972e-07,lbfgs,0
447,9.230161264793018e-07,lbfgs,0
448,9.229560261347664e-07,lbfgs,0
449,9.229273134660462e-07,lbfgs,0
450,9.227062290485493e-07,lbfgs,0
451,9.226461338017987e-07,lbfgs,0
452,9.226174298430698e-07,lbfgs,0
453,9.2239642386466e-07,lbfgs,0
454,9.223363371245929e-07,lbfgs,0
455,9.223076419420325e-07,lbfgs,0
456,9.220867091456884e-07,lbfgs,0
457,9.220266358230363e-07,lbfgs,0
458,9.21997949485059e-07,lbfgs,0
459,9.217770866100643e-07,lbfgs,0
460,9.21717030114005e-07,lbfgs,0
461,9.216883526867104e-07,lbfgs,0
462,9.214675544829997e-07,lbfgs,0
463,9.214075197180065e-07,lbfgs,0
464,9.213788512696703e-07,lbfgs,0
465,9.211581144820656e-07,lbfgs,0
466,9.210981048514707e-07,lbfgs,0
467,9.210694454480259e-07,lbfgs,0
468,9.208487648404816e-07,lbfgs,0
469,9.207887852356139e-07,lbfgs,0
470,9.207601349450856e-07,lbfgs,0
471,9.205395072741543e-07,lbfgs,0
472,9.20479561086373e-07,lbfgs,0
473,9.204509199743461e-07,lbfgs,0
474,9.202303400249829e-07,lbfgs,0
475,9.201704321256638e-07,lbfgs,0
476,9.201418002598436e-07,lbfgs,0
477,9.199212648065425e-07,lbfgs,0
478,9.19861398568888e-07,lbfgs,0
479,9.198327760144519e-07,lbfgs,0
480,9.196122798700688e-07,lbfgs,0
481,9.19552460138769e-07,lbfgs,0
482,9.195238469629433e-07,lbfgs,0
483,9.193033869260006e-07,lbfgs,0
484,9.192436170500605e-07,lbfgs,0
485,9.192150133175178e-07,lbfgs,0
486,9.189945842356843e-07,lbfgs,0
487,9.189348690263643e-07,lbfgs,0
488,9.189062748037708e-07,lbfgs,0
489,9.186858735056643e-07,lbfgs,0
490,9.186262162817754e-07,lbfgs,0
491,9.185976316331232e-07,lbfgs,0
492,9.183772530080297e-07,lbfgs,0
493,9.18317658540777e-07,lbfgs,0
494,9.182890835320992e-07,lbfgs,0
495,9.180687244446619e-07,lbfgs,0
496,9.180091960167121e-07,lbfgs,0
497,9.179806307113105e-07,lbfgs,0
498,9.17760286099059e-07,lbfgs,0
499,9.177008284350877e-07,lbfgs,0
500,9.176722728981765e-07,lbfgs,0
501,9.174519396677144e-07,lbfgs,0
502,9.173925560084359e-07,lbfgs,0
503,9.173640103024656e-07,lbfgs,0
504,9.171436834461882e-07,lbfgs,0
505,9.170843784632575e-07,lbfgs,0
506,9.170558426525908e-07,lbfgs,0
507,9.168355191247647e-07,lbfgs,0
508,9.167762960112597e-07,lbfgs,0
509,9.167477701574052e-07,lbfgs,0
510,9.165274450117004e-07,lbfgs,0
511,9.164683083800195e-07,lbfgs,0
512,9.164397925463711e-07,lbfgs,0
513,9.16219462790399e-07,lbfgs,0
514,9.161604157803386e-07,lbfgs,0
515,9.161319100273516e-07,lbfgs,0
516,9.159115707823443e-07,lbfgs,0
517,9.158526179409151e-07,lbfgs,0
518,9.158241223309507e-07,lbfgs,0
519,9.156037706633149e-07,lbfgs,0
520,9.155449150715975e-07,lbfgs,0
521,9.155164296639457e-07,lbfgs,0
522,9.152960607685943e-07,lbfgs,0
523,9.152373069022628e-07,lbfgs,0
524,9.152088317581448e-07,lbfgs,0
525,9.149884427656193e-07,lbfgs,0
526,9.149297936417456e-07,lbfgs,0
527,9.149013288191989e-07,lbfgs,0
528,9.146809150040704e-07,lbfgs,0
529,9.146223750211646e-07,lbfgs,0
530,9.145939205801827e-07,lbfgs,0
531,9.143734791422692e-07,lbfgs,0
532,9.143150512482877e-07,lbfgs,0
533,9.142866072455759e-07,lbfgs,0
534,9.140661335447926e-07,lbfgs,0
535,9.140078220554942e-07,lbfgs,0
536,9.139793885497054e-07,lbfgs,0
537,9.137588798602025e-07,lbfgs,0
538,9.137006876494142e-07,lbfgs,0
539,9.13672264695874e-07,lbfgs,0
540,9.134517164684442e-07,lbfgs,0
541,9.133936477638125e-07,lbfgs,0
542,9.133652354197449e-07,lbfgs,0
543,9.131446450076065e-07,lbfgs,0
544,9.130867026041237e-07,lbfgs,0
545,9.130583009233558e-07,lbfgs,0
546,9.128376638735092e-07,lbfgs,0
547,9.127798519054746e-07,lbfgs,0
548,9.127514609437346e-07,lbfgs,0
549,9.125307746930864e-07,lbfgs,0
550,9.124730958720882e-07,lbfgs,0
551,9.124447156816194e-07,lbfgs,0
552,9.122239758784428e-07,lbfgs,0
553,9.121664342405209e-07,lbfgs,0
554,9.121380648755093e-07,lbfgs,0
555,9.119172690447017e-07,lbfgs,0
556,9.11859867213701e-07,lbfgs,0
557,9.118315087247254e-07,lbfgs,0
558,9.11610652620717e-07,lbfgs,0
559,9.115533945296967e-07,lbfgs,0
560,9.115250469692855e-07,lbfgs,0
561,9.113041282091505e-07,lbfgs,0
562,9.112470163900627e-07,lbfgs,0
563,9.112186798070814e-07,lbfgs,0
564,9.109976942559429e-07,lbfgs,0
565,9.109407325343893e-07,lbfgs,0
566,9.109124069796675e-07,lbfgs,0
567,9.10691352350691e-07,lbfgs,0
568,9.106345431628887e-07,lbfgs,0
569,9.106062286835065e-07,lbfgs,0
570,9.103851009567933e-07,lbfgs,0
571,9.103284480167099e-07,lbfgs,0
572,9.103001446617059e-07,lbfgs,0
573,9.100789416501474e-07,lbfgs,0
574,9.100224472946032e-07,lbfgs,0
575,9.099941551091961e-07,lbfgs,0
576,9.097728729120327e-07,lbfgs,0
577,9.097165407393485e-07,lbfgs,0
578,9.096882597707789e-07,lbfgs,0
579,9.094668963039895e-07,lbfgs,0
580,9.094107285482382e-07,lbfgs,0
581,9.093824588397902e-07,lbfgs,0
582,9.091610103254396e-07,lbfgs,0
583,9.091050104656807e-07,lbfgs,0
584,9.090767520627169e-07,lbfgs,0
585,9.088552165230825e-07,lbfgs,0
586,9.087993866874292e-07,lbfgs,0
587,9.087711396312478e-07,lbfgs,0
588,9.085495134147433e-07,lbfgs,0
589,9.08493856959639e-07,lbfgs,0
590,9.084656212936532e-07,lbfgs,0
591,9.082439025317054e-07,lbfgs,0
592,9.081884214764326e-07,lbfgs,0
593,9.081601972399682e-07,lbfgs,0
594,9.079383824105036e-07,lbfgs,0
595,9.078830799857385e-07,lbfgs,0
596,9.078548672202161e-07,lbfgs,0
597,9.076329545664392e-07,lbfgs,0
598,9.0757783268006e-07,lbfgs,0
599,9.07549631422731e-07,lbfgs,0
600,9.073276175549633e-07,lbfgs,0
601,9.072726793090949e-07,lbfgs,0
602,9.072444895993597e-07,lbfgs,0
603,9.07022372874933e-07,lbfgs,0
604,9.06967620063677e-07,lbfgs,0
605,9.069394419366664e-07,lbfgs,0
606,9.067172191009411e-07,lbfgs,0
607,9.066626546953342e-07,lbfgs,0
608,9.066344881883891e-07,lbfgs,0
609,9.064121577148686e-07,lbfgs,0
610,9.063577833931989e-07,lbfgs,0
611,9.063296285393371e-07,lbfgs,0
612,9.061071873106446e-07,lbfgs,0
613,9.060530059106385e-07,lbfgs,0
614,9.06024862745105e-07,lbfgs,0
615,9.058023093527338e-07,lbfgs,0
616,9.057483224350169e-07,lbfgs,0
617,9.057201909886563e-07,lbfgs,0
618,9.054975224545227e-07,lbfgs,0
619,9.054437327216359e-07,lbfgs,0
620,9.054156130275769e-07,lbfgs,0
621,9.051928280626461e-07,lbfgs,0
622,9.051392369560615e-07,lbfgs,0
623,9.05111129042939e-07,lbfgs,0
624,9.048882248101152e-07,lbfgs,0
625,9.048348348954979e-07,lbfgs,0
626,9.048067387943238e-07,lbfgs,0
627,9.045837141252415e-07,lbfgs,0
628,9.045305267236793e-07,lbfgs,0
629,9.045024424608877e-07,lbfgs,0
630,9.042792946608039e-07,lbfgs,0
631,9.042263121998203e-07,lbfgs,0
632,9.041982398042223e-07,lbfgs,0
633,9.039749678264421e-07,lbfgs,0
634,9.039221915057418e-07,lbfgs,0
635,9.038941310015442e-07,lbfgs,0
636,9.036707322947478e-07,lbfgs,0
637,9.036181644026456e-07,lbfgs,0
638,9.035901158165266e-07,lbfgs,0
639,9.033665894563222e-07,lbfgs,0
640,9.033142310704553e-07,lbfgs,0
641,9.0328619442439e-07,lbfgs,0
642,9.030625380036289e-07,lbfgs,0
643,9.030103912724428e-07,lbfgs,0
644,9.029823665908812e-07,lbfgs,0
645,9.027585793079101e-07,lbfgs,0
646,9.027066451865307e-07,lbfgs,0
647,9.026786324892205e-07,lbfgs,0
648,9.024547120815664e-07,lbfgs,0
649,9.02402992578066e-07,lbfgs,0
650,9.023749918872893e-07,lbfgs,0
651,9.021509376761197e-07,lbfgs,0
652,9.020994336230082e-07,lbfgs,0
653,9.020714449562545e-07,lbfgs,0
654,9.018472548239124e-07,lbfgs,0
655,9.017959680887636e-07,lbfgs,0
656,9.017679914661602e-07,lbfgs,0
657,9.015436648564905e-07,lbfgs,0
658,9.014925961492924e-07,lbfgs,0
659,9.014646315860636e-07,lbfgs,0
660,9.012401665261796e-07,lbfgs,0
661,9.011893175741494e-07,lbfgs,0
662,9.011613650882272e-07,lbfgs,0
663,9.009367611442289e-07,lbfgs,0
664,9.008861325351775e-07,lbfgs,0
665,9.008581921396055e-07,lbfgs,0
666,9.006334474829131e-07,lbfgs,0
667,9.0058304080414e-07,lbfgs,0
668,9.005551125146527e-07,lbfgs,0
669,9.003302268329712e-07,lbfgs,0
670,9.002800425507861e-07,lbfgs,0
671,9.002521263781922e-07,lbfgs,0
672,9.000270979866106e-07,lbfgs,0
673,8.999771375490177e-07,lbfgs,0
674,8.999492335069192e-07,lbfgs,0
675,8.997240622137881e-07,lbfgs,0
676,8.996743259664806e-07,lbfgs,0
677,8.996464340635147e-07,lbfgs,0
678,8.99421118326621e-07,lbfgs,0
679,8.99371607579324e-07,lbfgs,0
680,8.993437278269365e-07,lbfgs,0
681,8.991182675741324e-07,lbfgs,0
682,8.990689825530192e-07,lbfgs,0
683,8.990411149576423e-07,lbfgs,0
684,8.988155087882047e-07,lbfgs,0
