i,t,r_init,r_final,r_max,epoch_of_max,r_mean,r_std,loss_contribution_final,err_norm_final,epoch_below_1e-4,n_snapshots,rank_by_final_residual
0,0.299121022,0.845440647,8.35413917e-05,0.845440647,0,0.00324044437,0.0424853293,7.75462682e-13,1.26636817e-05,16950,401,1087
1,0.823576748,0.993049895,7.53050939e-05,0.993049895,0,0.0039008431,0.0496272322,6.30095241e-13,5.27133434e-06,11750,401,1370
2,0.344986349,0.8508805,4.79088908e-05,0.8508805,0,0.00325606787,0.0426846355,2.5502909e-13,1.44472016e-05,16950,401,2586
3,0.971327841,1.06408758,7.32923762e-05,1.06408758,0,0.00477898805,0.0533407792,5.96863602e-13,5.16855535e-06,14800,401,1500
4,0.925395548,1.04076175,3.88108524e-05,1.04076175,0,0.00440548918,0.0521186887,1.67364696e-13,6.58153526e-06,13400,401,2815
5,0.472695738,0.874212295,7.77750174e-05,0.874212295,0,0.00328418995,0.0436975167,6.72105926e-13,1.14060417e-05,1750,401,1241
6,0.396464467,0.858868498,4.1655162e-05,0.858868498,0,0.00326040976,0.0430135183,1.92794725e-13,1.43852676e-05,13400,401,2728
7,0.495090157,0.879488499,8.49705814e-05,0.879488499,0,0.00331846523,0.0439404018,8.0222219e-13,1.02686264e-05,2000,401,1044
8,0.16415213,0.839019362,0.000134066453,0.839019362,0,0.00309337476,0.0424221515,1.99709042e-12,7.83701823e-06,15400,401,324
9,0.604354978,0.909980943,7.90880057e-05,0.909980943,0,0.00353599405,0.0453978556,6.94990294e-13,7.68324898e-06,14200,401,1210
10,0.912394702,1.0343615,4.67722129e-05,1.0343615,0,0.00430967617,0.0517842663,2.430711e-13,6.60978773e-06,13400,401,2609
11,0.368332416,0.854260183,3.82290104e-05,0.854260183,0,0.00325877095,0.0428201748,1.62384137e-13,1.46676683e-05,14050,401,2843
12,0.043380864,0.845886003,0.00013212622,0.845886003,0,0.00339105701,0.0429963832,1.93970422e-12,1.01828219e-05,,401,351
13,0.895655453,1.02625246,5.76471682e-05,1.02625246,0,0.00419322963,0.0513611392,3.69244e-13,6.39382442e-06,4700,401,2134
14,0.800756752,0.983126096,7.16837551e-05,0.983126096,0,0.00383811134,0.0491118698,5.70951194e-13,5.62329319e-06,11750,401,1578
15,0.384274781,0.856800413,3.82680047e-05,0.856800413,0,0.00325974161,0.042925744,1.62715576e-13,1.4550274e-05,13400,401,2842
16,0.787712276,0.977582199,6.82579695e-05,0.977582199,0,0.00380724445,0.0488247282,5.17683378e-13,5.93041124e-06,11750,401,1721
17,0.315486193,0.847197062,6.97970772e-05,0.847197062,0,0.00324810056,0.0425461683,5.41292443e-13,1.35430556e-05,16950,401,1662
18,0.290566772,0.844604795,9.07132969e-05,0.844604795,0,0.00323532326,0.0424580905,9.1432247e-13,1.21679617e-05,17650,401,735
19,0.7818591,0.975125473,6.66558243e-05,0.975125473,0,0.00379574442,0.0486975764,4.93666546e-13,6.07315621e-06,11750,401,1789
20,0.771657228,0.970888926,6.35572589e-05,0.970888926,0,0.00377999759,0.0484783794,4.48836129e-13,6.3223255e-06,14200,401,1909
21,0.390958577,0.857921022,3.98103255e-05,0.857921022,0,0.00326009128,0.0429731226,1.7609578e-13,1.44848737e-05,13400,401,2781
22,0.709109783,0.946200556,5.00415693e-05,0.946200556,0,0.0037031801,0.0472106812,2.78239851e-13,7.80552865e-06,14200,401,2514
23,0.525784254,0.887268696,8.99936987e-05,0.887268696,0,0.00338305345,0.0443037009,8.99873978e-13,8.83800545e-06,6300,401,811
24,0.244128212,0.841067566,0.000124962733,0.841067566,0,0.00319270874,0.0423653068,1.73507608e-12,8.9193187e-06,15400,401,437
25,0.61420542,0.913103848,7.57245813e-05,0.913103848,0,0.00355274645,0.0455514216,6.37134691e-13,7.71614293e-06,14200,401,1321
26,0.204334259,0.839401031,0.000140463388,0.839401031,0,0.00314506809,0.0423593974,2.19221816e-12,6.73248544e-06,15400,401,190
27,0.274673045,0.843203349,0.000103678592,0.843203349,0,0.00322357586,0.0424158576,1.19436115e-12,1.11579559e-05,17650,401,631
28,0.0304381531,0.847340374,0.000189334445,0.847340374,0,0.00352192407,0.0430880242,3.98305912e-12,8.12304496e-06,,401,92
29,0.889783204,1.02344307,6.10891872e-05,1.02344307,0,0.00415463699,0.0512146728,4.14654311e-13,6.28718491e-06,1950,401,2001
30,0.15943718,0.839061032,0.000131476457,0.839061032,0,0.00308585714,0.0424341401,1.92067321e-12,8.14863415e-06,15400,401,361
