state,mae,rmse,max_abs_error
x,2.676121866319724e-05,3.032156755154979e-05,4.897093884498327e-05
y,8.900916113367947e-05,0.00011612660322968881,0.00025171331773909955
z,4.1175157728752766e-05,4.665803832455164e-05,8.852392826608213e-05
combined_l2,0.00010396427327518965,0.0001287701750280091,0.00027128257049475633
