epoch,ref_mse,trained_until
16900,3.12265721468346e-08,5.8953155555555545
17000,4.027717302833264e-08,5.8953155555555545
17100,1.199526516496308e-08,5.8953155555555545
17200,1.2011890520067301e-08,5.8953155555555545
17300,2.070960602892723e-08,5.8953155555555545
17400,2.7626235180659307e-08,5.8953155555555545
17500,7.141682176147691e-08,5.8953155555555545
17600,2.5449800057316124e-08,5.8953155555555545
17700,2.4502602863922817e-08,5.8953155555555545
17800,4.569292914390666e-08,5.8953155555555545
17900,4.681453359590801e-08,5.8953155555555545
18000,3.751408148439202e-08,5.8953155555555545
18100,1.7768645781062892e-08,5.8953155555555545
18200,2.458381615409388e-08,5.8953155555555545
18300,3.655983610627475e-08,5.8953155555555545
18400,1.819609736597957e-08,5.8953155555555545
18500,2.0147427159747756e-08,5.8953155555555545
18600,4.8794152092558594e-08,5.8953155555555545
18700,4.1795395270324776e-08,5.8953155555555545
18800,1.2911067401755647e-08,5.8953155555555545
18900,3.931984460904069e-08,5.8953155555555545
19000,3.577956873689874e-08,5.8953155555555545
19100,2.994633427501425e-08,5.8953155555555545
19800,4.8298344921115485e-09,6.3865918518518505
20400,3.468405869537206e-06,6.877868148148147
21100,1.855958374246179e-07,7.369144444444444
21800,4.310301460946536e-07,7.860420740740739
22500,2.3008961198148168e-06,8.351697037037034
23300,3.9544818615081123e-08,8.842973333333331
24000,1.3043179894813513e-05,9.334249629629628
24100,4.036541665428719e-09,9.334249629629628
24800,1.443595505134381e-07,9.825525925925923
24900,2.500496576401611e-09,9.825525925925923
25000,2.2744368950215027e-09,9.825525925925923
25100,2.273338900019318e-09,9.825525925925923
25200,2.271426229970968e-09,9.825525925925923
25300,2.2692348850138732e-09,9.825525925925923
25400,2.266776770802573e-09,9.825525925925923
25500,2.264059890804376e-09,9.825525925925923
25600,2.2976555470033814e-08,9.825525925925923
25700,1.73575768433856e-08,9.825525925925923
25800,2.777562377287218e-09,9.825525925925923
25900,9.393136484851748e-09,9.825525925925923
26000,1.4629128431669044e-08,9.825525925925923
26100,2.1842456267200154e-08,9.825525925925923
26200,3.158192035881131e-08,9.825525925925923
26300,2.819520381613081e-08,9.825525925925923
26400,2.7649446353866686e-08,9.825525925925923
26500,3.007254565778156e-08,9.825525925925923
26600,3.381391217116922e-08,9.825525925925923
26700,3.678349022035584e-08,9.825525925925923
26800,2.775401776372326e-09,9.825525925925923
26900,1.4699734235679429e-08,9.825525925925923
27000,2.0734057261825782e-08,9.825525925925923
27100,3.465360013498931e-08,9.825525925925923
27200,4.021764538309045e-08,9.825525925925923
27300,3.966101903189789e-08,9.825525925925923
27400,3.080287461904902e-08,9.825525925925923
27500,2.638470598427982e-08,9.825525925925923
27600,3.1395420075596776e-08,9.825525925925923
27700,3.6881419631016354e-08,9.825525925925923
27800,2.969721262900322e-09,9.825525925925923
27900,1.3926704182535982e-08,9.825525925925923
28000,2.2037560077341633e-08,9.825525925925923
28100,1.7829536081298774e-08,9.825525925925923
28200,2.723905051507094e-08,9.825525925925923
28300,1.580908885875755e-08,9.825525925925923
28400,1.7129321198727803e-08,9.825525925925923
28500,2.8131353277130353e-08,9.825525925925923
28600,2.686596894895066e-08,9.825525925925923
28700,1.790936069265955e-08,9.825525925925923
28800,2.1814439011657935e-09,9.825525925925923
29500,3.4687285521017145e-08,10.31680222222222
29600,2.509779228650677e-09,10.31680222222222
29700,2.506319113986342e-09,10.31680222222222
29800,2.5015539935571807e-09,10.31680222222222
29900,2.496008869488434e-09,10.31680222222222
30000,2.4896769995785555e-09,10.31680222222222
30100,7.351454046266295e-09,10.31680222222222
30200,1.0695906489582979e-08,10.31680222222222
30300,1.9637674529714082e-08,10.31680222222222
30400,2.3236921114811345e-08,10.31680222222222
30500,2.6562894923391648e-09,10.31680222222222
30600,2.2408589645082687e-08,10.31680222222222
30700,2.0878201307019726e-08,10.31680222222222
30800,2.087480351157427e-08,10.31680222222222
30900,2.1876830836001657e-08,10.31680222222222
31000,2.6705675769151745e-08,10.31680222222222
31100,3.203951594939412e-08,10.31680222222222
31200,2.6785750382758594e-08,10.31680222222222
31300,2.9344600455008263e-08,10.31680222222222
31400,3.437747791589286e-08,10.31680222222222
31500,2.460140552912338e-09,10.31680222222222
31600,1.6312317676015774e-08,10.31680222222222
31700,3.2561753185678325e-08,10.31680222222222
31800,2.589745425318676e-08,10.31680222222222
31900,3.02278255120713e-08,10.31680222222222
32000,2.9423555420452133e-08,10.31680222222222
32100,2.403261149072847e-08,10.31680222222222
32200,3.908834358156144e-08,10.31680222222222
32300,2.975442468484479e-08,10.31680222222222
32400,2.8737222908661975e-08,10.31680222222222
32500,2.285935068718155e-09,10.31680222222222
32600,1.4082262018147935e-08,10.31680222222222
32700,1.9163425217378162e-08,10.31680222222222
32800,1.56793088560336e-08,10.31680222222222
32900,1.4676391921320669e-08,10.31680222222222
33000,1.1228700598006716e-08,10.31680222222222
33100,3.0066015526321684e-08,10.31680222222222
33200,2.8757584858218902e-08,10.31680222222222
33300,3.6404363916351556e-08,10.31680222222222
33400,2.6337136924906956e-08,10.31680222222222
34100,3.542288171040301e-06,10.808078518518517
34200,3.3404682321388363e-09,10.808078518518517
34300,2.6122420813214436e-09,10.808078518518517
34400,2.6054430606643328e-09,10.808078518518517
34500,2.5978208842185357e-09,10.808078518518517
34600,2.5890196610065187e-09,10.808078518518517
34700,7.817338267275693e-08,10.808078518518517
34800,1.539897322652559e-08,10.808078518518517
34900,1.893946621470474e-08,10.808078518518517
35000,2.428368282266219e-08,10.808078518518517
35100,7.059022887197428e-09,10.808078518518517
35200,1.2679774516199672e-08,10.808078518518517
35300,2.035313521665385e-08,10.808078518518517
35400,2.4372823388710622e-08,10.808078518518517
35500,2.6947132629446282e-08,10.808078518518517
35600,2.8589122394326575e-08,10.808078518518517
35700,2.9597943564382496e-08,10.808078518518517
35800,4.165343845182577e-08,10.808078518518517
35900,4.1988501156216006e-08,10.808078518518517
36000,4.155158264850462e-08,10.808078518518517
36100,1.0515996595218848e-08,10.808078518518517
36200,1.770791843602585e-08,10.808078518518517
36300,2.6353761796238594e-08,10.808078518518517
36400,3.031959674379853e-08,10.808078518518517
36500,3.0809608754932656e-08,10.808078518518517
36600,4.1126988882907914e-08,10.808078518518517
36700,3.4304579413733604e-08,10.808078518518517
36800,3.808699465714993e-08,10.808078518518517
36900,3.835145563366068e-08,10.808078518518517
37000,3.035095822552129e-08,10.808078518518517
37100,1.2178631732327813e-08,10.808078518518517
37200,6.6933531792107576e-09,10.808078518518517
37300,1.7334675370873186e-08,10.808078518518517
37400,2.3719998476281047e-08,10.808078518518517
37500,2.4088573988207956e-08,10.808078518518517
37600,3.26103050935653e-08,10.808078518518517
37700,3.0037346636747546e-08,10.808078518518517
37800,1.6511101258777456e-08,10.808078518518517
37900,1.4906171667358842e-08,10.808078518518517
38000,1.8515771418345488e-08,10.808078518518517
38100,8.445216345680942e-09,10.808078518518517
38800,1.9415735443405272e-08,11.299354814814814
38900,2.3390847863706505e-09,11.299354814814814
39000,2.361809032740196e-09,11.299354814814814
39100,2.3599252822304956e-09,11.299354814814814
39200,2.35757148108503e-09,11.299354814814814
39300,2.354912245323171e-09,11.299354814814814
39400,2.3519685853969304e-09,11.299354814814814
39500,2.3487573246200954e-09,11.299354814814814
39600,2.34529247031163e-09,11.299354814814814
39700,2.3415862345353584e-09,11.299354814814814
40500,3.037691293758081e-08,11.790631111111109
40600,3.2447665625891317e-09,11.790631111111109
40700,3.2407007058321444e-09,11.790631111111109
40800,3.2355484602403582e-09,11.790631111111109
40900,3.229806311714741e-09,11.790631111111109
41000,3.223359489355624e-09,11.790631111111109
41100,3.2162475719997824e-09,11.790631111111109
41200,3.2084988494589113e-09,11.790631111111109
41300,1.4348590107680638e-08,11.790631111111109
41400,1.5085663232512267e-08,11.790631111111109
41500,3.1109600019275196e-09,11.790631111111109
41600,1.3752804875630007e-08,11.790631111111109
41700,1.6538715776597067e-08,11.790631111111109
41800,1.9349414292628194e-08,11.790631111111109
41900,2.2594848889311653e-08,11.790631111111109
42000,2.6275802957310413e-08,11.790631111111109
42100,3.026151582889624e-08,11.790631111111109
42200,3.421782289907771e-08,11.790631111111109
42300,3.7510777401732264e-08,11.790631111111109
42400,4.010372039028347e-08,11.790631111111109
42500,2.04802825380415e-08,11.790631111111109
42600,2.763756906616467e-08,11.790631111111109
42700,3.844688077067776e-08,11.790631111111109
42800,4.1265166759207766e-08,11.790631111111109
42900,4.022572352435114e-08,11.790631111111109
43000,3.115943246382752e-08,11.790631111111109
43100,4.098437469654087e-08,11.790631111111109
43200,2.810744134114752e-08,11.790631111111109
43300,3.920308299843592e-08,11.790631111111109
43400,5.790897223227273e-08,11.790631111111109
43500,1.8806248108721903e-08,11.790631111111109
43600,2.4552252281000187e-08,11.790631111111109
43700,2.8794807847996337e-08,11.790631111111109
43800,3.054006121806989e-08,11.790631111111109
43900,2.6515943008108897e-08,11.790631111111109
44000,3.212830433124284e-08,11.790631111111109
44100,3.426682464723489e-08,11.790631111111109
44200,3.843435527869575e-08,11.790631111111109
44300,3.1237293499128313e-08,11.790631111111109
44400,2.660022060459232e-08,11.790631111111109
44500,1.1542170749465324e-08,11.790631111111109
45100,2.650043407312536e-07,12.281907407407404
45200,4.178153748946167e-09,12.281907407407404
45300,4.088868257301796e-09,12.281907407407404
45400,4.0780102293733475e-09,12.281907407407404
45500,4.065489395650308e-09,12.281907407407404
45600,4.051181120280395e-09,12.281907407407404
45700,4.035150599720384e-09,12.281907407407404
45800,5.7423501223149334e-09,12.281907407407404
45900,1.0080777213467362e-08,12.281907407407404
46000,1.1103891954578725e-08,12.281907407407404
46100,4.397525593378813e-09,12.281907407407404
46200,1.1460143095439038e-08,12.281907407407404
46300,1.2587573622724125e-08,12.281907407407404
46400,1.4664368868808923e-08,12.281907407407404
46500,1.7532714339725397e-08,12.281907407407404
46600,2.131540146381143e-08,12.281907407407404
46700,2.231181441558503e-08,12.281907407407404
46800,3.750472913681573e-08,12.281907407407404
46900,3.3195972755603985e-08,12.281907407407404
47000,3.7932722579077446e-08,12.281907407407404
47100,1.5247889209852793e-08,12.281907407407404
47200,2.469520444974442e-08,12.281907407407404
47300,2.5946348866391873e-08,12.281907407407404
47400,4.2419538422497186e-08,12.281907407407404
47500,4.7570032995951066e-08,12.281907407407404
47600,4.692892595570977e-08,12.281907407407404
47700,2.8898716604074617e-08,12.281907407407404
47800,4.538129831999155e-08,12.281907407407404
47900,4.917803364168148e-08,12.281907407407404
48000,3.74251760428031e-08,12.281907407407404
48100,1.5194435273229383e-08,12.281907407407404
48200,2.1140005632711136e-08,12.281907407407404
48300,1.6609103834811744e-08,12.281907407407404
48400,2.8737075311330737e-08,12.281907407407404
48500,3.471829431154518e-08,12.281907407407404
48600,3.9012766042392634e-08,12.281907407407404
48700,3.263082083536629e-08,12.281907407407404
48800,3.1734235175929885e-08,12.281907407407404
48900,3.506281532460434e-08,12.281907407407404
49000,3.441044156041641e-08,12.281907407407404
49100,7.193988027602196e-09,12.281907407407404
49800,3.921868498555479e-06,12.773183703703701
49900,4.662488495302726e-09,12.773183703703701
50000,4.118518108198829e-09,12.773183703703701
50100,4.09647210433394e-09,12.773183703703701
50200,4.075365106755267e-09,12.773183703703701
50300,4.051924824955747e-09,12.773183703703701
50400,4.026592805877748e-09,12.773183703703701
50500,4.062420458869596e-08,12.773183703703701
50600,3.6438732723598337e-08,12.773183703703701
50700,3.7361413770390947e-08,12.773183703703701
50800,6.180883107118764e-09,12.773183703703701
50900,2.47160781220649e-08,12.773183703703701
51000,3.455803003546023e-08,12.773183703703701
51100,3.7293891228014564e-08,12.773183703703701
51200,3.898538367343267e-08,12.773183703703701
51300,4.045793270994288e-08,12.773183703703701
51400,4.189577323638998e-08,12.773183703703701
51500,4.3340946855020806e-08,12.773183703703701
51600,4.477474759879597e-08,12.773183703703701
51700,4.614137492213602e-08,12.773183703703701
51800,7.727008118159041e-09,12.773183703703701
51900,2.3958317201760323e-08,12.773183703703701
52000,3.389874933240485e-08,12.773183703703701
52100,3.839277631617564e-08,12.773183703703701
52200,4.0668618371732673e-08,12.773183703703701
52300,4.223686604374384e-08,12.773183703703701
52400,4.805837178476953e-08,12.773183703703701
52500,3.771992312458562e-08,12.773183703703701
52600,5.609608085387843e-08,12.773183703703701
52700,3.344484039052982e-08,12.773183703703701
52800,4.161562133472673e-09,12.773183703703701
53500,2.2397261424843936e-08,13.26446
53600,4.429519918704303e-09,13.26446
53700,4.397706219105501e-09,13.26446
53800,4.3814393647370075e-09,13.26446
53900,4.363587439712847e-09,13.26446
54000,4.344614708572752e-09,13.26446
54100,4.324631471096956e-09,13.26446
54200,1.6261639667898324e-08,13.26446
54300,1.7717155502466723e-08,13.26446
54400,2.0698522813455938e-08,13.26446
54500,4.527826097788117e-09,13.26446
54600,3.3326495242671484e-08,13.26446
54700,3.9278723367535786e-08,13.26446
54800,4.308551752210131e-08,13.26446
54900,4.627929139888368e-08,13.26446
55000,4.9160702497981076e-08,13.26446
55100,5.176321521274872e-08,13.26446
55200,5.405438405747968e-08,13.26446
55300,5.5994786501870314e-08,13.26446
55400,5.7564048144988007e-08,13.26446
