epoch,ref_mse
0,0.028918309138171738
100,2.9954150432338224e-06
200,6.002684386406959e-07
300,5.314124025663477e-07
400,4.5522110649913726e-07
500,3.774047672118197e-07
600,3.0092536111465924e-07
700,2.2887691539207819e-07
800,1.645535126690436e-07
900,1.1115858144006047e-07
1000,7.065789878568253e-08
1100,4.281690379543569e-08
1200,2.5361131717096727e-08
1300,1.5172269002338597e-08
1400,9.527470785296474e-09
1500,6.5588044063175074e-09
1600,5.098550138194283e-09
1700,4.448370096689987e-09
1800,4.202533915943628e-09
1900,4.134295132219879e-09
2000,4.131201845607999e-09
2100,4.1423129730177924e-09
2200,4.148440913986808e-09
2300,4.145951759935113e-09
2400,4.13561489112776e-09
2500,4.118275320847762e-09
2600,4.482832951711549e-06
2700,5.191556613586027e-09
2800,4.067029076278768e-09
2900,8.607854192125355e-08
3000,4.368980583118345e-09
3100,4.050521678333783e-09
3200,2.671703838591426e-08
3300,4.530804102138488e-09
3400,4.117098908654738e-09
3500,9.82414147285487e-07
3600,4.9319746868033815e-09
3700,4.1734436840218264e-09
3800,1.3220033931875942e-05
3900,6.037946308412922e-09
4000,4.3694588691781486e-09
4100,4.156980181469483e-09
4200,1.8531133791261082e-05
4300,6.269203137506482e-09
4400,4.221239024615899e-09
4500,6.155998793054755e-09
4600,4.433231857046721e-09
4700,4.182068243359258e-09
4800,7.2442710505531354e-06
4900,4.7904039346752706e-09
5000,2.991876195660657e-08
5100,5.18559463806264e-09
5200,4.198345799851055e-09
5300,2.2237366213600464e-08
5400,4.405253345359761e-09
5500,4.203149130743235e-09
5600,6.2756973607747154e-09
5700,3.313781711587868e-08
5800,4.260542306635724e-09
5900,1.6968906059630436e-06
6000,4.563028802867164e-09
6100,4.1710874837507685e-09
6200,3.4066734328921457e-07
6300,3.467834026022145e-08
6400,4.238712684606933e-09
6500,3.926510590092564e-08
6600,4.203440296505189e-09
6700,4.094117055496042e-09
6800,2.242907037393604e-08
6900,4.2014371113572744e-09
7000,8.646273698070269e-07
7100,4.1346969845390916e-09
7200,8.491908805416132e-06
7300,5.3098329631839964e-09
7400,4.054098372234914e-09
7500,8.262638531826306e-08
7600,4.7553863772516325e-09
