epoch,ref_mse
0,3.059919175081591
100,1.6512641538430162
200,1.6377222981223383
300,1.5765548633973963
400,1.474653262332228
500,1.1836536080502205
600,1.0011607299212302
700,0.9023679299562011
800,0.837588986470632
900,0.7920157993768399
1000,0.756803529879434
1100,0.7268799385515647
1200,0.6995699591708137
1300,0.6735613236867553
1400,0.648303108677138
1500,0.6236919113386759
1600,0.5998954748721621
1700,0.5772226822975409
1800,0.5560129012793046
1900,0.536553093007875
2000,0.5190307023135197
2100,0.5035255790754216
2200,0.4900289316370304
2300,0.47847157134230606
2400,0.4687449135265203
2500,0.4607224982880689
2600,0.4542662149429244
2700,0.4492397124625012
2800,0.4455039907050039
2900,0.4429240078060941
3000,0.44137663201689176
3100,0.44074112494361306
3200,0.440910393396584
3300,0.44178681947783277
3400,0.4432864414145073
3500,0.44533734947095754
3600,0.447876679647176
3700,0.4508591740988575
3800,0.4542480608999775
3900,0.4580153449214053
4000,0.4621464920840683
4100,0.4666345868322518
4200,0.4714746866401991
4300,0.47667412935535325
4400,0.4822379700962813
4500,0.48818117609265194
4600,0.494514183496867
4700,0.5012495040329791
4800,0.4717157520251844
4900,2.982033218656511
5000,2.1664365261694876
5100,1.991079766785313
5200,1.8757191588992386
5300,1.7865490019361068
5400,1.7122864097750057
5500,1.6498143429011272
5600,1.5975133410542297
5700,1.5538123960320938
5800,1.5170916608265304
5900,1.4858105945008708
6000,1.4585819670622744
6100,1.4342079832102175
6200,1.4117049175895893
6300,1.3902985406479158
6400,1.3694045448202832
6500,1.3486364108383844
6600,1.3277872321361441
6700,1.3067887308727157
6800,1.2856877945590484
6900,1.2646377807670883
7000,1.243795565823806
7100,1.2233311399387703
7200,1.2034096294825865
7300,1.1841345645442547
7400,1.1655957853982573
7500,1.1478087175402407
7600,1.130797433113325
7700,1.1145390517773486
7800,1.0990185278584061
7900,1.0842126182951823
8000,1.070081902917353
8100,1.0565971286166758
8200,1.0437370213664472
8300,1.0314624668281727
8400,1.0197588165391958
8500,1.0085830873243606
8600,0.9979256064914751
8700,0.9877475373377559
8800,0.9780403788334261
8900,0.9687621050551228
9000,0.9599023581558854
9100,0.9514223810446322
9200,0.9432973524719053
9300,0.9354976866216569
9400,0.928000967495978
9500,0.9207605343591474
9600,0.9137555951266919
9700,0.9069553127688315
9800,0.9003232902576422
9900,0.8938302731394213
10000,0.887428598957942
10100,0.8810946651013871
10200,0.8747955540278567
10300,0.8685048752687037
10400,0.8621903259136788
10500,0.85582674109789
10600,0.849390688006883
10700,0.8428707365627642
10800,0.8362488072754799
10900,0.8295242298219386
11000,0.8226951001303325
11100,0.8157736166265656
11200,0.8087763812360048
11300,0.801725512010908
11400,0.7946589504475239
11500,0.7876200654862603
11600,0.7806582318863678
11700,0.7738215356715109
11800,0.7671708729343731
11900,0.7607603732628825
12000,0.7546450842470861
12100,0.7488721577674078
12200,0.7434829383983247
12300,0.7385180464822944
12400,0.7339991745500907
12500,0.7299465270737987
12600,0.7263728254283343
12700,0.723279417378675
12800,0.7206646074078757
12900,0.7185245860499906
13000,0.7168431626818573
13100,0.7156121478230955
13200,0.7148110657099992
13300,0.7144319106537811
13400,0.714456249731676
13500,0.7148670234568985
13600,0.7156452619593313
13700,0.7167762717617042
13800,0.7182420640629228
13900,0.720025713517066
14000,0.7221142825669193
14100,0.724492497491134
14200,0.7271475457331936
14300,0.7300612394007902
14400,0.7332240604485925
14500,0.7366258578110704
14600,0.7402518356088041
14700,0.744093110797618
14800,0.748137170135116
14900,0.752382606106537
15000,0.7568171029317946
15100,0.7614350571040902
15200,0.766228600787515
15300,0.7711950645096989
15400,0.7763247947878538
15500,0.7816159059259563
15600,0.7870667713639522
15700,0.7926726030205774
15800,0.7984288943058387
15900,0.8043368648326135
16000,0.8103961941655775
16100,0.816606143849205
16200,0.8229703447253358
16300,0.8294919064005019
16400,0.8361775584683333
16500,0.8430351634886568
16600,0.8500751633654501
16700,0.8573115095231933
16800,0.8647624012803815
16900,0.8724496968979274
17000,0.8803989978583202
17100,0.8886443317802533
17200,0.8972236746754656
17300,0.9061843346945598
17400,0.9155799829296959
17500,0.9254827959778088
17600,0.9359737102732291
17700,0.94715277513871
17800,0.959142718229289
17900,0.9721015964894767
18000,0.9862154024135369
18100,1.0017275739497569
18200,1.0189384127653887
18300,1.0382222757150184
18400,1.0600249032410498
18500,1.0848450376686083
18600,1.1131442970353804
18700,1.145140498009471
18800,1.1804423911757738
18900,1.2176809475113068
19000,1.2545474727682115
19100,1.2885814711066188
19200,1.3174486184975787
19300,1.341468289611875
19400,1.3603876986722832
19500,1.375389585103749
19600,1.3867922139483204
19700,1.3956464843204557
19800,1.4021411464721907
19900,1.4076564715634319
19999,1.4116886860305335
