epoch,loss,residual_loss,ic_loss,grad_norm,update_norm,lr,layer_1_grad_norm,layer_2_grad_norm,layer_3_grad_norm,layer_4_grad_norm,layer_5_grad_norm
0,3.457728862762451,3.457728862762451,0.0,349.5507555604631,0.10622182488441467,0.001,137.2211305589449,182.67514070406514,153.52531855527934,159.46623001634234,88.31681805614659
10,0.4502788484096527,0.4502788484096527,0.0,60.50880818837606,0.018768612295389175,0.00099955,23.463584443172255,28.701810836818293,27.512316355943774,29.448495159982283,17.586071988324044
20,0.390474408864975,0.390474408864975,0.0,77.70623327558975,0.011979153379797935,0.0009991,28.731668748308024,36.01952595468186,35.51858077229614,38.11424028496436,23.37451824160968
30,0.17401213943958282,0.17401213943958282,0.0,34.4544730755299,0.006360429804772139,0.00099865,12.069552084663874,15.816772848616324,15.661190996931964,17.20594269754866,9.715555236310722
40,0.07583662122488022,0.07583662122488022,0.0,1.9585433741216727,0.0038407223764806986,0.0009982,0.6426341023745624,0.9912163494695234,0.8708997091218605,0.8055263702177291,0.44324118765619636
50,0.0577794648706913,0.0577794648706913,0.0,1.9946911021216067,0.0026440394576638937,0.00099775,0.6083158923832213,0.8028269619231223,0.7694358185591804,0.8784031424084895,0.4788891171600263
60,0.04409376531839371,0.04409376531839371,0.0,1.1484119062101978,0.00204634852707386,0.0009973,0.41120576551056115,0.5430848525806854,0.5132513609476529,0.48132287068247454,0.26832354221685484
70,0.03779219090938568,0.03779219090938568,0.0,0.7424807339424082,0.001564958249218762,0.00099685,0.22196819839666787,0.2236155207582885,0.2045020049178747,0.2226798061826509,0.12195964756078763
80,0.03494691476225853,0.03494691476225853,0.0,0.5637161532251878,0.0013237677048891783,0.0009964,0.20312714575587834,0.20981231574731396,0.22285798621050848,0.22958690230912304,0.14243417815418694
90,0.03256666287779808,0.03256666287779808,0.0,0.5444803055366422,0.0012930730590596795,0.00099595,0.16295314567815247,0.15607139392941563,0.15793858887304998,0.1608645778553822,0.0876773046852778
100,0.03038412518799305,0.03038412518799305,0.0,0.4547752797055922,0.0012739270459860563,0.0009955,0.14909998601330374,0.13318577370941276,0.1399270858944502,0.14216588138935127,0.09010005755049554
110,0.028469014912843704,0.028469014912843704,0.0,0.4474350850818016,0.0012445647735148668,0.00099505,0.12435243553439451,0.08991848905271875,0.0854619370940918,0.08249040518492695,0.055347563438275786
120,0.026746269315481186,0.026746269315481186,0.0,0.3967889983216321,0.0012116514844819903,0.0009946,0.11438134435739737,0.09000635980613023,0.09121687765607758,0.09105525852451446,0.06002932703822011
130,0.025180544704198837,0.025180544704198837,0.0,0.377589637104111,0.0011789260897785425,0.00099415,0.09777229566741778,0.06982673293702407,0.06781978520251115,0.06592259920599033,0.04596411287711061
140,0.023764846846461296,0.023764846846461296,0.0,0.34155867109940347,0.0011468615848571062,0.0009937000000000001,0.08832386842728791,0.06930502686080435,0.07006606320862205,0.06976859004179967,0.04667846885590766
150,0.022486533969640732,0.022486533969640732,0.0,0.320248662515764,0.0011125917080789804,0.00099325,0.07741661179953445,0.060864327740925546,0.06030158570774762,0.05941363743310845,0.04040223654775478
160,0.02133064717054367,0.02133064717054367,0.0,0.2982058114749564,0.0010776757262647152,0.0009928,0.0692441292191048,0.05647669286181209,0.05587376237531748,0.055264414431606415,0.0374112617826824
170,0.02028370462357998,0.02028370462357998,0.0,0.2793030548495733,0.001040689880028367,0.00099235,0.061998594952869385,0.05199450900743797,0.051128720876768764,0.05062179334884008,0.034296967046283953
180,0.01933305896818638,0.01933305896818638,0.0,0.2630582152067898,0.0010038220789283514,0.0009919,0.055417180518690545,0.04737057580520809,0.04591169064503225,0.04529958769142095,0.030988923275820965
190,0.01846705935895443,0.01846705935895443,0.0,0.24724472598446304,0.0009678544010967016,0.00099145,0.050253792661441386,0.04452127148275481,0.04292038069947404,0.04239568251232279,0.028861548762844053
200,0.017675435170531273,0.017675435170531273,0.0,0.23353298475969633,0.0009332263725809753,0.000991,0.045607231481822136,0.04152184547483701,0.0394697123774149,0.038891172197154544,0.02658399656978084
210,0.016949312761425972,0.016949312761425972,0.0,0.22094259441559247,0.0008999758283607662,0.00099055,0.04178078800857585,0.039138853433723676,0.03677680132917164,0.036202889546532974,0.024759445927562997
220,0.01628107763826847,0.01628107763826847,0.0,0.20957540418575762,0.00086773163639009,0.0009901,0.03852615953990771,0.03701484397738104,0.03439654628693288,0.033851187640640636,0.023169080675571826
