epoch,ref_mse
0,1.1161376256265458
100,1.4595271689069982
200,1.442603523848692
300,1.4560204541444448
400,1.4606191928624392
500,1.460946894031335
600,1.461337658107484
700,1.471852023961553
800,1.4626118653128648
900,1.460195919666471
1000,1.4635074018062004
1100,1.4595555721857256
1200,1.4635995225356546
1300,1.4630798407453471
1400,1.4633604980440469
1500,1.4555327630750075
1600,1.4629159747342853
1700,1.462468281212191
1800,1.4627951904237788
1900,1.46188013600898
2000,1.4615357336401364
2100,1.4581866237048744
2200,1.4608710966263756
2300,1.4605312465958236
2400,1.4602090648534936
2500,1.473352421300393
2600,1.459529232760976
2700,1.459240879998743
2800,1.4684890587007429
2900,1.4584611011249797
3000,1.4582311312025609
3100,1.4578910326178953
3200,1.4579426624689389
3300,1.4570790590968303
3400,1.4566952667658781
3500,1.456315052737188
3600,1.452262644402103
3700,1.455246489569024
3800,1.4548181650907928
3900,1.4461055006362955
4000,1.4537042218146032
4100,1.4529329074487178
4200,1.4524038572844784
4300,1.4512406495597339
4400,1.4456454851161575
4500,1.449123345381817
4600,1.44740659634958
4700,1.446300215143273
4800,1.4427982387276113
4900,1.4424558396839722
5000,1.440224596813243
5100,1.4372230315265653
5200,1.4334754155250726
5300,1.4292147398233557
5400,1.4243577576057038
5500,1.4191000015562445
5600,1.4112068823050832
5700,1.4059503525738877
5800,1.3930234181411196
5900,1.3789027125303177
6000,1.3651516650216742
6100,1.3503544985491363
6200,1.3250177229591773
6300,1.3002638730766658
6400,1.2783876817438247
6500,1.2309169501686335
6600,1.2207220623023012
6700,1.24447325445983
6800,1.1694782746910726
6900,1.1537777741685182
7000,1.114393401135299
7100,1.1111917856143632
7200,1.0668957056875557
7300,1.0692211630739805
7400,1.0208794420798162
7500,0.9768005351416335
7600,0.9233620438210609
7700,0.8852047978866818
7800,0.8179377992019262
7900,0.7503620951026863
8000,0.6265661723239052
8100,0.4326586828368379
8200,0.16094846672989216
8300,0.073947626311512
8400,0.04324949255337944
8500,0.027116677912648077
8600,0.018279540250769905
8700,0.013248271904815805
8800,0.009541755681382368
8900,0.006904704594815181
9000,0.005628112621735643
9100,0.0040353208401069035
9200,0.0029350020706536565
9300,0.002487993907136566
9400,0.0019548622223379496
9500,0.0017813048919593404
9600,0.0013659149418527626
9700,0.0011613872560743337
9800,0.0009451649958528546
9900,0.0003506056136523093
10000,0.0006814922722622385
10100,0.0005555107096629187
10200,0.0003989580739166808
10300,0.00043254265154559564
10400,0.00038679148353949316
10500,0.0003105446213541266
10600,0.0003474773596904094
10700,0.00021116976609837802
10800,0.0002111857523922959
10900,0.000185827348418679
11000,0.000219626941927936
11100,0.00015329235874421662
11200,0.00012454953206772376
11300,0.00012040841040430881
11400,0.00017352258165630256
11500,5.174418024474454e-05
11600,8.16101841204293e-05
11700,0.00012428251829904637
11800,7.912995620378456e-05
11900,6.750501776579636e-05
12000,6.126360905642435e-05
12100,4.924310038307648e-05
12200,9.787713517610014e-05
12300,0.00011268960003992865
12400,3.897203703603683e-05
12500,1.7626536174507144e-05
12600,3.08585845746732e-05
12700,5.343864738154338e-05
12800,3.0116645786650596e-05
12900,1.2799784309944922e-05
13000,2.251117198283297e-05
13100,4.337728248385559e-05
13200,2.11480104805024e-05
13300,1.8354753649649263e-05
13400,2.6149237282118047e-05
13500,1.6213362292858635e-05
13600,5.311073164635845e-05
13700,1.126795822115377e-05
13800,1.7178795854065633e-05
13900,2.1935770538436326e-05
14000,6.328024043360478e-06
14100,9.001050960139268e-06
14200,1.071101135077192e-05
14300,5.779186427670726e-06
14400,8.773350226242486e-06
14500,1.049124376835432e-05
14600,8.640805629694887e-06
14700,7.464764543594239e-06
14800,7.938500220875468e-06
14900,6.4302056127928486e-06
15000,1.8527844346135206e-05
15100,7.841837395508162e-06
15200,5.721326577145518e-06
15300,5.619352734065154e-06
15400,4.975153954014592e-06
15500,2.5610726877637328e-05
15600,6.642220026423149e-06
15700,3.4140882890247556e-06
15800,4.295881404570429e-06
15900,3.942565158276084e-06
16000,2.289564860893511e-06
16100,3.563841897083806e-06
16200,5.527865501331075e-06
16300,4.601418246552458e-06
16400,2.192757551176892e-06
16500,3.0598050397684292e-06
16600,2.81734800373411e-06
16700,8.829099051872852e-06
16800,2.871311893615721e-06
16900,3.4290328220779914e-06
17000,3.0468821037546754e-06
17100,2.5435754572758273e-06
17200,2.386284741901695e-06
17300,3.505434378281795e-06
17400,2.2459633418085146e-06
17500,1.0546639834340639e-06
17600,1.9254287543106092e-06
17700,1.5072351138010282e-06
17800,2.6099321492611926e-06
17900,1.7620624728612214e-06
18000,1.7324807804458702e-06
18100,1.5786535580445884e-06
18200,1.596239110690315e-06
18300,2.8070983670736833e-06
18400,1.5984239712437924e-06
18500,1.4086150580160747e-06
18600,1.4630445106735622e-06
18700,1.318104649891e-06
18800,1.2534947765379418e-06
18900,1.1986528798022036e-06
19000,1.1552344924723601e-06
19100,1.346561282686481e-06
19200,1.0779166069668695e-06
19300,1.0420272859501295e-06
19400,1.2233810406955916e-06
19500,1.0181565100039654e-06
19600,9.706304932711279e-07
19700,9.240571204458233e-07
19800,8.901889722577202e-07
19900,8.628259700271282e-07
19999,8.338809322609395e-07
