epoch,loss,residual_loss,ic_loss,grad_norm,update_norm,lr,layer_1_grad_norm,layer_2_grad_norm,layer_3_grad_norm,layer_4_grad_norm,layer_5_grad_norm
0,153.5927782737271,153.5927782737271,0.0,11082.303739982595,0.1062214563189354,0.001,5185.657384428603,5916.233896453355,4828.1557222813135,4886.340205370379,2857.2802458029555
10,0.9736963736556364,0.9736963736556364,0.0,255.84178553384388,0.0229677037314318,0.001,96.35036543623632,122.49202318857272,119.99644374354,133.6861419154845,71.27965331118429
20,1.0118797833310034,1.0118797833310034,0.0,208.93083102617797,0.0107092020524106,0.001,75.12523364792811,94.3040013931344,96.6649235519784,112.75051859448108,66.50262845264183
30,0.5568371739551532,0.5568371739551532,0.0,72.53665533725454,0.0062079689347214,0.001,28.012844345814116,31.31235137127357,34.458588954306016,38.785217677492064,23.239554920082792
40,0.3124140758511919,0.3124140758511919,0.0,39.040417059587135,0.0037245911792098,0.001,14.38972143998051,16.94479169530006,18.78288665337355,21.2153110726506,12.246420367001578
50,0.2425539569277335,0.2425539569277335,0.0,32.2134627852254,0.0020057313869629,0.001,10.9767355296498,13.40498815668326,15.34065057686688,17.545959371669408,10.824035998349643
60,0.0953456723043176,0.0953456723043176,0.0,9.011548032887134,0.0015033621742841,0.001,2.8481474431156006,3.810201431473239,4.325849524976053,4.922425652837769,2.85966926660464
70,0.0564577197407127,0.0564577197407127,0.0,3.3880065565889246,0.0009563078951691,0.001,1.0628871579638657,1.443754953713797,1.610583979282971,1.823374648795304,0.9786631962478824
80,0.046285161549291,0.046285161549291,0.0,2.3144720524612987,0.0006514531172892,0.001,0.901398265509542,1.0034199351527655,1.086243097957973,1.2162662685369638,0.621082778084417
90,0.0420013679120594,0.0420013679120594,0.0,2.0756185449468965,0.0005269081626521,0.001,0.8977552294153807,0.8757459860730938,0.956185119088382,1.0757169948961225,0.5989110017946185
100,0.039205451937327,0.039205451937327,0.0,1.099306825320701,0.0004820063735029,0.001,0.5462620507534959,0.4461042734278699,0.4477878380797024,0.486887236006034,0.2595958313177104
110,0.037515482745327,0.037515482745327,0.0,1.074012153040789,0.0004650705423354,0.001,0.474346308403718,0.4495611955467276,0.4240554196638895,0.4773150661722849,0.2771260556105387
120,0.0360131439055631,0.0360131439055631,0.0,0.8578224322664069,0.0004617047687027,0.001,0.4818414946874181,0.343595279209884,0.3094739172644978,0.3190287617380439,0.1870676130578286
130,0.0346931078890114,0.0346931078890114,0.0,0.8659988958161258,0.0004610536182406,0.001,0.5285625092449249,0.3309847810656083,0.3238044524317495,0.3280702108543832,0.2078797039482475
140,0.0334378422377584,0.0334378422377584,0.0,0.7905070878755729,0.0004630746258675,0.001,0.4917130937951321,0.3049624009190095,0.2826592546379289,0.275907649507407,0.1774260280703839
150,0.0322378848834396,0.0322378848834396,0.0,0.7533806906838901,0.0004656546242161,0.001,0.4618308096803807,0.2975371784589262,0.2650447868101797,0.2554328240799008,0.1623507478347153
160,0.0310761733975228,0.0310761733975228,0.0,0.7327687153472994,0.0004679759044237,0.001,0.4590802354851307,0.2854020012329445,0.2593971896518081,0.2473220934741591,0.1618455617989382
170,0.0299513809223722,0.0299513809223722,0.0,0.7154837314146052,0.0004697015311279,0.001,0.4520862832319058,0.2765750713079233,0.2553940449039463,0.2429881673101057,0.161763815478099
180,0.0288613801116536,0.0288613801116536,0.0,0.6897336919287811,0.0004709197775227,0.001,0.4337444174260538,0.2686478149863163,0.2455004787617844,0.2322838027696707,0.1542759080960249
190,0.0278065523502372,0.0278065523502372,0.0,0.6677305971091598,0.0004715738246314,0.001,0.4187986778797541,0.260879716847668,0.2379364924399672,0.2246131855111786,0.1494294474776179
200,0.0267870523239685,0.0267870523239685,0.0,0.6482027675689024,0.0004716256241869,0.001,0.4068194191476132,0.2528711595170107,0.2318862348104272,0.2187651966495863,0.1465720589325415
210,0.0258031811746778,0.0258031811746778,0.0,0.6277075759886875,0.0004711275988103,0.001,0.3928694579385381,0.2453624828434264,0.2249789962865213,0.2120775131509628,0.1424424474795858
220,0.0248550312938041,0.0248550312938041,0.0,0.6073337367905605,0.0004701350567196,0.001,0.3785629409781735,0.2381496056114601,0.2179576880630942,0.2053276746857,0.1380368148931938
230,0.0239425064981111,0.0239425064981111,0.0,0.5882010644979607,0.000468677065889,0.001,0.3654295407546384,0.2310983081110864,0.2115888496167005,0.1993195707953933,0.1343537031162046
240,0.0230653118817432,0.0230653118817432,0.0,0.5696278421693579,0.0004667932711255,0.001,0.3525308693619204,0.2243316355038024,0.2054025451452048,0.1935226848967746,0.1307473138899212
250,0.0222229709728187,0.0222229709728187,0.0,0.5514883299400477,0.0004645302571854,0.001,0.3397038121776187,0.2178669049999747,0.1993090107624447,0.1878364333657862,0.1270930269766891
260,0.0214148535331163,0.0214148535331163,0.0,0.5341205576073825,0.0004619250257506,0.001,0.3273997970025898,0.2116715386701511,0.193541014315978,0.182499659693429,0.1236869856847689
270,0.0206401992518074,0.0206401992518074,0.0,0.517472095135069,0.0004590113024508,0.001,0.3155496205797288,0.2057532552539694,0.188061593391566,0.1774688085600179,0.1204761869000832
280,0.0198981422629429,0.0198981422629429,0.0,0.5014536176127561,0.0004558232546975,0.001,0.3040395873086892,0.2001152100362849,0.1828073468519807,0.1726800401633004,0.11737913998038
290,0.0191877335355734,0.0191877335355734,0.0,0.4861200526165152,0.0004523912424878,0.001,0.2929499792323101,0.1947468776442174,0.1778166157730876,0.1681708973864982,0.1144460605465735
300,0.0185079608776684,0.0185079608776684,0.0,0.4714718476554124,0.0004487420918478,0.001,0.2822917760339475,0.189640358843843,0.1730902361563839,0.1639406945945743,0.1116807520053132
310,0.0178577668954131,0.0178577668954131,0.0,0.4574706664656061,0.0004449008395173,0.001,0.2720287959801915,0.184786802681515,0.1686020804481373,0.1599638474469334,0.109055394811294
320,0.0172360651290348,0.0172360651290348,0.0,0.4441059129383872,0.0004408900872748,0.001,0.2621645187063278,0.1801743961950768,0.1643464366509869,0.1562331992623359,0.1065689261969064
330,0.0166417543969074,0.0166417543969074,0.0,0.4313610237000518,0.0004367298716235,0.001,0.2526979356156728,0.1757901652883005,0.160314256722933,0.1527373639575086,0.1042172180536211
