epoch,ref_mse
0,0.04241288381294517
100,1.2553736097856713e-06
200,6.409738168174463e-07
300,4.88405733945227e-07
400,3.606330803418801e-07
500,2.596375014025602e-07
600,1.833108202326523e-07
700,1.273655584545077e-07
800,8.718978822287659e-08
900,5.875255147819422e-08
1000,3.892047348074693e-08
1100,2.5362071457960366e-08
1200,1.631740675969383e-08
1300,1.0453763173789693e-08
1400,6.765250586073303e-09
1500,4.507476545840319e-09
1600,1.6591546285773833e-08
1700,4.274322852302114e-09
1800,2.8775346405421822e-09
1900,2.2199155457193235e-09
2000,1.621106601200267e-05
2100,4.116731461809779e-09
2200,2.5960812397982748e-09
2300,2.0158133888987913e-09
2400,1.7338253750235858e-09
2500,1.4257384274828047e-05
2600,1.0661101921021223e-08
2700,2.8214144488304723e-09
2800,2.1186435903538597e-09
2900,1.8227304112700396e-09
3000,1.6607908954975543e-09
3100,1.3643256027666446e-05
3200,3.3292633423666482e-09
3300,2.2079306186452545e-09
3400,1.8819413655760333e-09
3500,1.7337884922929343e-09
3600,9.745323520150019e-08
3700,2.437614299891066e-09
3800,2.012395086775076e-09
3900,1.8389698854045173e-09
4000,5.510301009806715e-08
4100,2.9968202384836276e-09
4200,2.2727005025051185e-09
4300,2.0487602817647926e-09
4400,1.952581819800023e-09
4500,2.5105517379801125e-08
4600,2.5769548778655714e-09
4700,2.2097830673690884e-09
4800,6.305922286497988e-07
4900,4.977103425086845e-07
5000,2.4981702790815622e-09
5100,1.066209523153691e-05
5200,3.626877505108988e-09
5300,2.4130757042088223e-09
5400,1.6166066313029924e-05
5500,1.2499974094193323e-06
5600,2.944412172490631e-09
5700,2.8302411438509657e-05
5800,3.493033571079599e-09
5900,2.534128151470279e-09
6000,2.347628319736409e-09
6100,5.3572235290068236e-08
6200,2.8874864131090967e-09
6300,3.7115335296552565e-09
6400,5.304220033656062e-09
6500,2.616196716817634e-09
6600,2.428618383104977e-09
6700,1.7591986048816565e-07
6800,2.8173174771848693e-09
6900,2.5237077357785363e-09
7000,2.3909832429143603e-09
7100,3.915805664450804e-08
7200,2.725861542888875e-09
7300,2.076712688663225e-06
7400,3.08685524545437e-09
7500,2.469439110280983e-09
7600,4.1474740762492504e-08
7700,2.6173296628403904e-09
7800,2.40620307578849e-09
7900,4.065332982264515e-06
8000,3.0579743378677247e-09
8100,2.4744259444219643e-09
8200,1.3179602870227482e-07
8300,2.5840473740841526e-09
8400,2.34115457211755e-09
8500,1.2585345559377212e-06
8600,2.710297724717786e-09
8700,2.3319408610212387e-09
8800,2.1855202327109936e-09
8900,5.383695827084691e-08
